Product Manufacturer,YoW Product#,YoW Item#,Mfctr. Model No.,Product Code, List Price , DBM , Image Name ,Collection Name,Product Name,Product Name Short,Finish,Product Description, Product Weight ,Bullet #1,Bullet #2,Bullet #3,Bullet #4,Bullet #5,Bullet #6,Bullet #7,Bullet #8,Bullet #9,Bullet #10,Bullet #11,Bullet #12,Bullet #13,UPC,Lead Restriction?,Shipping Method
Pegasus,PE08262,656209,PE08262,PE-08262, 852.00 , N , PE_8262.jpg ,,"Pegasus PE08262 61-Inch Granite Vanity Top with Double Biscuit Bowls and 8-Inch Spread, Beige Finish","Pegasus PE08262 61"" Vanity Top with Double Biscuit Bowls & 8"" Spread",Beige,"Pegasus 61-Inch Granite Vanity Top with Double Biscuit Bowls and 8-Inch Spread in Beige # PE08262. Transform your bathroom with a beautiful granite vanity top with attached undermount porcelain sink. Perfect for quick and easy remodels! Obtain the beauty and durability of natural granite without hiring a professional. This granite top is easy to install and fits directly on top of any standard 60 inch vanity cabinet. The granite top is 61 inches in length, 22 inches deep, and 3/4-Inches thick. Granite is a natural material and slight variations in color may occur and are natural.", 185.00 ,"Overall: 61"" x 22""","3/4"" Granite Thickness","Bowls: 17-1/2"" x 14-7/16""","Bowl Depth: 6""","Drain Centers: 15"" From Edge","Pre-drilled for 8"" centers",Includes backsplash,Presealed at Factory,With Overflow,,,,,088969082626,N,LTL  
Pegasus,PE08261,656193,PE08261,PE-08261, 798.67 , N , PE_8261.jpg ,,"Pegasus PE08261 61-Inch Granite Vanity Top with Biscuit Bowl and 8-Inch Spread, Beige Finish","Pegasus PE08261 61"" Vanity Top with Biscuit Bowl & 8"" Spread",Beige,"Pegasus 61-Inch Granite Vanity Top with Biscuit Bowl and 8-Inch Spread in Beige # PE08261. Transform your bathroom with a beautiful granite vanity top with attached undermount porcelain sink. Perfect for quick and easy remodels! Obtain the beauty and durability of natural granite without hiring a professional. This granite top is easy to install and fits directly on top of any standard 60 inch vanity cabinet. The granite top is 61 inches in length, 22 inches deep, and 3/4-Inches thick. Granite is a natural material and slight variations in color may occur and are natural.", 190.00 ,"3/4"" Granite Thickness","Bowl: 17-1/2"" x 14-7/16"" for 25"" & 31"" tops","21-3/8"" x 16-3/8"" for 37"", 49"", & 61"" tops","Bowl Depth: 6""","Pre-drilled for 8"" centers",Single Center Bowl,Includes backsplash,Presealed at Factory,With Overflow,,,,,088969082619,N,LTL  
Pegasus,PE735B2224H,249697,735B 2224H,PE-735B 2224H, 67.19 , N , PE_735B2224H.jpg ,Verdanza Series,"Pegasus 735B 2224H Verdanza Collection Double Robe Hook, Antique Brass Finish",Pegasus 735B 2224H Verdanza Double Robe Hook,Antique Brass,"Pegasus Verdanza Collection Double Robe Hook in Antique Brass # 735B 2224H. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 0.70 ,,,,,,,,,,,,,,6925699911441,N,UPS
Pegasus,PE735B2204,249689,735B 2204,PE-735B 2204, 59.38 , N , PE_735B2204.jpg ,Verdanza Series,"Pegasus 735B 2204 Verdanza Collection Double Robe Hook, Brushed Nickel Finish",Pegasus 735B 2204 Verdanza Double Robe Hook,Brushed Nickel,"Pegasus Verdanza Collection Double Robe Hook in Brushed Nickel # 735B 2204. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 1.05 ,,,,,,,,,,,,,,6925699909042,N,UPS
Pegasus,PE735B2024H,249685,735B 2024H,PE-735B 2024H, 70.31 , N , PE_735B2024H.jpg ,Verdanza Series,"Pegasus 735B 2024H Verdanza Collection Toilet Paper Holder, Antique Brass Finish",Pegasus 735B 2024H Verdanza Toilet Paper Holder,Antique Brass,"Pegasus Verdanza Collection Toilet Paper Holder in Antique Brass # 735B 2024H. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 1.45 ,,,,,,,,,,,,,,6925699911434,N,UPS
Pegasus,PE735B2004BN,249669,735B 2004,PE-735B 2004, 60.94 , N , PE_735B2004.jpg ,Verdanza Series,"Pegasus 735B 2004 Verdanza Collection Toilet Paper Holder, Brushed Nickel Finish",Pegasus 735B 2004 Verdanza Toilet Paper Holder,Brushed Nickel,"Pegasus Verdanza Collection Toilet Paper Holder in Brushed Nickel # 735B 2004. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 1.20 ,,,,,,,,,,,,,,6925699909028,N,UPS
Pegasus,PE735B0524H,250069,735B 0524H,PE-735B 0524H, 78.13 , N , PE_735B0524H.jpg ,Verdanza Series,"Pegasus 735B 0524H Verdanza Collection Towel Ring, Antique Brass Finish",Pegasus 735B 0524H Verdanza Towel Ring,Antique Brass,"Pegasus Verdanza Collection Towel Ring in Antique Brass # 735B 0524H. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 1.65 ,,,,,,,,,,,,,,6925699911427,N,UPS
Pegasus,PE735B0504,249661,735B 0504,PE-735B 0504, 60.94 , N , PE_735B0504.jpg ,Verdanza Series,"Pegasus 735B 0504 Verdanza Collection Towel Ring, Brushed Nickel Finish",Pegasus 735B 0504 Verdanza Towel Ring,Brushed Nickel,"Pegasus Verdanza Collection Towel Ring in Brushed Nickel # 735B 0504. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 1.25 ,,,,,,,,,,,,,,6925699909011,N,UPS
Pegasus,PE735B0224H,249649,735B 0224H,PE-735B 0224H, 95.31 , N , PE_735B0224H.jpg ,Verdanza Series,"Pegasus 735B 0224H Verdanza Collection 24-Inch Towel Bar, Antique Brass Finish","Pegasus 735B 0224H Verdanza 24"" Towel Bar",Antique Brass,"Pegasus Verdanza Collection 24-Inch Towel Bar in Antique Brass # 735B 0224H. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 1.20 ,,,,,,,,,,,,,,6925699911403,N,UPS
Pegasus,PE735B0204,249641,735B 0204,PE-735B 0204, 78.13 , N , PE_735B0204.jpg ,Verdanza Series,"Pegasus 735B 0204 Verdanza Collection 24-Inch Towel Bar, Brushed Nickel Finish","Pegasus 735B 0204 Verdanza 24"" Towel Bar",Brushed Nickel,"Pegasus Verdanza Collection 24-Inch Towel Bar in Brushed Nickel # 735B 0204. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 1.20 ,,,,,,,,,,,,,,6925699908991,N,UPS
Pegasus,PE735B0124H,250061,735B 0124H,PE-735B 0124H, 92.19 , N , PE_735B0124H.jpg ,Verdanza Series,"Pegasus 735B 0124H Verdanza Collection 18-Inch Towel Bar, Antique Brass Finish","Pegasus 735B 0124H Verdanza 18"" Towel Bar",Antique Brass,"Pegasus Verdanza Collection 18-Inch Towel Bar in Antique Brass # 735B 0124H. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 1.17 ,,,,,,,,,,,,,,6925699911410,N,UPS
Pegasus,PE735B0104,249653,735B 0104,PE-735B 0104, 73.44 , N , PE_735B0104.jpg ,Verdanza Series,"Pegasus 735B 0104 Verdanza Collection 18-Inch Towel Bar, Brushed Nickel Finish","Pegasus 735B 0104 Verdanza 18"" Towel Bar",Brushed Nickel,"Pegasus Verdanza Collection 18-Inch Towel Bar in Brushed Nickel # 735B 0104. Verdanza brings a bit of vintage décor to your home. The smooth, defining lines has traditional styling that will accentuate any bathroom. Whether renovating or redecorating, these bath accessories will be a perfect compliment to any project.", 1.17 ,,,,,,,,,,,,,,6925699909004,N,UPS
Pegasus,PE72624,179213,72624,PE-72624, 285.00 , N , PE_72624.jpg ,Vessel Top,Pegasus 72108 37-Inch Black Granite Vessel Top with Drain Hole and EZ Punch Faucet Hole Drillings,"Pegasus 72108 37"" Black Vessel Top with Drain Hole & EZ Punch Faucet Hole Drillings",Black,"Pegasus 37-Inch Black Granite Vessel Top with Drain Hole and EZ Punch Faucet Hole Drillings # PE72108. Beauty, quality and outstanding value come together in luxurious Pegasus natural stone vessel tops and bowls. Available in several colors, our vessel tops and bowls enable you to add a unique look to your bath.", 95.00 ,Pre-drilled with drain hole,Pre-polished and sealed,,,,,,,,,,,,088969726247,N,LTL
Pegasus,PE72108,179245,72108,PE-72108, 403.00 , N , PE_72108.jpg ,Vessel Top,Pegasus 72108 37-Inch Carrara Marble Vessel Top with Drain Hole and EZ Punch Faucet Hole Drillings,"Pegasus 72108 37"" Carrara Marble Vessel Top with Drain Hole & EZ Punch Faucet Hole Drillings",Carrara,"Pegasus 37-Inch Carrara Marble Vessel Top with Drain Hole and EZ Punch Faucet Hole Drillings # PE72108. Beauty, quality and outstanding value come together in luxurious Pegasus natural stone vessel tops and bowls. Available in several colors, our vessel tops and bowls enable you to add a unique look to your bath.", 100.00 ,Pre-drilled with drain hole,Pre-polished and sealed,,,,,,,,,,,,088969721082,N,LTL
Pegasus,PE720B2296H,249605,720B 2296H,PE-720B 2296H, 57.81 , N , PE_720B2296H.jpg ,Estates Series,"Pegasus 720B-2296H Estates Collection Double Robe Hook, Heritage Bronze Finish",Pegasus 720B-2296H Estates Double Robe Hook,Heritage Bronze,Pegasus Estates Collection Double Robe Hook in Heritage Bronze # 720B-2296H. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 0.90 ,,,,,,,,,,,,,,6925699908984,N,UPS
Pegasus,PE720B2204,249597,720B 2204,PE-720B 2204, 56.25 , N , PE_720B2204.jpg ,Estates Series,"Pegasus 720B-2204 Estates Collection Double Robe Hook, Brushed Nickel Finish",Pegasus 720B-2204 Estates Double Robe Hook,Brushed Nickel,Pegasus Estates Collection Double Robe Hook in Brushed Nickel # 720B-2204. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 0.90 ,,,,,,,,,,,,,,6925699910499,N,UPS
Pegasus,PE720B2096H,249593,720B 2096H,PE-720B 2096H, 73.44 , N , PE_720B2096H.jpg ,Estates Series,"Pegasus 720B-2096H Estates Collection Toilet Paper Holder, Heritage Bronze Finish",Pegasus 720B-2096H Estates Toilet Paper Holder,Heritage Bronze,Pegasus Estates Collection Toilet Paper Holder in Heritage Bronze # 720B-2096H. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 1.05 ,,,,,,,,,,,,,,6925699908960,N,UPS
Pegasus,PE720B2004,249585,720B 2004,PE-720B 2004, 57.81 , N , PE_720B2004.jpg ,Estates Series,"Pegasus 720B-2004 Estates Collection Toilet Paper Holder, Brushed Nickel Finish",Pegasus 720B-2004 Estates Toilet Paper Holder,Brushed Nickel,Pegasus Estates Collection Toilet Paper Holder in Brushed Nickel # 720B-2004. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 1.00 ,,,,,,,,,,,,,,6925699910475,N,UPS
Pegasus,PE720B1396H,249569,720B 1396H,PE-720B 1396H, 123.44 , N , PE_720B1396H.jpg ,Estates Series,"Pegasus 720B-1396H Estates Collection 24-Inch Double Towel Bar, Heritage Bronze Finish","Pegasus 720B-1396H Estates 24"" Double Towel Bar",Heritage Bronze,Pegasus Estates Collection 24-Inch Double Towel Bar in Heritage Bronze # 720B-1396H. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 3.50 ,,,,,,,,,,,,,,6925699909332,N,UPS
Pegasus,PE720B1304,249561,720B 1304,PE-720B 1304, 93.75 , N , PE_720B1304.jpg ,Estates Series,"Pegasus 720B-1304 Estates Collection 24-Inch Double Towel Bar, Brushed Nickel Finish","Pegasus 720B-1304 Estates 24"" Double Towel Bar",Brushed Nickel,Pegasus Estates Collection 24-Inch Double Towel Bar in Brushed Nickel # 720B-1304. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 3.05 ,,,,,,,,,,,,,,6925699909325,N,UPS
Pegasus,PE720B0596H,249581,720B 0596H,PE-720B 0596H, 68.75 , N , PE_720B0596H.jpg ,Estates Series,"Pegasus 720B-0596H Estates Collection Towel Ring, Heritage Bronze Finish",Pegasus 720B-0596H Estates Towel Ring,Heritage Bronze,Pegasus Estates Collection Towel Ring in Heritage Bronze # 720B-0596H. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 1.05 ,,,,,,,,,,,,,,6925699908953,N,UPS
Pegasus,PE720B0504,249573,720B 0504,PE-720B 0504, 67.19 , N , PE_720B0504.jpg ,Estates Series,"Pegasus 720B-0504 Estates Collection Towel Ring, Brushed Nickel Finish",Pegasus 720B-0504 Estates Towel Ring,Brushed Nickel,Pegasus Estates Collection Towel Ring in Brushed Nickel # 720B-0504. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 0.55 ,,,,,,,,,,,,,,6925699910468,N,UPS
Pegasus,PE720B0296H,249557,720B 0296H,PE-720B 0296H, 95.31 , N , PE_720B0296H.jpg ,Estates Series,"Pegasus 720B-0296H Estates Collection 24-Inch Towel Bar, Heritage Bronze Finish","Pegasus 720B-0296H Estates 24"" Towel Bar",Heritage Bronze,Pegasus Estates Collection 24-Inch Towel Bar in Heritage Bronze # 720B-0296H. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 1.25 ,,,,,,,,,,,,,,6925699908939,N,UPS
Pegasus,PE720B0204,249549,720B 0204,PE-720B 0204, 73.44 , N , PE_720B0204.jpg ,Estates Series,"Pegasus 720B-0204 Estates Collection 24-Inch Towel Bar, Brushed Nickel Finish","Pegasus 720B-0204 Estates 24"" Towel Bar",Brushed Nickel,Pegasus Estates Collection 24-Inch Towel Bar in Brushed Nickel # 720B-0204. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 1.80 ,,,,,,,,,,,,,,6925699910444,N,UPS
Pegasus,PE720B0196H,249545,720B 0196H,PE-720B 0196H, 87.50 , N , PE_720B0196H.jpg ,Estates Series,"Pegasus 720B-0196H Estates Collection 18-Inch Towel Bar, Heritage Bronze Finish","Pegasus 720B-0196H Estates 18"" Towel Bar",Heritage Bronze,Pegasus Estates Collection 18-Inch Towel Bar in Heritage Bronze # 720B-0196H. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 1.15 ,,,,,,,,,,,,,,6925699908946,N,UPS
Pegasus,PE720B0104,249537,720B 0104,PE-720B 0104, 70.31 , N , PE_720B0104.jpg ,Estates Series,"Pegasus 720B-0104 Estates Collection 18-Inch Towel Bar, Brushed Nickel Finish","Pegasus 720B-0104 Estates 18"" Towel Bar",Brushed Nickel,Pegasus Estates Collection 18-Inch Towel Bar in Brushed Nickel # 720B-0104. Estates is fashionable and flexible and is inspired by time-honored country traditions - fabrics and flowers that change with the season. Traditional at heart this towel bar is the right accent for today's homes., 1.60 ,,,,,,,,,,,,,,6925699910451,N,UPS
Pegasus,PE714A2004,249633,714A 2004,PE-714A 2004, 57.81 , N , PE_714A2004.jpg ,Exhibit Series,"Pegasus 714A 2004 Exhibit Collection Toilet Paper Holder, Brushed Nickel Finish",Pegasus 714A 2004 Exhibit Toilet Paper Holder,Brushed Nickel,Pegasus Exhibit Collection Towel Ring in Brushed Nickel # 714A 2004. The Exhibit family's crisp lines and sharp details add a clean and sophisticated look to any bathroom. This versatile paper holder is perfect from powder rooms to full bathrooms. The classic brushed nickel finish will enhance any bathroom decor., 1.20 ,,,,,,,,,,,,,,6925699910826,N,UPS
Pegasus,PE714A0504,249625,714A 0504,PE-714A 0504, 62.50 , N , PE_714A0504.jpg ,Exhibit Series,"Pegasus 714A 0504 Exhibit Collection Towel Ring, Brushed Nickel Finish",Pegasus 714A 0504 Exhibit Towel Ring,Brushed Nickel,Pegasus Exhibit Collection Towel Ring in Brushed Nickel # 714A 0504. The Exhibit Family's crisp lines and sharp details add a clean and sophisticated look to any bathroom. This versatile towel ring is perfect from powder rooms to full bathrooms. The classic chrome finish will enhance any bathroom decor., 1.20 ,,,,,,,,,,,,,,6925699910796,N,UPS
Pegasus,PE714A0501,249629,714A 0501,PE-714A 0501, 59.38 , N , PE_714A0501.jpg ,Exhibit Series,"Pegasus 714A 0501 Exhibit Collection Towel Ring, Chrome Finish",Pegasus 714A 0501 Exhibit Towel Ring,Chrome,Pegasus Exhibit Collection Towel Ring in Chrome # 714A 0501. The Exhibit Family's crisp lines and sharp details add a clean and sophisticated look to any bathroom. This versatile towel ring is perfect from powder rooms to full bathrooms. The classic chrome finish will enhance any bathroom decor., 0.68 ,,,,,,,,,,,,,,6925699910734,N,UPS
Pegasus,PE714A0304,249881,714A 0304,PE-714A 0304, 56.25 , N , PE_714A0304.jpg ,Exhibit Series,"Pegasus 714A 0304 Exhibit Collection Single Robe Hook, Brushed Nickel Finish",Pegasus 714A 0304 Exhibit Single Robe Hook,Brushed Nickel,Pegasus Exhibit Collection Single Robe Hook in Brushed Nickel # 714A 0304. Exhibit's bath accessories are an impressive design that would introduce sophistication and elegance to any bathroom in any home., 0.34 ,,,,,,,,,,,,,,6925699910819,N,UPS
Pegasus,PE714A0204,249609,714A 0204,PE-714A 0204, 70.31 , N , PE_714A0204.jpg ,Exhibit Series,"Pegasus 714A 0204 Exhibit Collection 24-Inch Towel Bar, Brushed Nickel Finish","Pegasus 714A 0204 Exhibit 24"" Towel Bar",Brushed Nickel,Pegasus Exhibit Collection 24-Inch Towel Bar in Brushed Nickel # 714A 0204. Exhibit's bath accessories are an impressive design that would introduce sophistication and elegance to any bathroom in any home., 1.90 ,,,,,,,,,,,,,,6925699910789,N,UPS
Pegasus,PE714A0104,249617,714A 0104,PE-714A 0104, 67.19 , N , PE_714A0104.jpg ,Exhibit Series,"Pegasus 714A 0104 Exhibit Collection 18-Inch Towel Bar, Brushed Nickel Finish","Pegasus 714A 0104 Exhibit 18"" Towel Bar",Brushed Nickel,Pegasus Exhibit Collection 18-Inch Towel Bar in Brushed Nickel # 714A 0104. Exhibit's bath accessories are an impressive design that would introduce sophistication and elegance to any bathroom in any home., 1.65 ,,,,,,,,,,,,,,6925699910772,N,UPS
Pegasus,PE714110,272385,PE714110,PE-714110, 219.00 , N , PE_714110.jpg ,Polished Stainless Vessel,"Pegasus PE714110 Round Above Counter Vessel Sink, Polished Stainless Steel Finish",Pegasus PE714110 Round Above Counter Vessel Sink,Polished Stainless Steel,"Pegasus Round Above Counter Vessel Sink in Polished Stainless Steel # PE714110. This is a high-quality, polished stainless steel vessel sink which adds style to your bathroom. For above counter use it has an overflow and is durable for everyone in the family. It measures 16-1/4 In. x 6-3/4 In.", 8.25 ,Above Counter,"Overall: 16-1/4"" Diameter","Bowl: 14-3/4"" Diameter","Overall Depth: 6-3/4""","Bowl Depth: 5-1/2""",With Overflow,,,,,,,,841231006030,N,UPS
Pegasus,PE714108,239309,PE714108,PE-714108, 567.00 , N , PE_714108.jpg ,Dark Red Mahogany Vessel Vanity,"Pegasus PE714108 24-Inch Vessel Vanity with Glass Doors, Dark Red Mahogany Finish ","Pegasus PE714108 24"" Vessel Vanity with Glass Doors",Dark Red Mahogany,Pegasus 24-Inch Vessel Vanity with Glass Doors in Dark Red Mahogany # PE714108. The Baybry vanity is an eclectic blend of style and sophistication. The dark red mahogany finished vanity features wired mesh inlaid glass doors that are tempered for safety. Cabinet and drawer provide plenty of storage. Faucet and vessel sold separately. Measures 24 In. x 22 In. x 28-3/4-In. (to top of counter)., 80.00 ,Solid Wood Frame and Glass,"Overall: 24"" x 22"" x 28-3/4""",Wired Mesh Tempered Glass Inlaid Doors,Satin Nickel Hardware,Single Hole Faucet Drilling,Cabinet & Cutout Drawer,,,,,,,,841231006016,N,LTL
Pegasus,PE714107,239305,PE714107,PE-714107, 367.00 , N , PE_714107.jpg ,Espresso Vessel Vanity,"Pegasus PE714107 18-Inch Vessel Vanity with Black Granite Top, Espresso Finish","Pegasus PE714107 18"" Vessel Vanity with Black Top",Espresso,"Pegasus 18-Inch Vessel Vanity with Black Granite Top in Espresso # PE714107. East meets West with the contemporary Eastside vanity. The espresso finished wood base features a black, solid granite countertop and satin nickel hardware. Pre-drilled for a single hole faucet (not included). Make it your own by choosing any above counter vessel (not included). Measures 18 In. x 18 In. x 29 In. to top of counter.", 73.80 ,Solid Wood Frame and Granite,"Overall: 18"" x 18"" x 29""",Black Granite Top,Satin Nickel Hardware,Single Hole Faucet Drilling,Ample Storage Cabinet,,,,,,,,841231005996,N,LTL
Pegasus,PE714106,239313,PE714106,PE-714106, 583.00 , N , PE_714106.jpg ,Cherry Round Vessel Vanity,"Pegasus PE714106 24-Inch Round Vessel Vanity with Vitreous China Bowl, Cherry Finish","Pegasus PE714106 24"" Round Vessel Vanity with China Bowl",Cherry,Pegasus 24-Inch Round Vessel Vanity with Vitreous China Bowl in Cherry # PE714106. The whimsical curve of the Westbourne vanity fits any décor. The cherry finished wood vanity features two large storage drawers to hide all your bathroom necessities. The semi-recessed white vitreous china vessel has a single hole faucet deck and satin nickel hardware to complete the look. (Faucet sold separately). , 99.00 ,Solid Wood Frame and Vitreous China,"Overall: 23-3/4"" x 20-1/8"" x 35""",Includes Semi-recessed Vessel,Satin Nickel Hardware,Single Hole Faucet Drilling,Two Ample Storage Drawers & One Faux Drawer,,,,,,,,841231006009,N,LTL
Pegasus,PE714105,272381,PE714105,PE-714105, 165.00 , N , PE_714105.jpg ,Vitreous China Vessel,"Pegasus PE714105 Round Vitreous China Vessel with Overflow, Ceramic White Finish",Pegasus PE714105 Round China Vessel with Overflow,Ceramic White,Pegasus Round Vitreous China Vessel with Overflow in Ceramic White # PE714105. This round vessel sink with overflow has a conical shape that is tailored to perfection. The vessel is for above counter use only. It is a perfect white that is a focal point in any bathroom., 20.10 ,Above Counter Vitreous China,"Overall: 16-1/2"" Diameter","Overall Depth: 6-1/2""",With Overflow,,,,,,,,,,841231005842,N,UPS
Pegasus,PE714103,272373,PE714103,PE-714103, 219.00 , Y , PE_714103.jpg ,Brushed Stainless Vessel,"Pegasus PE714103 Round Above Counter Vessel Sink, Brushed Stainless Steel Finish",Pegasus PE714103 Round Above Counter Vessel Sink,Brushed Stainless Steel,"Pegasus Round Above Counter Vessel Sink in Brushed Stainless Steel # PE714103. High-quality, brushed stainless steel vessel sink adds style to your bathroom. For above counter use has an overflow and is durable for everyone in the family. Measures 16-1/4 In. x 6-3/4 In.H", 8.00 ,Above Counter,"Overall: 16-1/4"" Diameter","Bowl: 14-3/4"" Diameter","Overall Depth: 6-3/4""","Bowl Depth: 5-1/2""",With Overflow,,,,,,,,841231005736,,UPS
Pegasus,PE714102,272369,PE714102,PE-714102, 352.00 , N , PE_714102.jpg ,Transparent Charcoal Glass Vessel,"Pegasus PE714102 Glass Vessel, Transparent Charcoal Finish",Pegasus PE714102 Glass Vessel,Transparent Charcoal,"Pegasus Glass Vessel in Transparent Charcoal # PE714102. This is a 17-inch round, frosted glass above-counter vessel sink. It is not only beautiful but it is tempered for added strength and safety. It has a 17-Inch overall diameter and 5-1/2-Inch overall depth.", 15.30 ,Above Counter Tempered Transparent Glass,"Overall: 17"" Diameter","Bowl: 16"" Diameter","Overall Depth: 5-1/2""","Bowl Depth: 5""",Less Overflow,,,,,,,,841231005989,N,UPS
Pegasus,PE714101,272365,PE714101,PE-714101, 337.00 , N , PE_714101.jpg ,Frosted Crystal Glass Vessel,"Pegasus PE714101 Glass Vessel, Crystal Frosted Finish",Pegasus PE714101 Glass Vessel,Crystal Frosted,"Pegasus Glass Vessel in Crystal Frosted # PE714101. This is a 17-inch round, frosted glass above-counter vessel sink. It is not only beautiful but it is tempered for added strength and safety. It has a 17-Inch overall diameter and 5-1/2-Inch overall depth.", 15.00 ,Above Counter Tempered Frosted Glass,"Overall: 17"" Diameter","Bowl: 16"" Diameter","Overall Depth: 5-1/2""","Bowl Depth: 5""",Less Overflow,,,,,,,,841231005866,N,UPS
Pegasus,PE68237,657137,PE68237,PE-68237, 313.00 , N , PE_68237.jpg ,Beige Granite Vanity Top,"Pegasus PE68237 37-Inch Granite Vanity Top with Biscuit Bowl and 8-Inch Spread, Beige Finish","Pegasus PE68237 37"" Vanity Top with Biscuit Bowl & 8"" Spread",Beige,"Pegasus 37-Inch Granite Vanity Top with Biscuit Bowl and 8-Inch Spread in Beige # PE68237. Transform your bathroom with a beautiful granite vanity top with attached undermount porcelain sink. Perfect for quick and easy remodels! Obtain the beauty and durability of natural granite without hiring a professional. This granite top is easy to install and fits directly on top of any standard 36 inch vanity cabinet. The granite top is 37 inches in length, 22 inches deep, and 3/4 inch thick. Granite is a natural material and slight variations in color may occur and are natural.", 115.00 ,"3/4"" Granite Thickness","Bowl: 17-1/2"" x 14-7/16"" for 25"" & 31"" tops","21-3/8"" x 16-3/8"" for 37"", 49"", & 61"" tops","Bowl Depth: 6""","Pre-drilled for 8"" centers",Single Center Bowl,Includes backsplash,Presealed at Factory,With Overflow,,,,,088969682376,N,LTL
Pegasus,PE68231,657133,PE68231,PE-68231, 268.00 , N , PE_68231.jpg ,Beige Granite Vanity Top,"Pegasus PE68231 31-Inch Granite Vanity Top with Biscuit Bowl and 8-Inch Spread, Beige Finish","Pegasus PE68231 31"" Vanity Top with Biscuit Bowl & 8"" Spread",Beige,"Pegasus 31-Inch Granite Vanity Top with Biscuit Bowl and 8-Inch Spread in Beige # PE68231. Transform your bathroom with a beautiful granite vanity top with attached undermount porcelain sink. Perfect for quick and easy remodels! Obtain the beauty and durability of natural granite without hiring a professional. This granite top is easy to install and fits directly on top of any standard 30 inch vanity cabinet. The granite top is 31 inches in length, 22 inches deep, and 3/4 inch thick. Granite is a natural material and slight variations in color may occur and are natural.", 59.00 ,"3/4"" Granite Thickness","Bowl: 17-1/2"" x 14-7/16"" for 25"" & 31"" tops","21-3/8"" x 16-3/8"" for 37"", 49"", & 61"" tops","Bowl Depth: 6""","Pre-drilled for 8"" centers",Single Center Bowl,Includes backsplash,Presealed at Factory,With Overflow,,,,,088969682314,N,LTL
