Product Manufacturer,YoW Product#,YoW Item#,Mfctr. Model No.,Product Code, List Price , DBM , Image Name ,Collection Name,Product Name,Product Name Short,Finish,Product Description, Product Weight ,Bullet #1,Bullet #2,Bullet #3,Bullet #4,Bullet #5,Bullet #6,Bullet #7,Bullet #8,Bullet #9,Bullet #10,Bullet #11,Bullet #12,Bullet #13,UPC,Lead Restriction?,Shipping Method
Pegasus,PEZR2033,428933,ZR2033,PE-ZR2033, 873.75 , N , PE_ZR2033.jpg ,,"Pegasus ZR2033 33-Inch x 20-Inch Double Bowl Kitchen Sink, Stainless Steel Finish","Pegasus ZR2033 33"" x 20"" Double Bowl Kitchen Sink",Stainless Steel,Pegasus 33-Inch x 20-Inch Double Bowl Kitchen Sink in Stainless Steel # ZR2033. Stainless steel is a renowned hygienic sink material that is easy to clean. Pegasus stainless steel sinks are manufactured from the highest quality stainless steel. These steels offer long-lasting corrosion resistance and will withstand all common household acids and detergents., 31.05 ,Undermount 18 Gauge Stainless Steel,"Bowls: 15"" x 18"" x 10""",Includes mounting hardware,Fully Undercoated,,,,,,,,,,842678003026,N,UPS
Pegasus,PEWC10PK,429045,WC10PK,PE-WC10PK, 173.75 , N , PE_WC10PK.jpg ,,Pegasus WC10PK Complete Accessory Pack for Workcenter Sinks ,Pegasus WC10PK Complete Accessory Pack for Workcenter Sinks ,,"Pegasus Complete Accessory Pack for Workcenter Sinks # WC10PK. The Workcenter range of accessories has been designed to transform the large single bowl sink into a functional food preparation area. This stylish range of accessories includes a reversible mahogany chopping board, which can be used on either side of the bowl, a stainless steel mixing bowl and colander, and a tempered glass cutting board. Fits WC10 models only.", 8.05 ,Includes:,Stainless Steel Bowl,Stainless Steel Colander,Wooden Chopping Board,Glass Board,Fits: WC10,,,,,,,,842678003408,N,UPS
Pegasus,PETRIA6022D1,471779,TRIA6022D1,PE-TRIA6022D1," 1,200.00 ", N , PE_TRIA6022D1.jpg ,"Exhibit 60"" Single Vanity","Pegasus TRIA6022D1 Exhibit 60-Inch Vanity, Rich Cinnamon Finish","Pegasus TRIA6022D1 Exhibit 60"" Vanity",Rich Cinnamon,"Pegasus Exhibit 60-Inch Vanity in Rich Cinnamon # TRIA6022D1. Exquisite design, finish and storage features are what makes the Exhibit collection a true design wonder. This 60 In. vanity features a Rich Cinnamon finish with two doors, two drawers, and four open area shelves for storage.", 143.00 ,"Overall: 60"" x 21-5/8"" x 34""",Transitional Design,"Two inset doors with applied moldings, and two upper drawers with fully extending drawer glides",Dovetail drawer construction for stronger joints,Rectangular Oil Rubbed Bronze Knobs,Concealed Hinges,Two Open Shelves,Fully Assembled,,,,,,721015352549,N,LTL
Pegasus,PETREW2428,215521,TREW2428,PE-TREW2428, 225.00 , N , PE_TREW2428.jpg ,Haven Wall Cabinet,"Pegasus TREW2428 Haven Wall Cabinet, Espresso Finish",Pegasus TREW2428 Haven Wall Cabinet,Espresso,"Pegasus Haven Wall Cabinet in Espresso # TREW2428. Simply elegant, a richly carved wall cabinet that's as good-looking as it is practical. Finely crafted with an espresso finish, it combines decorative elegance with the versatility of storage space in a convenient wall mounted unit.", 32.75 ,"Overall: 23-1/2"" x 27"" x 8-1/2""",Transitional Design,Two inset doors with concealed Euro style hinges,Polished Chrome Knobs,"Secure Mount™, hanging system designed for easy and secure installation",Two adjustable shelves behind the door,Fully Assembled,Complements Haven Collection,,,,,,721015345633,N,UPS
Pegasus,PETREM2531,215513,TREM2531,PE-TREM2531, 153.13 , N , PE_TREM2531.jpg ,Haven Mirror,"Pegasus TREM2531 Haven 25-Inch Mirror, Espresso Finish","Pegasus TREM2531 Haven 25"" Mirror",Espresso,Pegasus Haven 25-Inch Mirror in Espresso # TREM2531. Brilliant will be the first thing that comes to mind when you see the Haven Collection in your bathroom. Perfect compliment to the Haven vanity in Dark Espresso finish. This is an easily installed piece that comes with the installation hardware., 15.80 ,"Overall: 25"" x 31"" x 1""",Complements Haven Vanity Collection,,,,,,,,,,,,721015345619,N,UPS
Pegasus,PETREF1736D,215517,TREF1736D,PE-TREF1736D, 295.31 , N , PE_TREF1736D.jpg ,Haven Floor Cabinet,"Pegasus TREF1736D Haven Floor Cabinet, Espresso Finish",Pegasus TREF1736D Haven Floor Cabinet,Espresso,Pegasus Haven Floor Cabinet in Espresso # TREF1736D. Brilliant will be the first thing that comes to mind when you see the Haven Collection in your bathroom. The Haven Floor Cabinet offers the ideal storage space to keep you bathroom supplies hidden out of view., 41.80 ,"Overall: 17"" x 15"" x 35-1/2""",Transitional Design,One inset door with concealed Euro style hinges,Polished Chrome Knob,One adjustable shelf behind the door,Fully Assembled,Complements Haven Collection,,,,,,,721015345626,N,UPS
Pegasus,PETREA3622,219925,TREA3622,PE-TREA3622, 698.44 , N , PE_TREA3622.jpg ,"Haven 36"" Vanity","Pegasus TREA3622 Haven 36-Inch Vanity, Espresso Finish","Pegasus TREA3622 Haven 36"" Vanity",Espresso,Pegasus Haven 36-Inch Vanity in Espresso # TREA3622. Brilliant will be the first thing that comes to mind when you see the have vanity in your bathroom. This wonderfully designed 30 in. vanity has significant storage space behind the two doors. Classic espresso finish with chrome knobs., 79.20 ,"Overall: 36"" x 21-5/8"" x 34""",Transitional Design,Two inset doors with concealed Euro style hinges,Polished Chrome Knobs,Significant storage space,Fully Assembled,,,,,,,,721015345855,N,LTL
Pegasus,PETREA3022,219921,TREA3022,PE-TREA3022, 623.44 , N , PE_TREA3022.jpg ,"Haven 30"" Vanity","Pegasus TREA3022 Haven 30-Inch Vanity, Espresso Finish","Pegasus TREA3022 Haven 30"" Vanity",Espresso,Pegasus Haven 30-Inch Vanity in Espresso # TREA3022. Brilliant will be the first thing that comes to mind when you see the have vanity in your bathroom. This wonderfully designed 30 in. vanity has significant storage space behind the two doors. Classic espresso finish with chrome knobs., 45.00 ,"Overall: 30"" x 21-5/8"" x 34""",Transitional Design,Two inset doors with concealed Euro style hinges,Polished Chrome Knobs,Significant storage space,Fully Assembled,,,,,,,,721015345848,N,LTL
Pegasus,PETREA2422,215505,TREA2422,PE-TREA2422, 492.19 , N , PE_TREA2422.jpg ,"Haven 24"" Vanity","Pegasus TREA2422 Haven 24-Inch Vanity, Espresso Finish","Pegasus TREA2422 Haven 24"" Vanity",Espresso,Pegasus Haven 24-Inch Vanity in Espresso # TREA2422. Brilliant will be the first thing that comes to mind when you see the have vanity in your bathroom. This wonderfully designed 24 In. vanity has significant storage space behind the two doors. Classic Espresso finish with chrome knobs., 55.00 ,"Overall: 24"" x 22"" x 34""",Transitional Design,Two inset doors with concealed Euro style hinges,Polished Chrome Knobs,Significant storage space,Fully Assembled,,,,,,,,721015345602,N,LTL
Pegasus,PETL20PAHETE,468740,TL-20PA-HET-EW,PE-TL-20PA-HET-EW, 404.69 , N , PE_TL20PAHETEW.jpg ,Aden High Efficiency,"Pegasus TL-20PA-HET-EW Aden High Efficiency Elongated Two-Piece Toilet, White Finish",Pegasus TL-20PA-HET-EW Aden High Efficiency Elongated 2 Piece Toilet,White,"Pegasus Aden High Efficiency Elongated Two-Piece Toilet in White # TL-20PA-HET-EW. Create timeless style in your bathroom with the Aden all-in-one High Efficiency toilet. Features 2-Pc European design with EZ-Clean ledge, 17 inch, ADA approved, height and 1.28 gallons per flush. EPA certified.", 73.48 ,"Overall Height: 32-7/10""","Overall Length: 27-2/5""","Bowl Rim Height: 17""","Tank Width: 16-1/10""",European Design,"All In One Box: includes tank, elongated comfort height","bowl, toilet seat, wax ring, bolts & bolt covers",EPA WaterSense Certified,Grade A Vitreous China,EZ-Clean Ledge,Fully Concealed Trapway,"3"" Flapper",Includes slow-close encapsulating toilet seat,721015351108,N,LTL
Pegasus,PETL1950EWH,586397,TL-1950-EWH,PE-TL-1950-EWH, 318.82 , N , PE_TL1950EWH.jpg ,Structure,"Pegasus TL-1950-EWH Structure Elongated Two-Piece Toilet Combo, White Finish",Pegasus TL-1950-EWH Structure Elongated 2 Piece Toilet Combo,White,Pegasus Structure Elongated Two-Piece Toilet Combo in White # TL-1950-EWH. The Structure 2-pc Toilet puts a modern touch on traditional design. Its Art Deco appearance is updated with smoother lines and modern minimal appeal the perfect balance of a time-honored look and modern flair. The Structure Suite is available in 3 color finishes., 60.00 ,"Overall Height: 32""","Overall Length: 30-1/4""","Bowl Rim Height: 17""","Tank Width: 18-3/4""",Polished Chrome Flush Lever on Biscuit & Black Toilet,White Flush Lever on White Toilet,Powerful Siphon Jet Flush Action,Grade A Vitreous China,Modern Art Deco design,,,,,721015353034,N,UPS
Pegasus,PETL1950EBK,586405,TL-1950-EBK,PE-TL-1950-EBK, 322.35 , N , PE_TL1950EBK.jpg ,Structure,"Pegasus TL-1950-EBK Structure Elongated Two-Piece Toilet Combo, Black Finish",Pegasus TL-1950-EBK Structure Elongated 2 Piece Toilet Combo,Black,Pegasus Structure Elongated Two-Piece Toilet Combo in Black # TL-1950-EBK. The Structure 2-pc Toilet puts a modern touch on traditional design. Its Art Deco appearance is updated with smoother lines and modern minimal appeal the perfect balance of a time-honored look and modern flair. The Structure Suite is available in 3 color finishes., 60.00 ,"Overall Height: 32""","Overall Length: 30-1/4""","Bowl Rim Height: 17""","Tank Width: 18-3/4""",Polished Chrome Flush Lever on Biscuit & Black Toilet,White Flush Lever on White Toilet,Powerful Siphon Jet Flush Action,Grade A Vitreous China,Modern Art Deco design,,,,,721015353010,N,UPS
Pegasus,PETL1950EBI,586401,TL-1950-EBI,PE-TL-1950-EBI, 327.06 , N , PE_TL1950EBI.jpg ,Structure,"Pegasus TL-1950-EBI Structure Elongated Two-Piece Toilet Combo, Biscuit Finish",Pegasus TL-1950-EBI Structure Elongated 2 Piece Toilet Combo,Biscuit,Pegasus Structure Elongated Two-Piece Toilet Combo in Biscuit # TL-1950-EBI. The Structure 2-pc Toilet puts a modern touch on traditional design. Its Art Deco appearance is updated with smoother lines and modern minimal appeal the perfect balance of a time-honored look and modern flair. The Structure Suite is available in 3 color finishes., 60.00 ,"Overall Height: 32""","Overall Length: 30-1/4""","Bowl Rim Height: 17""","Tank Width: 18-3/4""",Polished Chrome Flush Lever on Biscuit & Black Toilet,White Flush Lever on White Toilet,Powerful Siphon Jet Flush Action,Grade A Vitreous China,Modern Art Deco design,,,,,721015353027,N,UPS
Pegasus,PETL1940EW,140309,TL-1940-EW,PE-TL-1940-EW, 506.25 , N , PE_TL1940EW.jpg ,1940 Series,"Pegasus TL-1940-EW Series 1940 Elongated One-Piece Toilet Combo, White Finish",Pegasus TL-1940-EW 1940 Elongated 1 Piece Toilet Combo,White,"Pegasus Series 1940 Elongated One-Piece Toilet Combo in White # TL-1940-EW. Reminiscent of the Art Deco Era, the Series 1940 One-piece Toilet combines classic beauty with modern sophistication. Its overall clean lines and period signature stair step design makes this toilet a classy choice.", 86.90 ,"Overall Height: 28-3/8""","Overall Length: 28-3/8""","Bowl Rim Height: 15-3/4""","Tank Width: 18-1/8""",Fully Glazed Trapway,Chrome Tank Lever,Ceramic Bolt Caps,"High Quality, Grade A Vitreous China",Powerful Siphon Jet Flush Action,Stylish Art Deco Design,,,,721015341055,N,LTL
Pegasus,PETL1940EBI,140305,TL-1940-EBI,PE-TL-1940-EBI, 509.38 , N , PE_TL1940EBI.jpg ,1940 Series,"Pegasus TL-1940-EBI Series 1940 Elongated One-Piece Toilet Combo, Biscuit Finish",Pegasus TL-1940-EBI 1940 Elongated 1 Piece Toilet Combo,Biscuit,"Pegasus Series 1940 Elongated One-Piece Toilet Combo in Biscuit # TL-1940-EBI. Reminiscent of the Art Deco Era, the Series 1940 One-piece Toilet combines classic beauty with modern sophistication. Its overall clean lines and period signature stair step design makes this toilet a classy choice.", 86.90 ,"Overall Height: 28-3/8""","Overall Length: 28-3/8""","Bowl Rim Height: 15-3/4""","Tank Width: 18-1/8""",Fully Glazed Trapway,Chrome Tank Lever,Ceramic Bolt Caps,"High Quality, Grade A Vitreous China",Powerful Siphon Jet Flush Action,Stylish Art Deco Design,,,,721015342632,N,LTL
Pegasus,PETL1930W,156981,TL-1930-W,PE-TL-1930-W, 351.57 , N , PE_TL1930W.jpg ,1930 Series,"Pegasus TL-1930-W Series 1930 Round Front Two-Piece Toilet Combo, White Finish",Pegasus TL-1930-W 1930 Round Front 2 Piece Toilet Combo,White,"Pegasus Series 1930 Round Front Two-Piece Toilet Combo in White # TL-1930-W. Reminiscent of the Art Deco Era, the Series 1930 round two-piece toilet brings form and sophistication to any bathroom. Its overall clean lines and period signature stair step design makes this toilet a classy choice.", 86.40 ,"Overall Height: 32-1/4""",Overall Length: 27-3/4”,"Bowl Rim Height: 15-3/4""","Tank Width: 19-5/16""",Fully Glazed Trapway,"High Quality, Grade A Vitreous China",Powerful Siphon Jet Flush Action,Stylish Art Deco Design,Less Seat: see pages  - ,,,,,721015352822,N,UPS
Pegasus,PETL1930EW,156973,TL-1930-EW,PE-TL-1930-EW, 362.50 , N , PE_TL1930EW.jpg ,1930 Series,"Pegasus TL-1930-EW Series 1930 Elongated Two-Piece Toilet Combo, White Finish",Pegasus TL-1930-EW 1930 Elongated 2 Piece Toilet Combo,White,"Pegasus Series 1930 Elongated Two-Piece Toilet Combo in White # TL-1930-EW. Reminiscent of the Art Deco Era, the Series 1930 elongated two-piece toilet brings form and sophistication to any bathroom. Its overall clean lines and period signature stair step design makes this toilet a classy choice.", 86.40 ,"Overall Height: 32-1/4""",Overall Length: 29-3/4”,"Bowl Rim Height: 15-3/4""",Tank Width: 19-5/16”,Fully Glazed Trapway,"High Quality, Grade A Vitreous China",Powerful Siphon Jet Flush Action,Stylish Art Deco Design,,,,,,721015352839,N,UPS
Pegasus,PETL1930EBI,156969,TL-1930-EBI,PE-TL-1930-EBI, 359.38 , N , PE_TL1930EBI.jpg ,1930 Series,"Pegasus TL-1930-EBI Series 1930 Elongated Two-Piece Toilet Combo, Biscuit Finish",Pegasus TL-1930-EBI 1930 Elongated 2 Piece Toilet Combo,Biscuit,"Pegasus Series 1930 Elongated Two-Piece Toilet Combo in Biscuit # TL-1930-EBI. Reminiscent of the Art Deco Era, the Series 1930 elongated two-piece toilet brings form and sophistication to any bathroom. Its overall clean lines and period signature stair step design makes this toilet a classy choice.", 86.40 ,"Overall Height: 32-1/4""",Overall Length: 29-3/4”,"Bowl Rim Height: 15-3/4""",Tank Width: 19-5/16”,Fully Glazed Trapway,"High Quality, Grade A Vitreous China",Powerful Siphon Jet Flush Action,Stylish Art Deco Design,,,,,,721015352853,N,UPS
Pegasus,PETL1930BI,156965,TL-1930-BI,PE-TL-1930-BI, 412.50 , N , PE_TL1930BI.jpg ,1930 Series,"Pegasus TL-1930-BI Series 1930 Round Front Two-Piece Toilet Combo, Biscuit Finish",Pegasus TL-1930-BI 1930 Round Front 2 Piece Toilet Combo,Biscuit,"Pegasus Series 1930 Round Front Two-Piece Toilet Combo in Biscuit # TL-1930-BI. Reminiscent of the Art Deco Era, the Series 1930 round two-piece toilet brings form and sophistication to any bathroom. Its overall clean lines and period signature stair step design makes this toilet a classy choice.", 86.40 ,"Overall Height: 32-1/4""",Overall Length: 27-3/4”,"Bowl Rim Height: 15-3/4""","Tank Width: 19-5/16""",Fully Glazed Trapway,"High Quality, Grade A Vitreous China",Powerful Siphon Jet Flush Action,Stylish Art Deco Design,Less Seat: see pages  - ,,,,,721015352846,N,UPS
Pegasus,PETL10PBHETE,468739,TL-10PB-HET-EW,PE-TL-10PB-HET-EW, 545.31 , N , PE_TL10PBHETEW.jpg ,Nitra High Efficiency,"Pegasus TL-10PB-HET-EW Nitra High Efficiency Elongated One-Piece Toilet, White Finish",Pegasus TL-10PB-HET-EW Nitra High Efficiency Elongated 1 Piece Toilet,White,"Pegasus Nitra High Efficiency Elongated One-Piece Toilet in White # TL-10PB-HET-EW. Add a modern look to your bathroom with Nitra All-in-One High Efficiency Toilet. Nitra All- in-One toilet features a 1-Pc. seamless European Design toilet, 1.28 gallons per flush, 17 in. ADA approved height and slow-close encapsulating toilet seat.", 109.56 ,Grade A Vitreous China,"Overall Height: 30-1/2""","Overall Length: 28-4/5""","Bowl Rim Height: 16-3/4""","Tank Width: 15""",Seamless European Design,"All In One Box: includes toilet seat, wax ring, bolts, bolt covers, and an elongated comfort height bowl",EPA WaterSense Certified,Fully Concealed Trapway,"3"" Flapper",Includes slow-close encapsulating toilet seat,,,721015351139,N,LTL
Pegasus,PETL10PAHETE,468738,TL-10PA-HET-EW,PE-TL-10PA-HET-EW, 514.06 , N , PE_TL10PAHETEW.jpg ,Matera High Efficiency,"Pegasus TL-10PA-HET-EW Matera High Efficiency Elongated One-Piece Toilet, White Finish",Pegasus TL-10PA-HET-EW Matera High Efficiency Elongated 1 Piece Toilet,White,"Pegasus Matera High Efficiency Elongated One-Piece Toilet in White # TL-10PA-HET-EW. Add a modern look to your bathroom with Matera All-in-One High Efficiency Toilet. Matera All-in-One toilet features a 1-Pc. seamless European Design toilet, 1.28 gallons per flush, 17 in. ADA approved height and slow-close encapsulating toilet seat.", 108.35 ,Grade A Vitreous China,"Overall Height: 30""","Overall Length: 28-1/2""","Bowl Rim Height: 16-6/7""","Tank Width: 15""",Seamless European Design,"All In One Box: includes toilet seat, wax ring, bolts, bolt covers, and an elongated comfort height bowl",EPA WaterSense Certified,Fully Concealed Trapway,"3"" Flapper",Includes slow-close encapsulating toilet seat,,,721015351122,N,LTL
Pegasus,PET1950WH,577925,T-1950-WH,PE-T-1950-WH, 156.25 , N , PE_T1950WH.jpg ,Structure,"Pegasus T-1950-WH Structure Toilet Tank, White Finish",Pegasus T-1950-WH Structure Toilet Tank,White,Pegasus Structure Toilet Tank in White # T-1950-WH. The Structure toilet puts a modern touch on traditional design. Its Art Deco appearance is updated with smoother lines and modern minimal appeal the perfect balance of a time-honored look and modern flair. , 38.10 ,"Overall Height: 32""","Overall Length: 30-1/4""","Bowl Rim Height: 17""","Tank Width: 18-3/4""",Polished Chrome Flush Lever on Biscuit & Black Toilet,White Flush Lever on White Toilet,Powerful Siphon Jet Flush Action,Grade A Vitreous China,Modern Art Deco design,,,,,721015341819,N,UPS
Pegasus,PET1950BK,578121,T-1950-BK,PE-T-1950-BK, 178.13 , N , PE_T1950BK.jpg ,Structure,"Pegasus T-1950-BK Structure Toilet Tank, Black Finish",Pegasus T-1950-BK Structure Toilet Tank,Black,Pegasus Structure Toilet Tank in Black # T-1950-BK. The Structure toilet puts a modern touch on traditional design. Its Art Deco appearance is updated with smoother lines and modern minimal appeal the perfect balance of a time-honored look and modern flair. , 35.00 ,"Overall Height: 32""","Overall Length: 30-1/4""","Bowl Rim Height: 17""","Tank Width: 18-3/4""",Polished Chrome Flush Lever on Biscuit & Black Toilet,White Flush Lever on White Toilet,Powerful Siphon Jet Flush Action,Grade A Vitreous China,Modern Art Deco design,,,,,721015342335,N,UPS
Pegasus,PET1950BI,578041,T-1950-BI,PE-T-1950-BI, 157.81 , N , PE_T1950BI.jpg ,Structure,"Pegasus T-1950-BI Structure Toilet Tank, Biscuit Finish",Pegasus T-1950-BI Structure Toilet Tank,Biscuit,Pegasus Structure Toilet Tank in Brushed Nickel # T-1950-BI. The Structure toilet puts a modern touch on traditional design. Its Art Deco appearance is updated with smoother lines and modern minimal appeal the perfect balance of a time-honored look and modern flair. , 38.90 ,"Overall Height: 32""","Overall Length: 30-1/4""","Bowl Rim Height: 17""","Tank Width: 18-3/4""",Polished Chrome Flush Lever on Biscuit & Black Toilet,White Flush Lever on White Toilet,Powerful Siphon Jet Flush Action,Grade A Vitreous China,Modern Art Deco design,,,,,721015342298,N,UPS
Pegasus,PET1930W,140977,T-1930-W,PE-T-1930-W, 153.13 , N , PE_T1930W.jpg ,1930 Series,"Pegasus T-1930-W Series 1930 Toilet Tank, White Finish",Pegasus T-1930-W 1930 Toilet Tank,White,"Pegasus Series 1930 Toilet Tank in White # T-1930-W. Reminiscent of the Art Deco Era, the Series 1930 round toilet brings form and sophistication to any bathroom. Its overall clean lines and period signature stair step design makes this toilet a classy choice.", 35.20 ,,,,,,,,,,,,,,721015339205,N,UPS
Pegasus,PET1930BI,140821,T-1930-BI,PE-T-1930-BI, 200.00 , N , PE_T1930BI.jpg ,1930 Series,"Pegasus T-1930-BI Series 1930 Toilet Tank, Biscuit Finish",Pegasus T-1930-BI 1930 Toilet Tank,Biscuit,"Pegasus Series 1930 Toilet Tank in Biscuit # T-1930-BI. Reminiscent of the Art Deco Era, the Series 1930 round toilet brings form and sophistication to any bathroom. Its overall clean lines and period signature stair step design makes this toilet a classy choice.", 41.90 ,,,,,,,,,,,,,,721015342601,N,UPS
Pegasus,PES11E7800CP,459649,S11E7800CP,PE-S11E7800CP, 193.75 , N , PE_S11E7800CP.jpg ,,"Pegasus S11E7800CP 8-Inch Power Shower Shower Head, Chrome Finish","Pegasus S11E7800CP 8"" Power Shower Shower Head",Chrome,"Pegasus 8-Inch Power Shower Shower Head in Chrome # S11E7800CP. This rain shower-styled showerhead features easily cleaned silicone jets. Furthermore, the entire face is detachable (with included wrench) for an even easier cleaning experience. Made from solid brass.", 5.40 ,"8"" Face Diameter",5 Spray Settings,Easy clean metal and silicone jets,Solid Brass,,,,,,,,,,019934017305,N,UPS
Pegasus,PES1117A00PB,459633,S1117A00PBV,PE-S1117A00PBV, 179.69 , Y , PE_S1117A00PBV.jpg ,,"Pegasus S1117A00PBV 10-Inch Sunflower Shower Head, Polished Brass Finish","Pegasus S1117A00PBV 10"" Sunflower Shower Head",Polished Brass,"Pegasus 10-Inch Sunflower Shower Head in Polished Brass # S1117A00PBV. This rain shower-styled showerhead features easily cleaned silicone jets. Furthermore, the entire face is detachable (with included wrench) for an even easier cleaning experience. Made from solid brass.", 1.63 ,"10"" Face Diameter",Easy clean metal and silicone jets,Solid Brass,,,,,,,,,,,019934031967,N,UPS
Pegasus,PES1117A00CP,459625,S1117A00CP,PE-S1117A00CP, 221.88 , Y , PE_S1117A00CP.jpg ,,"Pegasus S1117A00CP 10-Inch Sunflower Shower Head, Chrome Finish","Pegasus S1117A00CP 10"" Sunflower Shower Head",Chrome,"Pegasus 10-Inch Sunflower Shower Head in Chrome # S1117A00CP. This rain shower-styled showerhead features easily cleaned silicone jets. Furthermore, the entire face is detachable (with included wrench) for an even easier cleaning experience. Made from solid brass.", 4.35 ,"10"" Face Diameter",Easy clean metal and silicone jets,Solid Brass,,,,,,,,,,,019934031950,N,UPS
Pegasus,PES1117A00BN,541309,S1117A00BNV,PE-S1117A00BNV, 153.00 , Y , PE_S1117A00BNV.jpg ,,"Pegasus S1117A00BNV 10-Inch Sunflower Shower Head, Brushed Nickel Finish","Pegasus S1117A00BNV 10"" Sunflower Shower Head",Brushed Nickel,"Pegasus 10-Inch Sunflower Shower Head in Brushed Nickel # S1117A00BNV. This rain shower-styled showerhead features easily cleaned silicone jets. Furthermore, the entire face is detachable (with included wrench) for an even easier cleaning experience. Made from solid brass.", 4.25 ,"10"" Face Diameter",Easy clean metal and silicone jets,Solid Brass,,,,,,,,,,,019934015295,N,UPS
Pegasus,PES1117802PB,459613,S1117802PBV,PE-S1117802PBV, 150.00 , N , PE_S1117802PBV.jpg ,,"Pegasus S1117802PBV 8-Inch Sunflower Shower Head, Polished Brass Finish","Pegasus S1117802PBV 8"" Sunflower Shower Head",Polished Brass,"Pegasus 8-Inch Sunflower Shower Head in Polished Brass # S1117802PBV. This rain shower-styled showerhead features easily cleaned silicone jets. Furthermore, the entire face is detachable (with included wrench) for an even easier cleaning experience. Made from solid brass.", 2.90 ,"8"" Face Diameter",Easy clean metal and silicone jets,Solid Brass,,,,,,,,,,,019934031936,N,UPS
Pegasus,PES1117802CP,459609,S1117802CP,PE-S1117802CP, 142.19 , N , PE_S1117802CP.jpg ,,"Pegasus S1117802CP 8-Inch Sunflower Shower Head, Chrome Finish","Pegasus S1117802CP 8"" Sunflower Shower Head",Chrome,"Pegasus 8-Inch Sunflower Shower Head in Chrome # S1117802CP. This rain shower-styled showerhead features easily cleaned silicone jets. Furthermore, the entire face is detachable (with included wrench) for an even easier cleaning experience. Made from solid brass.", 1.63 ,"8"" Face Diameter",Easy clean metal and silicone jets,Solid Brass,,,,,,,,,,,019934031929,N,UPS
Pegasus,PES1117802BN,459617,S1117802BNV,PE-S1117802BNV, 221.88 , Y , PE_S1117802BNV.jpg ,,"Pegasus S1117802BNV 8-Inch Sunflower Shower Head, Brushed Nickel Finish","Pegasus S1117802BNV 8"" Sunflower Shower Head",Brushed Nickel,"Pegasus 8-Inch Sunflower Shower Head in Brushed Nickel # S1117802BNV. This rain shower-styled showerhead features easily cleaned silicone jets. Furthermore, the entire face is detachable (with included wrench) for an even easier cleaning experience. Made from solid brass.", 2.90 ,"8"" Face Diameter",Easy clean metal and silicone jets,Solid Brass,,,,,,,,,,,019934031943,N,UPS
Pegasus,PES1115402BN,497369,S1115402BNV,PE-S1115402BNV, 182.81 , N , PE_S1115402BNV.jpg ,,"Pegasus S1115402BNV 4-Inch Dual Sunflower Shower Head with Arm and Flange, Brushed Nickel Finish","Pegasus S1115402BNV 4"" Dual Sunflower Shower Head with Arm & Flange",Brushed Nickel,Pegasus 4-Inch Dual Sunflower Shower Head with Arm and Flange in Brushed Nickel # S1115402BNV. This showerhead features two 4-Inch sunflower showerheads. Solid brass construction. Includes two pieces of extension arms., 19.47 ,"4"" Face Diameter","16-1/4"" Arm Reach",Easy clean silicone jets,Includes two pieces of,extension arms,Solid Brass,,,,,,,,019934024556,N,UPS
Pegasus,PES1110C00PB,484857,S1110C00PBV,PE-S1110C00PBV, 348.44 , Y , PE_S1110C00PBV.jpg ,,"Pegasus S1110C00PBV 12-Inch Can Style Shower Head, Polished Brass Finish","Pegasus S1110C00PBV 12"" Can Style Shower Head",Polished Brass,Pegasus 12-Inch Can Style Shower Head in Polished Brass # S1110C00PBV. This 12-Inch diameter can style showerhead features a rain shower design that saves water. Also features solid brass construction., 5.55 ,"12"" Face Diameter",Easy clean silicone jets,Solid Brass,,,,,,,,,,,019934023733,N,UPS
Pegasus,PES1110C00CP,484853,S1110C00CP,PE-S1110C00CP, 265.63 , N , PE_S1110C00CP.jpg ,,"Pegasus S1110C00CP 12-Inch Can Style Shower Head, Chrome Finish","Pegasus S1110C00CP 12"" Can Style Shower Head",Chrome,Pegasus 12-Inch Can Style Shower Head in Chrome # S1110C00CP. This 12-Inch diameter can style showerhead features a rain shower design that saves water. Also features solid brass construction., 8.36 ,"12"" Face Diameter",Easy clean silicone jets,Solid Brass,,,,,,,,,,,019934023726,N,UPS
Pegasus,PES1110C00BN,484849,S1110C00BNV,PE-S1110C00BNV, 390.63 , N , PE_S1110C00BNV.jpg ,,"Pegasus S1110C00BNV 12-Inch Can Style Shower Head, Brushed Nickel Finish","Pegasus S1110C00BNV 12"" Can Style Shower Head",Brushed Nickel,Pegasus 12-Inch Can Style Shower Head in Brushed Nickel # S1110C00BNV. This 12-Inch diameter can style showerhead features a rain shower design that saves water. Also features solid brass construction., 8.36 ,"12"" Face Diameter",Easy clean silicone jets,Solid Brass,,,,,,,,,,,019934023719,N,UPS
Pegasus,PES1110A02PB,484845,S1110A02PBV,PE-S1110A02PBV, 218.75 , Y , PE_S1110A02PBV.jpg ,,"Pegasus S1110A02PBV 10-Inch Can Style Shower Head, Polished Brass Finish","Pegasus S1110A02PBV 10"" Can Style Shower Head",Polished Brass,Pegasus 10-Inch Can Style Shower Head in Polished Brass # S1110A02PBV. This 10-Inch diameter can style showerhead features a rain shower design that saves water. Also features solid brass construction., 4.20 ,"10"" Face Diameter",Easy clean silicone jets,Solid Brass,,,,,,,,,,,019934023702,N,UPS
