Subclass description,ListPrice,ItemNumber,ProductNumber,Product Name,UpcNumber,Image Name,Weight,Description
Toilets,324,466751,2889216020,American Standard 2889216020 H2Option Siphonic Dual Flush Round Front Toilet- White,033056753415,AS_2887_216_020.jpg,82,Round front dual flush toilet combination<br />
Toilets,406,466752,2889216021,American Standard 2889216021 H2Option Siphonic Dual Flush Round Front Toilet- Bone,033056753422,AS_2887_216_020.jpg,72,Round front dual flush toilet combination<br />
Toilets,100,465154,3190016222,American Standard 3190016222 Colony FitRight Round Front Toilet Bowl- Linen,033056698013,AS_2436_012_020.jpg,55,Round bowl is ideal for small bathrooms<br />Siphon action jetted bowl provides a better flush<br />Fully glazed 2 in. trapway<br />Color-matched plastic trip lever
Toilets,80,465148,3190016020,American Standard 3190016020 Colony FitRight Round Front Toilet Bowl- White,033056697993,AS_2436_012_020.jpg,55,Round bowl is ideal for small bathrooms<br />Siphon action jetted bowl provides a better flush<br />Fully glazed 2 in. trapway<br />Color-matched plastic trip lever
Toilets,100,465151,3190016021,American Standard 3190016021 Colony FitRight Round Front Toilet Bowl- Bone,033056698006,AS_2436_012_020.jpg,55,Round bowl is ideal for small bathrooms<br />Siphon action jetted bowl provides a better flush<br />Fully glazed 2 in. trapway<br />Color-matched plastic trip lever
Toilets,394,466344,2756016020,American Standard 2756016020 Cadet 3 Right Height Round Front Toilet- 10 Inches Rough-In- White,033056753569,AS_2384_012.jpg,88,2-piece design features a separate tank and bowl<br />Round front bowl fits better in smaller bathrooms<br />EverClean surface inhibits the growth of stain and odor-causing bacteria<br />
Toilets,394,466451,2849128020,American Standard 2849128020 Cadet 3 FloWise Right Height Round Front Toilet- 10 Inches Rough-In- White,033056753972,AS_2758_128_020.jpg,88,Ada round front 10 in. Rough toilet combination<br />
Toilets,520,576,5023100020,American Standard 5023100020 Cadet Bidet Deck Mounted Fitting - White,033056191231,AS_5023_100.jpg,46,Through-the-floor bidet<br />For deck-mount fitting only<br />Flushing rim and vertical cleansing spray<br />Integral overflow<br />For through-the-floor outlet<br />Design matched to Cadet toilets<br />2 bolt caps
Toilets,650,77104,5023100222,American Standard 5023100222 Cadet Integral Overflow Deck Mounted Bidet- Linen,033056249567,AS_5023_100.jpg,46,Through-the-floor bidet<br />For deck-mount fitting only<br />Flushing rim and vertical cleansing spray<br />Integral overflow<br />Design matched to Cadet toilets<br />2 bolt caps<br />
Toilets,208,629229,3153016020,American Standard 3153016020 Oakmont Champion Elongated Toilet Bowl Less Seat in White,033056643587,AS_2625_014.jpg,73,Elongated toilet bowl only<br />EverClean surface inhibits the growth of stain and odor-causing bacteria
Toilets,176,629261,3167016020,American Standard 3167016020 Oakmont Champion Round Front Seatless Toilet Bowl in White,033056643556,AS_2627_014_silo.jpg,72.55,Round front toilet bowl only<br />Everclean surface inhibits the growth of stain and odor-causing bacteria
Toilets,220,629265,3167016021,American Standard 3167016021 Oakmont Champion Round Front Toilet Bowl Less Seat in Bone,033056643563,AS_2627_014_silo.jpg,73.15,Round front toilet bowl only<br />Everclean surface inhibits the growth of stain and odor-causing bacteria
Toilets,260,629253,3153016021,American Standard 3153016021 Oakmont Champion Elongated Seatless Toilet Bowl in Bone,033056643594,AS_2625_014.jpg,73.65,Elongated toilet bowl only<br />Everclean surface inhibits the growth of stain and odor-causing bacteria
Toilets,344,635317,3101016021,American Standard 3101016021 Oakmont Champion Right Height Elongated Seatless Toilet Bowl in Bone,033056659175,AS_2738_014.jpg,70,Ada elongated toilet bowl only<br />Everclean surface inhibits the growth of stain and odor-causing bacteria
Toilets,344,635345,3177016021,American Standard 3177016021 Townsend Champion Right Height Elongated Seatless Toilet Bowl in Bone,033056659113,AS_2733_014.jpg,70,Ada elongated toilet bowl only<br />Everclean surface inhibits the growth of stain and odor-causing bacteria
Toilets,413,635353,3177016178,American Standard 3177016178 Townsend Champion Right Height Elongated Seatless Toilet Bowl in Black,033056659137,AS_2733_014.jpg,78.7,Ada elongated toilet bowl only<br />Everclean surface inhibits the growth of stain and odor-causing bacteria
Toilets,119,463382,0427888ECW,American Standard 0427888ECW Cadet Round EverClean Countertop Sink- 8 Inches Center Faucet Holes,033056732687,AS_0427_444.jpg,22,EverClean surface inhibits the growth of stain and odor-causing bacteria<br />
Toilets,149,463386,0427888ECL,American Standard 0427888ECL Cadet Round EverClean Countertop Sink- 8 Inches Center Faucet Holes,033056733950,AS_0427_444.jpg,22,EverClean surface inhibits the growth of stain and odor-causing bacteria<br />
Toilets,345,353121,4098800020,American Standard 4098800020 Cadet Pressure Assist Toilet Tank With Right Hand Tank Lever- White,033056476529,AS_4098_800.jpg,43.9,Toilet tank only<br />Pressure assisted siphon jet flush action<br />Close-coupled flushometer tank<br />Speed Connect tank and bowl coupling system<br />Designed for use with Cadet Right Height PA EL bowl 3109.016<br />Bowl sold separately<br />Right Hand Trip Lever
Toilets,149,463394,0419888ECB,American Standard 0419888ECB Cadet Oval EverClean Countertop Sink- 8 Inches Center Faucet Holes,033056733738,AS_0419_444.jpg,22,EverClean surface inhibits the growth of stain and odor-causing bacteria<br />
Toilets,245,254889,4266504020,American Standard 4266504020 Champion 4 Tank Complete With Aquaguard Liner- White,033056693285,AS_4266_504.jpg,38.2,EverClean surface inhibits the growth of stain and odor-causing bacteria<br />
Toilets,195,254909,4266804020,American Standard 4266804020 Champion 4 Tank Complete With Coupling Components- White,033056693407,AS_4266_804.jpg,44,EverClean surface inhibits the growth of stain and odor-causing bacteria<br />
Toilets,201,466084,6205010020,American Standard 6205010020 Glenbrook 1.0 GPF Siphon Jet Urinal- 3/4 Inches Top Spud- Includes Wall Hangers,033056750476,AS_6205_010_020.jpg,32.5,1.0 gpf urinal only<br />Elongated 14 in. Rim from finished wall<br />Siphon jet action flush<br />Includes two wall hangers<br />Includes two wall hangers
Toilets,327,466088,6210010020,American Standard 6210010020 Statebrook 1.0 GPF Washout Action Urinal- 3/4 Inches Top Spud- Includes Wall Hangers,033056750315,AS_6210_010_020.jpg,50.2,1.0 gpf urinal only<br />Elongated 14 in. Rim from finished wall<br />Washout flush action<br />3/4 in. Inlet top spud<br />Includes two wall hangers
Toilets,216,465356,4338016020,American Standard 4338016020 Titan Pro Triangle Toilet Tank- White,033056730218,AS_2842_016.020.jpg,55,White color<br />Durable
Toilets,180,465354,4337016020,American Standard 4337016020 Titan Pro Tank- 12 Inches Rough-In- White,033056730157,AS_2841_016_020.jpg,37,Toilet tank only<br />Features proone flushing system with 3 in. Flush valve<br />Top rated performance<br />Low-consumption tank<br />Side-mounted color-matched trip lever
Toilets,67,464005,738608SNLN,American Standard 738608SNLN American Standard 738608-295.0220A Standard Collection Trip Lever - Satin and Linen Finish- White,12611371523,AS_738608.jpg,1,
Toilets,121,74717,4021016222,American Standard 4021016222 Cadet 3 Tank- 12 Inch Rough-In- Linen,033056671283,AS_4021_016_Cadet3_tank.jpg,27,
Toilets,566,255929,2625014021,American Standard 2625014021 Oakmont Champion 4 Elongated Toilet- Bone,033056693797,AS_2625_014.jpg,121,
Toilets,309,272253,2431010020,American Standard 2431010020 Compact Cadet 3 Elongated Toilet- White,033056696262,AS_2431_010_Compact_Cadet3_2pc.jpg,90,
Toilets,439,446257,2480216020,American Standard 2480216020 Flowise Dual Flush Right Height Elongated Toilet,033056713433,AS_2480_216.jpg,112,
Toilets,227,465320,4035516020,American Standard 4035516020 FloWise Dual Flush 12 Inches Toilet Tank With Aquaguard Liner,033056707746,AS_2480_216_Dual_Flush.jpg,28.7,
Toilets,156,465727,2436012020,American Standard 2436012020 Colony FitRight Round Front Combination Toilet Tank and Bowl- Seat Not Included- White,033056706770,AS_2436_012_020.jpg,80,
Toilets,226,465732,2437012020,American Standard 2437012020 Colony FitRight Right Height Elongated Combination Toilet Tank and Bowl- Seat Not Included- White,033056706404,AS_2437_012_020_Gray.jpg,80,
Toilets,283,465735,2437012222,American Standard 2437012222 Colony FitRight Right Height Elongated Combination Toilet Tank and Bowl- Seat Not Included- Linen,033056706428,AS_2437_012_020_Gray.jpg,80,
Toilets,248,465738,2485010020,American Standard 2485010020 Colony FitRight 10 Inches Elongated Combination Toilet Tank and Bowl- Seat Not Included- White,033056706831,AS_2435_012_020_beauty.jpg,86,
Toilets,874,466280,2907016021,American Standard 2907016021 Antiquity Cadet 3 Right Height One-Piece Toilet with Seat- Bone,033056734575,AS_2907_016_020.jpg,125,
Toilets,287,466781,2487010020,American Standard 2487010020 Colony FitRight 10 Inches Right Height Elongated Combination Toilet Tank and Bowl- Less Seat- White,033056706800,AS_2487_010_020.jpg,80,
Toilets,216,489191,4019128021,American Standard 4019128021 Cadet 3 FloWise 10 Inches Rough-In Tank- Bone,033056751503,AS_2758_128_020.jpg,28.2,
Toilets,453,512955,2988101020,American Standard 2988101020 Concealed Trapway Cadet 3 Right Height Round Front Toilet- 1.28gpf FloWise- White,033056830246,AS_2985_001_BS.jpg,105,
Toilets,895,521740,2891128WH,American Standard 2891128WH Boulevard FloWise RH EL One Piece Toilet- Concealed Trapway- Includes Seat,033056767894,AS_2891_128_002.jpg,117,
Toilets,895,521741,2847128WH,American Standard 2847128WH Town Square FloWise RH EL One Piece Toilet- Concealed Trap- Matching Trip Lever and Seat- White,033056820704,AS_2847_128_002.jpg,123,
Toilets,62,790797,5280016178,American Standard 5280016178 Champion Elongated Molded-Wood Seat- Black,033056661888,AS_5280_016.jpg,6.55,
Toilets,425,445897,2835128021,American Standard 2835128021 Cadet 3 FloWise Right Height Elongated Toilet- High Efficiency- Certified in EPA WaterSense Program,033056718438,AS_2835_128_020.jpg,200,
Toilets,650,580,5023100021,American Standard 5023100021 Cadet Integral Overflow Deck Mounted Bidet- Bone,033056191248,AS_5023_100.jpg,46,
Toilets,233,75013,2384012WH,American Standard 2384012WH Cadet 3 Round Front Toilet- White,033056674710,AS_2384_012.jpg,77,
Toilets,612,256297,2367014222,American Standard 2367014222 Doral Champion 4 Elongated Right Height Toilet- Linen,033056694008,AS_2367_014_silo.jpg,89,
Toilets,736,256377,2058014178,American Standard 2058014178 Doral Classic Champion 4 Right Height Elongated Combination Toilet- Black,033056694268,AS_2058_014_silo.jpg,0,
Toilets,596,256417,2076014178,American Standard 2076014178 Doral Classic Champion 4 Round Front Toilet- Black,033056694367,AS_2076_014.jpg,0,
Toilets,150,399993,4021500020,American Standard 4021500020 Cadet 3 Tank Complete With Aquaguard Liner- White,033056673546,AS_4021_016_Cadet3_tank.jpg,32,
Toilets,340,417441,2835128020,American Standard 2835128020 Cadet 3 FloWise Right Height Elongated Toilet- High Efficiency- Certified in EPA WaterSense Program,033056718223,AS_2835_128_020.jpg,200,
Toilets,2310,438781,6060VC222,American Standard 6060VC222 Evolution Corner Whirlpool with Everclean System I- Linen,033056682777,AS_6060V.jpg,105,
Toilets,511,445901,2835128222,American Standard 2835128222 Cadet 3 FloWise Right Height Elongated Toilet- High Efficiency- Certified in EPA WaterSense Program,033056718469,AS_2835_128_020.jpg,200,
Toilets,293,446029,3797016222,American Standard 3797016222 Town Square RH EL Bowl w/ Seat - Linen,033056550830,AS_2797_016_Enviro.jpg,58,
Toilets,211,446037,3787016021,American Standard 3787016021 Town Square Right Height (16-1/2 In.) Round Front Toilet Bowl with Seat in Bone,033056550786,AS_2787_016_Enviro.jpg,58,
Toilets,511,446129,2835128178,American Standard 2835128178 Cadet 3 FloWise Right Height Elongated Toilet- High Efficiency- Certified in EPA WaterSense Program,033056718452,AS_2835_128_020.jpg,200,
Toilets,131,446401,5265012178,American Standard 5265012178 Traditional Champion 4 Round Front Slow Close Toilet Seat- Molded Wood Seat with Cover,033056717745,AS_5265.jpg,6.9,
Toilets,115,465147,3189016020,American Standard 3189016020 Colony FitRight Elongated Toilet Bowl- White,033056697962,AS_2435_012_020_beauty.jpg,70,
Toilets,188,465318,4021500021,American Standard 4021500021 Cadet 3 Tank Complete With Aquaguard Liner- Bone,033056673553,AS_4021_016_Cadet3_tank.jpg,32,
Toilets,156,465351,4202016020,American Standard 4202016020 Studio Cadet 3 Tank- 12 Inches Rough-In- White,033056729670,AS_2589_016_020.jpg,55,
Toilets,306,465352,4266504021,American Standard 4266504021 Champion 4 Tank Complete With Aquaguard Liner- Bone,033056693292,AS_4266_504.jpg,37,
Toilets,239,465719,2435012222,American Standard 2435012222 Colony FitRight Elongated Combination Toilet Tank and Bowl- Seat Not Included- Linen,033056706732,AS_2435_012_020_beauty.jpg,80,
Toilets,310,465747,2485010222,American Standard 2485010222 Colony FitRight 10 Inches Elongated Combination Toilet Tank and Bowl- Seat Not Included- Linen,033056706855,AS_2435_012_020_beauty.jpg,86,
Toilets,225,466073,4337016021,American Standard 4337016021 Titan Pro Tank- 12 Inches Rough-In- Bone,033056735046,AS_2841_016_020.jpg,38.1,
Toilets,270,466075,4338016021,American Standard 4338016021 Titan Pro Triangle Toilet Tank- Bone,033056735206,AS_2842_016.020.jpg,40,
Toilets,572,466182,2467016020,American Standard 2467016020 Cadet Right Height Pressure-Assisted Elongated Toilet- White,033056752708,AS_2467_016_020.jpg,99,
Toilets,248,466196,3705216021,American Standard 3705216021 H2Option Siphonic Dual Flush Right Height Elongated Bowl- Bone,033056752913,AS_2887_216_020.jpg,48,
Toilets,148,466198,3706216020,American Standard 3706216020 H2Option Siphonic Dual Flush Elongated Bowl- White,033056751879,AS_2887_216_020.jpg,46.6,
Toilets,123,466203,3708216021,American Standard 3708216021 H2Option Siphonic Dual Flush Round Front Bowl- Bone,033056752951,AS_2887_216_020.jpg,44.4,
Toilets,406,466446,2845016021,American Standard 2845016021 Titan Pro Round Front Toilet- Bone,033056735145,AS_2841_016_020.jpg,90,
Toilets,377,466744,2579016020,American Standard 2579016020 Studio Cadet 3 Right Height Round Front Toilet- White,033056729922,AS_2589_016_020.jpg,88,
Toilets,349,466747,2588016020,American Standard 2588016020 Studio Cadet 3 Elongated Toilet- White,033056729823,AS_2589_016_020.jpg,88,
Toilets,399,466748,2589016020,American Standard 2589016020 Studio Cadet 3 Right Height Elongated Toilet- White,033056727928,AS_2589_016_020.jpg,96,
Toilets,493,489239,2756016021,American Standard 2756016021 Cadet 3 Right Height Round Front Toilet- 10 Inches Rough-In- Bone,033056753576,AS_2384_012.jpg,0.01,
Toilets,210,495100,3483001020,American Standard 3483001020 Cadet Right Height Elongated Pressure-Assisted Bowl- EverClean- White,033056831472,AS_2467_016_020_Gray.jpg,59.2,
Toilets,210,495106,3043001020,American Standard 3043001020 Madera FloWise 16-1/2 Inches High Elongated Flush Valve Toilet- Top Spud- White,033056830956,AS_3043_001_020.jpg,57,
Toilets,172,495107,2234001020,American Standard 2234001020 Madera FloWise 15 Inches High Elongated Flush Valve Toilet- White,033056830918,AS_2234_001_020.jpg,29.5,
Toilets,199,495171,3351001020,American Standard 3351001020 Afwall FloWise Elongated Flush Valve Toilet with EverClean Surface- Top Spud- White,033056831007,AS_3351_128_020.jpg,52,
Toilets,173,495188,2257001020,American Standard 2257001020 Afwall FloWise Elongated Flush Valve Toilet- White,033056831274,AS_2257_103_020_Gray.jpg,52,
Toilets,478,512958,2989101020,American Standard 2989101020 Concealed Trapway Cadet 3 Right height Elongated Toilet- 1.28gpf Flowise- White,033056829806,AS_2985_001_BS.jpg,113,
Toilets,895,521739,2786128WH,American Standard 2786128WH Tropic FloWise RH EL One Piece Toilet- Concealed Trapway- Matching Tropic Trip Lever- Includes Seat,033056767849,AS_2786_128_002.jpg,116,
Toilets,195,489203,4202016021,American Standard 4202016021 Studio Cadet 3 Tank- 12 Inches Rough-In- Bone,033056729687,AS_2589_016_020.jpg,30.7,
 Toilets,195,489205,4202016222,American Standard 4202016222 Studio Cadet 3 Tank- 12 Inches Rough-In- Linen,033056729717,AS_2589_016_020.jpg,34.2,
Toilets,260,629257,3153016222,American Standard 3153016222 Oakmont Champion Elongated Seatless Toilet Bowl- Linen,033056643600,AS_2625_014.jpg,79.55,
