SKU;UPC;ProductName;Description;Price;Category;Attribute;MetaTitle;MetaDescription;MetaKeywords;Qty;Stock;Managestock;BaseImage;Weight;is_processed;ShortDescr
"WP-99";"";"Allied Brass WP-99 Waverly Place Shower Curtain Rod Brackets WP-99";"";"62.5000";"";"";"";"";"";"9999";"In Stock";"No";"WP-99-M-L.jpg";"0.00";"1";"<p><strong>When your taste in décor is for the best in quality and the highest compliment in style these Allied Brass Waverly Place Shower Curtain Rod Brackets (Model WP-99) are the perfect choice.</strong> Whether you’re creating a brand new bathroom or remodeling an existing one, the choices in finishes available are numerous and gorgeous giving you ample opportunity to craft for your self the perfect bathroom. The shower curtain rod is not included, but is available as well as many other fantastic accessories to match whatever your final decision will be. Whatever your décor choice becomes during your search for the perfect bathroom accessories, these shower curtain rod brackets will fit in quite nicely. From classic lines to modern flair, you’re sure to complete that dream bathroom with ease and enjoyment bordering on fun. <strong>Let your impeccable decorating talents shine through with the ultimate in detail that still provides durable function in the equation.</strong></p>"
"MA-2/22";"";"Allied Brass MA-2/22 Mambo Collection 22 Inches Double Glass Shelf";"<ul>
<li>Glass thickness - 3/8 inches </li>
<li>Length - available in 22 inches </li>
</ul>
";"76.0000";"";"";"";"";"";"9999";"In Stock";"No";"MA-2-M-L.jpg";"0.00";"1";"<p><strong>What a great combination of use and design integrated into a bathroom accessory with this Allied Brass Mambo Collection 22 Inches Double Glass Shelf (Model MA-2/22).</strong> Crafted from 3/8” thick tempered glass and measuring 22” it’s perfect for holding all you personal bathroom needs while adding a touch of class to the equation. Whatever your tastes may be in bathroom décor, you will find the right fit as there are several finishes to choose from. Also available in 16” shelf size giving yet more options for decorating as well as providing for all your storage needs. If your preference is to use this double glass shelf for displaying personal treasures, it’s a tasteful choice for showcasing from every angle. Class, function and quality craftsmanship all displayed right here in this gorgeous 22” double glass shelf. <strong>So go ahead, get creative and change the look of your everyday into a whole other realm.</strong></p>"
"MA-1TB/22";"";"Allied Brass MA-1TB/22 Mambo Collection 22 Inches Shelf with Towel Bar";"<ul>
<li>Glass thickness - 3/8 inches </li>
<li>Length - available in 16 inches </li>
</ul>
";"71.5000";"";"";"";"";"";"9999";"In Stock";"No";"MA-1TB-M-L.jpg";"0.00";"1";"<p><strong>Change the feel and look of your everyday bathroom accessories with this gorgeous Allied Brass Mambo Collection 22 Inches Shelf with Towel Bar (Model MA-1TB/22).</strong> With this shelf and towel bar created to your advantage your everyday needs don’t have to look like everyday items. Designed to take away from the cluttered look and draw attention to its tasteful styling and function. Not only is it perfect for  storage, its use for hanging your towels is a space saving idea that will give you years of function and style that just makes your everyday a little easier. Measuring 22 inches and made with 3/8 inch thick tempered glass, the materials used to craft this great combination are the best available. <strong>Enjoy the big impact that one simple change can create with this 22 inch glass shelf and towel bar.</strong></p>"
"MA-5/22";"";"Allied Brass MA-5/22 Mambo Triple Glass Shelf 22 Inches";"<ul>
<li>Glass thickness - 3/8 inches </li>
<li>Length - available in 16 inches </li>
</ul>";"87.0000";"";"";"";"";"";"9999";"In Stock";"No";"MA-5-M-L.jpg";"0.00";"1";"<p><strong>When anyone feasts their eyes on this gorgeous Allied Brass Mambo Triple Glass Shelf 22 Inches (Model MA-5/22) there will be a lasting impression of style and class not seen in your average bathroom.</strong> Not only is it gorgeous, it’s highly functional as well. Constructed of 3/8 tempered glass and offering several very nice choices in finishes, the quality of construction and well thought out style and design are obvious.. Whether you want to utilize this triple glass shelf for storage of personal necessities or showcase your favorite treasures (or both), this triple glass shelf will afford you years of function and style that you’ll never tire of looking at or using. With a stunning shelf like this gracing the wall of your bathroom, you can’t go wrong in convenience and style that speaks of attention to detail and function of the highest quality. <strong>So go ahead and add that extra storage space to your bathroom as it doesn’t look like storage, but instead gives an appearance of organization and class.</strong></p>"
"PR-2/22";"";"Allied Brass PR-2/22 Prestige Regal 22-inch Double Glass Shelf";"<ul>
<li>Glass thickness - 3/8 inches </li>
<li>Length - 22 inches </li>
</ul>";"66.0000";"";"";"";"";"";"9999";"In Stock";"No";"PR-2-M-L.jpg";"0.00";"1";"<p><strong>Right down to the decorative wall brackets in a satin nickel finish this Allied Brass Prestige Regal 22-inch Double Glass Shelf (Model PR-2/22) is a fitting addition to any bathroom.</strong> Whether your decorating talents run in the ultra modern arena or you prefer the softer classic lines, this double glass shelf will compliment any bathroom décor of your choosing. Made form 3/8” tempered glass and measuring 16” x 22” it speaks of quality construction and materials of the highest degree. If you want to simply use it to showcase favorite treasure or are adding to your usable bathroom storage space, this double glass shelf will accommodate in every way as well as exuding beauty from every angle one looks at it. There is nothing like impeccable taste in decorating and this shelf will speak of your talents in every regard without dominating your bathroom. <strong>Instead it will simply add a flavor of function that has style as its constant companion.</strong></p>"
"PR-1/22";"";"Allied Brass PR-1/22 Prestige Regal 22 Inches Glass Shelf";"<ul>
<li>Glass thickness - 3/8 inches </li>
<li>Length - available in 16 inches </li>
</ul>";"43.5000";"";"";"";"";"";"9999";"In Stock";"No";"PR-1-M-L.jpg";"0.00";"1";"<p><strong>It’s amazing the incredible impact this one simple shelf can have on your bathroom or any room for that matter. This Allied Brass Prestige Regal 22 Inches Glass Shelf (Model PR-1/22) is just perfect for complimenting your taste in décor as well as storage needs.</strong> Made from strong 3/8” tempered glass by the finest craftsman in the industry, this glass shelf will more than meet your expectation is function and style of the highest quality. The fact that it come in as many as 13 choices of finish makes your decorating adventure all the more enjoyable as the possibilities afforded are nearly limitless. Whether you’re looking to add to your available storage or wanting to add a shelf to display your finest treasures, this glass shelf is a simply stunning choice from every angle. So go ahead and indulge in your quest for the perfect bathroom accessory in this fantastic glass shelf.</p>"
"PR-5/22";"";"Allied Brass PR-5/22 Prestige Regal 22 inches Triple Shelf";"<ul>
<li>Glass thickness - 3/8 inches </li>
<li>Length - 22 inches </li>
</ul>";"87.0000";"";"";"";"";"";"9999";"In Stock";"No";"PR-5-M-L.jpg";"0.00";"1";"<p><strong>The name regal in this Allied Brass Prestige Regal 22 inches Triple Shelf (Model PR-5/22) is an apt description as that’s exactly the feeling it exudes.</strong> Whether your bathroom décor is fit for royalty or humble in its presentation, this triple shelf is the ultimate in style and function. Leaving plenty of choice for your decorating tastes, there are 13 gorgeous finishes to choose from opening up a wonderful realm of possibilities to showcase your decorating talents. Each shelf measures 22 inches and is made form 3/8 inch thick tempered glass ensuring years of durability as well as attention to safety factors that most don’t think of. So if you’re decorating a new bathroom or just want to add a touch of class to your existing bathroom you know you’re far from average in every way with this stunning triple shelf. <strong>Enjoy this perfect example of expert designing and construction with confidence and pleasure.</strong></p>"
"DM-1/3X";"";"Allied Brass DM-1/3X Vanity Makeup Mirror Adjustable with 3X Magnification";"<ul>
<li>Adjustable Height - 17 to 23 inches </li>
<li>Diameter - 8 inches </li>
</ul>
";"142.0000";"";"";"";"";"";"9999";"In Stock";"No";"DM-1-M-L.jpg";"0.00";"1";"<p><strong>For the ultimate in control when it comes to bathroom necessities, this Allied Brass Vanity Make Up Mirror Adjustable with 3X Magnification (Model DM-1/3X) will make your time go so much faster and smoother than ever before.</strong> With adjustable height that goes from 17 to 23 inches you’ll never have to adjust your body to meet your needs, let the mirror do the work for you. There is a fantastic array of choices for the finish you prefer the mirror to convey while allowing you choice in style and appearance as well. Whether your bathroom is one of country charm or one that speaks of modern technology in terms of decor, this mirror is designed to accommodate whatever your choice may be. One side of the mirror is what one would call a normal view and the other has a magnification of 3X that makes even the smallest job one of ease. <strong>With the quality construction and material that are sturdy and reliable you’re ensured years of use without the inconvenience of constant replacement.</strong></p>"
"DM-1/4X";"";"Allied Brass DM-1/4X Vanity Makeup Mirror Adjustable with 4X Magnification";"<ul>
<li>Adjustable Height - 17 to 23 inches </li>
<li>Diameter - 8 inches </li>
</ul>
";"150.0000";"";"";"";"";"";"9999";"In Stock";"No";"DM-1-M-L.jpg";"0.00";"1";"<p><strong>This Allied Brass Vanity Make Up Mirror Adjustable with 4X Magnification (Model DM-1/4X) makes an every day chore one of pleasure and ease that no longer feel like a chore.</strong> From applying makeup with precision to plucking that stray eyebrow hair not seen in a mirror of regular magnification, this mirror makes it possible to take care of those little personal extras quickly and easily so you have time for more important things. With one side having no magnification and the other showing a powerful 4X magnification simply flip and whatever your needs may be it’s right there to accommodate every time. To add to the convenience is the fact that you have choice in adjusting to whatever height makes things easier for you, from 17 to 23 inches there’s plenty of room to work with. <strong>Topping it all off is the gorgeous choices available in terms of the finish you prefer the mirror to convey giving you continued control over the look of your bathroom.</strong></p>"
"DM-1/5X";"";"Allied Brass DM-1/5X Vanity Makeup Mirror Adjustable with 5X Magnification";"<ul>
<li>Adjustable Height - 17 to 23 inches </li>
<li>Diameter - 8 inches </li>
</ul>
";"157.5000";"";"";"";"";"";"9999";"In Stock";"No";"DM-1-M-L.jpg";"0.00";"1";"<p><strong>For the ultimate in decorative bathroom accessories this Allied Brass Vanity Make Up Mirror Adjustable with 5X Magnification (Model DM-1/5X) is just perfect for meeting your basic personal needs.</strong> Capable of being adjusted from a height of 17 inches to one of 23 inches you can be sure that your comfort is also thrown into the equation. One side showcases a powerful magnification of 5X and the other has no magnification giving you yet more convenience in choice. Since appearance is just as important as function you have available to you an assortment choices in the finish you prefer. Whether your bathroom décor is of old world charm or runs into the modern arena, this mirror will fit in wherever you want it to. <strong>So go ahead and treat your self to the highest in quality construction as well as the finest in style available on the market today while enjoying the conveniences of modern technology at its best.</strong></p>"
"DM-2/3X";"";"Allied Brass DM-2/3X Vanity 3X Magnification Makeup Mirror";"<ul>
<li>Height - 15 inches </li>
<li>Diameter - 8 inches </li>
</ul>
";"120.0000";"";"";"";"";"";"9999";"In Stock";"No";"DM-2-M-L.jpg";"0.00";"1";"<p><strong>An amazing combination of function and style are showcased here in this gorgeous Allied Brass Vanity 3X Magnification Makeup Mirror (Model DM-2/3X).</strong> Making the little necessary bathroom practices all the easier, this mirror has 3X magnification on one side and none on the other affording choice and convenience in one little accessory that has a big impact. Not only is it perfect for putting on makeup and other essential needs, it adds a touch of style to your bathroom giving it a complete look that is far from average. With some very nice choices available in finishes, you can only guess at the possibilities available to you in terms of decorating. <strong>So go ahead and pamper your self with this stunning magnification makeup mirror that makes life go all the smoother while lending an air of class to the room that most makeup mirrors lack.</strong></p>"
"DM-2/4X";"";"Allied Brass DM-2/4X Vanity 4X Magnification Makeup Mirror";"<ul>
<li>Height - 15 inches </li>
<li>Diameter - 8 inches </li>
</ul>
";"127.5000";"";"";"";"";"";"9999";"In Stock";"No";"DM-2-M-L.jpg";"0.00";"1";"<p><strong>When it comes to essential function with incredible style thrown into the equation, this Allied Brass Vanity 4X Magnification Makeup Mirror (Model DM-2/4X) will more than meet your needs it will exceed them.</strong> With quality construction and crafts people who care about the finished product gracing your bathroom, you’re ensured years of reliable use and style that retains its appeal for years to come. One side of this mirror has no magnification and the other has a powerful 4X magnification that makes even the tiniest moment easy to accomplish. Whether your decorating taste is modern or traditional, this magnification makeup mirror will fit right in making convenience and style a daily part of your life. <strong>With numerous choices available to you in finishes, you can give this mirror nearly any look you’d like it to exude; the only limiting factor is imagination. </strong></p>"
"DM-2/5X";"";"Allied Brass DM-2/5X Vanity 5X Magnification Makeup Mirror";"<ul>
<li>Height - 15 inches </li>
<li>Diameter - 8 inches </li>
</ul>
";"135.0000";"";"";"";"";"";"9999";"In Stock";"No";"DM-2-M-L.jpg";"0.00";"1";"<p><strong>For convenience and style right at your fingertips this Allied Brass Vanity 5X Magnification Makeup Mirror (Model DM-2/5X) is the ultimate. Making your bathroom times a pleasure rather than a chore, this mirror is equipped with a very powerful magnification of 5X.</strong> From plucking the tiniest eyebrow hair to precision makeup application, this magnification makeup mirror will more than meet your needs from the most elaborate to the basic. There are several gorgeous finish choices available to you as well making it easier than ever to fit it into any décor you may choose. So if your tastes run in the traditional category or are more along the lines of the modern arena, you know this mirror and all the choices available will make your decision easier than ever. <strong>For a truly enjoyable bathroom experience that goes smoothly while showering you with class and style this magnification makeup mirror will give you years of confident use.</strong></p>"
