attribute_set,Brand,Product Name,Color,sink Depth,ada_compliant,Sink_material,number_basins,sink_size(dimentions txt),faucet_holes,Kitchen Sink Style,Kitchen Sink Type,Kitchen Sink Width,Kitchen Sink Length,Kitchen Sink Depth,Kitchen Sink Shape,SKU,MODEL NUMBER,PRODUCT DESCRIPTION,upc_code,Price,Category,Category,Category,Category,Category,Category,weight,qty,product image File
Kitchen Sinks ,Whitehaus,Whitehaus WHNC2917 30 Inch Noahs Collection Chefhaus Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,17.375 inches L x 29.5 inches W x 8.25 inches H,,,Undermount / Undercounter,25 to 30 Inches,15 to 20 Inches,,,WHNC2917,WHNC2917,Chefhaus double bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />18/8 chrome and nickel content.<br />4 diagonal drain grooves.<br />Zero radius corners.<br />3 1/2 inch rear center drain opening / Left Bowl and Right Bowl<br />Includes mounting hardware and a template.,,885,,,,,,,36,,WHNC2917.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCM1520 15 Inch Noahs Collection Commercial Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20 inches L x 15 inches W x 10 inches H,,,Undermount / Undercounter,0 to 20 Inches,15 to 20 Inches,,,WHNCM1520,WHNCM1520,Commercial single bowl undermount sink<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.,,770,,,,,,,18,,WHNCM1520.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCM1920 19 Inch Noahs Collection Commercial Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20 inches L x 19 inches W x 10 inches H,,,Undermount / Undercounter,0 to 20 Inches,15 to 20 Inches,,,WHNCM1920,WHNCM1920,Commercial single bowl undermount sink<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.,,845,,,,,,,18,,WHNCM1920.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCM2015 20 Inch Noahs Collection Commercial Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,15 inches L x 20 inches W x 10 inches H,,,Undermount / Undercounter,0 to 20 Inches,15 to 20 Inches,,,WHNCM2015,WHNCM2015,Commercial single bowl undermount sink<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.,,770,,,,,,,18,,WHNCM2015.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCM2920EQ 29 Inch Noahs Collection Commercial Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20 inches L x 29 inches W x 10 inches H,,,Undermount / Undercounter,25 to 30 Inches,15 to 20 Inches,,,WHNCM2920EQ,WHNCM2920EQ,Commercial double bowl undermount sink<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />Each bowl has 4 diagonal drain grooves to channel the water directly to the drain.,,1480,,,,,,,30,,WHNCM2920EQ.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCM3219 32 Inch Noahs Collection Commercial Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,19 inches L x 32 inches W x 10 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNCM3219,WHNCM3219,Commercial single bowl undermount sink<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.,,1050,,,,,,,30,,WHNCM3219.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCM3720EQ 37 Inch Noahs Collection Commercial Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20 inches L x 37 inches W x 10 inches H,,,Undermount / Undercounter,35 to 40 Inches,15 to 20 Inches,,,WHNCM3720EQ,WHNCM3720EQ,Commercial double bowl undermount sink<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />,,1680,,,,,,,35,,WHNCM3720EQ.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCM4019 40 Inch Noahs Collection Commercial Single Bowl Reversible Drop-In Sink with an Integral Drainboard,Stainless Steel,,,Stainless Steel,,18.75 inches L x 39.5 inches W x 7.5 inches H,,,Drop In,35 to 40 Inches,15 to 20 Inches,,,WHNCM4019,WHNCM4019,Commercial single bowl reversible drop-in sink with an integral drainboard.<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.<br />,,1265,,,,,,,22,,WHNCM4019.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCMAP3021 30 Inch Noahs Collection Commercial Single Bowl Sink with an Arched Front Apron,Stainless Steel,,,Stainless Steel,,21 inches L x 30 inches W x 10 inches H,,,Apron / Farmhouse,30 to 35 Inches,20 to 25 Inches,,,WHNCMAP3021,WHNCMAP3021,Commercial single bowl sink with an arched front apron.<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.<br />,,1795,,,,,,,36,,WHNCMAP3021.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCMAP3026 30 Inch Noahs Collection Commercial Single Bowl Sink with a Decorative Notched Front Apron,Stainless Steel,,,Stainless Steel,,26.25 inches L x 30 inches W x 10 inches H,,,Apron / Farmhouse,30 to 35 Inches,20 to 25 Inches,,,WHNCMAP3026,WHNCMAP3026,Commercial single bowl front-apron undermount sink<br />16 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch center drain opening.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.<br />Available with ONE HOLE center drilling or with NO HOLE. Additional holes may be drilled for a net charge of $10 per hole.<br />,,1855,,,,,,,40,,WHNCMAP3026.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCMAP3321 33 Inch Noahs Collection Commercial Single Bowl Front Apron Sink,Stainless Steel,,,Stainless Steel,,21 inches L x 33 inches W x 10 inches H,,,Apron / Farmhouse,30 to 35 Inches,20 to 25 Inches,,,WHNCMAP3321,WHNCMAP3321,Commercial single bowl front-apron sink.<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch center drain opening.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.<br />,,1855,,,,,,,36,,WHNCMAP3321.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCMAP3621EQ 36 Inch Noah Commercial Double Bowl Sink with a Decorative Notched Front Apron,Stainless Steel,,,Stainless Steel,,26.25 inches L x 36 inches W x 10 inches H,,,Apron / Farmhouse,30 to 35 Inches,20 to 25 Inches,,,WHNCMAP3621EQ,WHNCMAP3621EQ,Commercial double bowl sink with a decorative notched front apron.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch center drain opening.<br />Each bowl has 4 diagonal drain grooves to channel the water directly to the drain.<br />Available with ONE HOLE center drilling or with NO HOLE. Additional holes may be drilled for a net charge of $10 per hole.<br />Note: Bowls are equal in size and depth.<br />,,2385,,,,,,,45,,WHNCMAP3621EQ.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCMD2920 29 Inch Noah Commercial Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20 inches L x 29 inches W x 10 inches H,,,Undermount / Undercounter,25 to 30 Inches,20 to 25 Inches,,,WHNCMD2920,WHNCMD2920,Commercial double bowl undermount sink<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />Each bowl has 4 diagonal drain grooves to channel the water directly to the drain. ,,1480,,,,,,,30,,WHNCMD2920.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCMD3320 33 Inch Noahs Collection Commercial Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20 inches L x 33 inches W x 10 inches H,,,Undermount / Undercounter,30 to 35 Inches,20 to 25 Inches,,,WHNCMD3320,WHNCMD3320,Commercial double bowl undermount sink<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />Each bowl has 4 diagonal drain grooves to channel the water directly to the drain.,,1585,,,,,,,34,,WHNCMD3320.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCMD5221 52 Inch Noahs Collection Commercial Double Bowl Reversible Drop-In Sink with an Integral Drainboard,Stainless Steel,,,Stainless Steel,,21 inches L x 51.5 inches W x 8 inches H,,,Apron / Farmhouse,40 to 50 Inches,20 to 25 Inches,,,WHNCMD5221,WHNCMD5221,Commercial double bowl reversible drop-in sink with an integral drainboard.<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch offset center drain opening.<br />Includes mounting hardware and a template.<br />Each bowl has 4 diagonal drain grooves to channel the water directly to the drain.,,1995,,,,,,,34,,WHNCMD5221.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCMDAP3629 36 Inch Noah Commercial Double Bowl Sink with an Arched Front Apron,Stainless Steel,,,Stainless Steel,,29 inches L x 36 inches W x 8.25 inches H,,,Apron / Farmhouse,35 to 40 Inches,20 to 25 Inches,,,WHNCMDAP3629,WHNCMDAP3629,Commercial double bowl sink with an arched front apron.<br />16 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch center drain opening.<br />Includes mounting hardware and a template.<br />Large bowl has 4 diagonal drain grooves to channel the water directly to the drain.<br />Available with ONE HOLE drilling or with NO HOLE. Additional holes may be drilled for a net charge of $10 per hole.,,2225,,,,,,,45,,WHNCMDAP3629.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WINEHAUS 12 Inch Noahs Collection Winehaus Commercial Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,22 inches L x 12 inches W x 8 inches H,,,,0 to 20 Inches,20 to 25 Inches,,,WINEHAUS,WINEHAUS,Winehaus Commercial single bowl undermount sink.<br />Can be used as a bar sink to keep your wine and other beverages cold.<br />16 gauge- 304 series stainless steel.<br />Zero radius corners.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch center drain opening.<br />Bowl has 4 diagonal drain grooves to channel the water directly to the drain.,,795,,,,,,,18,,WINEHAUS.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNAP2522 25 Inch Noahs Collection Single Bowl Drop-In Sink with a Seamless Customized Front Apron,Stainless Steel,,,Stainless Steel,,22 inches L x 25 inches W x 8.625 inches H,,,Drop In,20 to 25 Inches,20 to 25 Inches,,,WHNAP2522,WHNAP2522,Single bowl drop-in sink with a seamless customized Front-Apron.<br />18 gauge- 304 series stainless steel.<br />16 gauge front-apron with 4 inch return.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE drilling or with NO HOLE.,,1240,,,,,,,32,,WHNAP2522.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNAP3218 32 Inch Noahs Collection Single Bowl Front Apron Undermount Sink,Stainless Steel,,,Stainless Steel,,18.125 inches L x 31.625 inches W x 9.875 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNAP3218,WHNAP3218,Single bowl Front-Apron undermount sink.<br />18 gauge- 304 series stainless steel.<br />16 gauge front-apron with 41/2 inch return.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />1 inch radius corners.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.,,2035,,,,,,,36,,WHNAP3218.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNAP3322 33 Inch Noahs Collection Double Bowl Drop-In Sink with a Seamless Customized Front Apron,Stainless Steel,,,Stainless Steel,,22 inches L x 33 inches W x 9.25 inches H,,,Apron / Farmhouse,30 to 35 Inches,20 to 25 Inches,,,WHNAP3322,WHNAP3322,Double bowl drop-in sink with a seamless customized Front-Apron.<br />18 gauge- 304 series stainless steel.<br />16 gauge front-apron with 4 inch return.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening / Left Bowl.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE drilling or with NO HOLE.,,1790,,,,,,,38,,WHNAP3322.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNAPA3016 30 Inch Noahs Collection Single Bowl Drop-In Sink with a Seamless Customized Front Apron,Stainless Steel,,,Stainless Steel,,19.75 inches L x 33.5 inches W x 9 inches H,,,Apron / Farmhouse,30 to 35 Inches,15 to 20 Inches,,,WHNAPA3016,WHNAPA3016,Single bowl drop-in sink with a seamless customized Front-Apron.<br />18 gauge- 304 series stainless steel.<br />16 gauge front-apron with 41/4 inch return.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch offset center drain opening.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE drilling or with NO HOLE.,,1645,,,,,,,38,,WHNAPA3016.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNAPB3016 30 Inch Noahs Collection Single Bowl Drop-In Sink with a Seamless Customized Front Apron,Stainless Steel,,,Stainless Steel,,19.75 inches L x 33.5 inches W x 9 inches H,,,Apron / Farmhouse,30 to 35 Inches,15 to 20 Inches,,,WHNAPB3016,WHNAPB3016,Single bowl drop-in sink with a seamless customized Front-Apron.<br />18 gauge- 304 series stainless steel.<br />16 gauge front-apron with 41/4 inch return.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch offset center drain opening.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE drilling or with NO HOLE. Additional holes may be drilled for a net charge of $10 per hole.,,1645,,,,,,,38,,WHNAPB3016.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNAPD3322 33 Inch Noahs Collection Double Bowl Drop-In Sink with a Seamless Customized Front Apron,Stainless Steel,,,Stainless Steel,,22 inches L x 33 inches W x 9.25 inches H,,,Apron / Farmhouse,30 to 35 Inches,20 to 25 Inches,,,WHNAPD3322,WHNAPD3322,Double bowl drop-in sink with a seamless customized Front-Apron.<br />18 gauge- 304 series stainless steel.<br />16 gauge front-apron with 4 inch return.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening / Left Bowl.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE drilling or with NO HOLE.,,1790,,,,,,,38,,WHNAPD3322.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNAPEQ3322 33 Inch Noahs Collection Double Bowl Drop-In Sink with a Seamless Customized Front Apron,Stainless Steel,,,Stainless Steel,,22 inches L x 33 inches W x 9.25 inches H,,,Apron / Farmhouse,30 to 35 Inches,20 to 25 Inches,,,WHNAPEQ3322,WHNAPEQ3322,Double bowl drop-in sink with a seamless customized Front-Apron.<br />18 gauge- 304 series stainless steel.<br />16 gauge front-apron with 4 inch return.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening / Left Bowl.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE center drilling or with NO HOLE. Please specify when ordering.,,1790,,,,,,,38,,WHNAPEQ3322.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNCUS2917 29 Inch Noahs Collection Single Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,17.125 inches L x 29.5 inches W x 8.625 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNCUS2917,WHNCUS2917,Single bowl undermount sink<br />18 gauge- 304 series stainless steel<br />18/8 chrome and nickel content<br />Full undercoat over sound deadening pads<br />3 1/2 inch rear center drain opening<br />Includes mounting hardware and a template<br />,,575,,,,,,,36,,whncus2917.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHND10-5 Noahs Collection Round Drop-In Entertainment/Prep Sink,Stainless Steel,,,Stainless Steel,,11.375 inches L x 11.375 inches W x 5.125 inches H,,,Drop In,0 to 20 Inches,15 to 20 Inches,,,WHND10-5,WHND10-5,Round drop-in entertainment/prep sink.<br />20 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />2 inch rear center drain opening.<br />Includes a template.<br />Note: May also be used as an undermount.<br />,,155,,,,,,,8,,WHND10-5.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHND11-5 Noahs Collection Round Drop-In Entertainment/Prep Sink,Stainless Steel,,,Stainless Steel,,11.5 inches L x 11.5 inches W x 5.125 inches H,,,Drop In,0 to 20 Inches,15 to 20 Inches,,,WHND11-5,WHND11-5,Round drop-in entertainment/prep sink<br />20 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />2 inch rear center drain opening.<br />Includes a template.<br />Note: May also be used as an undermount.<br />,,170,,,,,,,8,,WHND11-7.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHND11-7 Noahs Collection Round Drop-In Entertainment/Prep Sink,Stainless Steel,,,Stainless Steel,,12.75 inches L x 12.75 inches W x 7 inches H,,,Drop In,0 to 20 Inches,15 to 20 Inches,,,WHND11-7,WHND11-7,Round drop-in entertainment/prep sink<br />20 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />2 inch rear center drain opening.<br />Includes a template.<br />Note: May also be used as an undermount.<br />,,220,,,,,,,8,,WHND11-7.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHND1913 19 Inch Noahs Collection Single Bowl Drop-In Sink,Stainless Steel,,,Stainless Steel,,15.875 inches L x 22.5 inches W x 8 inches H,,,Drop In,0 to 20 Inches,15 to 20 Inches,,,WHND1913,WHND1913,Single bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch offset center drain opening.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE drilling or with NO HOLE.<br />Additional holes may be drilled for a net charge of $10 per hole. Please call for hole drilling options.,,205,,,,,,,17,,WHND1913.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDA16 Noahs Collection Large Round Drop-In Sink,Stainless Steel,,,Stainless Steel,,20 inches L x 20 inches W x 6.5 inches H,,,Drop In,0 to 20 Inches,15 to 20 Inches,,,WHNDA16,WHNDA16,Large round drop-in sink<br />20 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE center drilling or with NO HOLE. Please specify when ordering.<br />,,235,,,,,,,12,,WHNDA16.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDA3016 30 Inch Noahs Collection Single Bowl Drop-In Sink,Stainless Steel,,,Stainless Steel,,19.75 inches L x 33.5 inches W x 9 inches H,,,Drop In,30 to 35 Inches,15 to 20 Inches,,,WHNDA3016,WHNDA3016,Single bowl drop-in sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch offset center drain opening.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE drilling or with NO HOLE.<br />Additional holes may be drilled for a net charge of $10 per hole. Please call for hole drilling options.,,525,,,,,,,25,,WHNDA3016.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDB16 Noahs Collection Large Round Drop-In Sink,Stainless Steel,,,Stainless Steel,,17.75 inches L x 17.75 inches W x 7.5 inches H,,,Drop In,0 to 20 Inches,15 to 20 Inches,,,WHNDB16,WHNDB16,Large round drop-in sink<br />20 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch center drain opening.<br />Includes mounting hardware and a template.<br />Note: May also be used as an undermount.<br />Model: WHNDBM16- Finish: Mirrored Stainless Steel ,,225,,,,,,,12,,WHNDB16.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDB3016 30 Inch Noahs Collection Single Bowl Drop-In Sink,Stainless Steel,,,Stainless Steel,,19.75 inches L x 33.5 inches W x 9 inches H,,,Drop In,30 to 35 Inches,15 to 20 Inches,,,WHNDB3016,WHNDB3016,Single bowl drop-in sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch offset center drain opening.<br />Includes mounting hardware and a template.<br />Available with ONE HOLE drilling or with NO HOLE.<br />Additional holes may be drilled for a net charge of $10 per hole. Please call for hole drilling options.,,525,,,,,,,25,,WHNDB3016.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDB16 Noahs Collection Large Round Drop-In Sink,Stainless Steel,,,Stainless Steel,,17.75 inches L x 17.75 inches W x 7.5 inches H,,,Drop In,0 to 20 Inches,15 to 20 Inches,,,WHNDBM16,WHNDBM16,Large round drop-in sink<br />20 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch center drain opening.<br />Includes mounting hardware and a template.<br />May also be used as an undermount.<br />Model: WHNDBM16- Finish: Mirrored Stainless Steel ,,225,,,,,,,12,,WHNDB16.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDBU3118GDL 32  Inch Noahs Collection Double Bowl Undermount Disposal Sink,Stainless Steel,,,Stainless Steel,,18.25 inches L x 32.25 inches W x 8.625 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNDBU3118GDL,WHNDBU3118GDL,Double bowl undermount disposal sink<br />Double bowl undermount disposal sink<br />18 gauge- 304 series stainless steel<br />18/8 chrome and nickel content<br />18/8 chrome and nickel content<br />3 1/2 inch rear center drain opening for the large bowl<br />3 1/2 inch center drain opening for the small bowl<br />Includes mounting hardware and a template,,520,,,,,,,20,,WHNDBU3118GDL.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDBU3118GDR 32  Inch Noahs Collection Double Bowl Undermount Disposal Sink,Stainless Steel,,,Stainless Steel,,18.25 inches L x 32.25 inches W x 8.625 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNDBU3118GDR,WHNDBU3118GDR,Double bowl undermount disposal sink<br />Double bowl undermount disposal sink<br />18 gauge- 304 series stainless steel<br />18/8 chrome and nickel content<br />Full undercoat over sound deadening pads<br />3 1/2 inch rear center drain opening for the large bowl<br />3 1/2 inch center drain opening for the small bowl<br />Includes mounting hardware and a template,,520,,,,,,,20,,WHNDBU3118GDR.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDBU3120 31 Inch Noahs Collection Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20.75 inches L x 31.5 inches W x 9 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNDBU3120,WHNDBU3120,Double bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening / Left Bowl.<br />3 1/2 inch rear center drain opening / Right Bowl.<br />Includes mounting hardware and a template.<br />Note: D-bowl (large bowl) available on left side only.,,480,,,,,,,24,,WHNDBU3120.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDBU3121 31 Inch Noahs Collection Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20.875 inches L x 31.5 inches W x 9 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNDBU3121,WHNDBU3121,Double bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch rear center drain opening / D- Bowl.<br />3 1/2 inch center drain opening / Right Bowl.<br />Includes mounting hardware and a template.<br />Note: D-bowl (large Bowl) available on left side only.,,450,,,,,,,22,,WHNDBU3121.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDBU3317 33 Inch Noahs Collection Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,16.75 inches L x 32.75 inches W x 9 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNDBU3317,WHNDBU3317,Double bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />3 1/2 inch center drain opening / Left Bowl.<br />3 1/2 inch center drain opening / Right Bowl.<br />Includes mounting hardware and a template.<br />Note: D-bowl (large bowl) available on left side only.,,450,,,,,,,24,,WHNDBU3317.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDBU3318 33 Inch Noahs Collection Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,17.875 inches L x 33.5 inches W x 8.25 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNDBU3318,WHNDBU3318,Double bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch rear center drain opening / Left Bowl.<br />31/2 inch rear center drain opening / Right Bowl.<br />Includes mounting hardware and a template.<br />Note: Large bowl is available on left side only.,,465,,,,,,,24,,WHNDBU3318.jpg
Kitchen Sinks ,Whitehaus,Whitehaus WHNDBU3320 33 Inch Noahs Collection Double Bowl Undermount Sink,Stainless Steel,,,Stainless Steel,,20 inches L x 33.625 inches W x 9 inches H,,,Undermount / Undercounter,30 to 35 Inches,15 to 20 Inches,,,WHNDBU3320,WHNDBU3320,Double bowl undermount sink<br />18 gauge- 304 series stainless steel.<br />18/8 chrome and nickel content.<br />Full undercoat over sound deadening pads.<br />31/2 inch rear center drain opening / Left Bowl.<br />31/2 inch rear center drain opening / Right Bowl.<br />Includes mounting hardware and a template.<br />Note: Large bowl is available on left side only.,,490,,,,,,,24,,WHNDBU3320.jpg
