SKU;UPC;ProductName;Description;Price;Category;Attribute;MetaTitle;MetaDescription;MetaKeywords;Qty;Stock;Managestock;BaseImage;Weight;is_processed;Manufacturer;YOW_SKU
SBHSOPPLC;8,41248E+11;Fusion Hardware SBHSOPPLC SOAP DISPENSER - SOUTH BEACH - POLISHED CHROME;Form follows function with the clean lines and efficient design of South Beach. Matched with Brushed Nickel or highly Polished Chrome, the range is at home in most any comtemporary design scheme.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;56,240625;;;;;;9999;In Stock;No;FUSION_SBH-SOP-PLC.jpg;0;3;Fusion Hardware;469730
TRISHLPLC;8,41248E+11;Fusion Hardware TRISHLPLC SHALLOW BASKET - TRIANGLE - POLISHED CHROME;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;FUSION_TRI-SHL-PLC.jpg;0;3;Fusion Hardware;469680
TRIDEPORB;8,41248E+11;Fusion Hardware TRIDEPORB DEEP BASKET - TRIANGLE - OIL RUBBED BRONZE;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;FUSION_TRI-DEP-ORB.jpg;0;3;Fusion Hardware;469668
STCTPHMDB;8,41248E+11;Fusion Hardware STCTPHMDB PAPER HOLDER - ST CHARLES - MEDIUM BRONZE;"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";94,48425;;;;;;9999;In Stock;No;FUSION_STC-TPH-MDB.jpg;0;3;Fusion Hardware;469735
STCRHKMDB;8,41248E+11;Fusion Hardware STCRHKMDB ROBE HOOK - ST CHARLES - MEDIUM BRONZE;"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";73,48775;;;;;;9999;In Stock;No;FUSION_STC-RHK-MDB.jpg;0;3;Fusion Hardware;469738
SQRDEPATC;8,41248E+11;Fusion Hardware SQRDEPATC DEEP BASKET - SQUARE - ANTIQUE COPPER;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;FUSION_SQR-DEP-ATC.jpg;0;3;Fusion Hardware;469653
SONTPHORB;8,41248E+11;Fusion Hardware SONTPHORB PAPER HOLDER - SONOMA - OIL RUBBED BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";95,984;;;;;;9999;In Stock;No;FUSION_SON-TPH-ORB.jpg;0;3;Fusion Hardware;469714
SONRHKORB;8,41248E+11;Fusion Hardware SONRHKORB ROBE HOOK - SONOMA - OIL RUBBED BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";68,238625;;;;;;9999;In Stock;No;FUSION_SON-RHK-ORB.jpg;0;3;Fusion Hardware;469716
SBHTPHBRN;8,41248E+11;Fusion Hardware SBHTPHBRN PAPER HOLDER - SOUTH BEACH - BRUSHED NICKEL;Form follows function with the clean lines and efficient design of South Beach. Matched with Brushed Nickel or highly Polished Chrome, the range is at home in most any comtemporary design scheme.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;53,991;;;;;;9999;In Stock;No;FUSION_SBH-TPH-BRN.jpg;0;3;Fusion Hardware;469723
SBHRHKPLC;8,41248E+11;Fusion Hardware SBHRHKPLC ROBE HOOK - SOUTH BEACH - POLISHED CHROME - THREADED MOUNT;Form follows function with the clean lines and efficient design of South Beach. Matched with Brushed Nickel or highly Polished Chrome, the range is at home in most any comtemporary design scheme.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;38,9935;;;;;;9999;In Stock;No;FUSION_SBH-RHK-PLC.jpg;0;3;Fusion Hardware;469727
SAMTPHWBD;8,41248E+11;Fusion Hardware SAMTPHWBD PAPER HOLDER - SAMUI - BRUSHED NICKEL & TEAK;Samui showcases the rich color and grain of plantation grown teak wood in an efficiently styled family of products. The end result is a design that offers a clean and contemporary visual infused with the warmth of its tropical nature.<br><ul><li>Single Post Paper Holder in Brass or Natural Teak</li><li>Concealed Mounting</li></ul>;56,9905;;;;;;9999;In Stock;No;FUSION_SAM-TPH-WBD.jpg;0;3;Fusion Hardware;469707
SAMRHKWPD;8,41248E+11;Fusion Hardware SAMRHKWPD ROBE HOOK - SAMUI - POLISHED CHROME & TEAK;Samui showcases the rich color and grain of plantation grown teak wood in an efficiently styled family of products. The end result is a design that offers a clean and contemporary visual infused with the warmth of its tropical nature.<br><ul><li>Twin Robe Hook in All-Brass or with Natural Teak inserts</li><li>Concealed Mounting</li></ul>;51,741375;;;;;;9999;In Stock;No;FUSION_SAM-RHK-WPD.jpg;0;3;Fusion Hardware;469710
RIVTPHDKB;8,41248E+11;Fusion Hardware RIVTPHDKB PAPER HOLDER - RIVER ROCK - DARK BRONZE;Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;68,238625;;;;;;9999;In Stock;No;FUSION_RIV-TPH-DKB.jpg;0;3;Fusion Hardware;469696
RIVRHKDKB;8,41248E+11;Fusion Hardware RIVRHKDKB ROBE HOOK - RIVER ROCK - DARK BRONZE;Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;66,738875;;;;;;9999;In Stock;No;FUSION_RIV-RHK-DKB.jpg;0;3;Fusion Hardware;469699
MANTPHPLC;8,41248E+11;Fusion Hardware MANTPHPLC PAPER HOLDER - MANHATTAN - POLISHED CHROME;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;56,9905;;;;;;9999;In Stock;No;FUSION_MAN-TPH-PLC.jpg;0;3;Fusion Hardware;469639
MANRHKPLC;8,41248E+11;Fusion Hardware MANRHKPLC ROBE HOOK - MANHATTAN - POLISHED CHROME;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;32,9945;;;;;;9999;In Stock;No;Fusion_MAN-RHK-PLC.jpg;0;3;Fusion Hardware;469642
GARRHKBRN;8,41248E+11;Fusion Hardware GARRHKBRN ROBE HOOK - GARDEN TRELLIS - BRUSHED NICKEL;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;51,741375;;;;;;9999;In Stock;No;Fusion_GAR-RHK-BRN.jpg;0;3;Fusion Hardware;469632
CTBTPHMDB;8,41248E+11;Fusion Hardware CTBTPHMDB PAPER HOLDER - CONTEMPORARY BRONZE - MEDIUM BRONZE;Memorable style is often driven from the harmonizing of widely known concepts. Contemporary Bronze blends the functional contemporary form with the warmth of earthen bronze tones.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;65,989;;;;;;9999;In Stock;No;FUSION_CTB-TPH-MDB.jpg;0;3;Fusion Hardware;469611
CTBRHKORB;8,41248E+11;"Fusion Hardware CTBRHKORB ROBE HOOK - CONTEMPORARY BRONZE - OIL RUBBED BRONZE";Memorable style is often driven from the harmonizing of widely known concepts. Contemporary Bronze blends the functional contemporary form with the warmth of earthen bronze tones.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;44,242625;;;;;;9999;In Stock;No;FUSION_CTB-RHK-ORB.jpg;0;3;Fusion Hardware;469614
CPATPHORB;8,41248E+11;Fusion Hardware CPATPHORB PAPER HOLDER - CAPE ANNE - OIL RUBBED BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";50,9915;;;;;;9999;In Stock;No;FUSION_CPA-TPH-ORB.jpg;0;3;Fusion Hardware;478342
CPARHKORB;8,41248E+11;Fusion Hardware CPARHKORB ROBE HOOK - CAPE ANNE - OIL RUBBED BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";36,743875;;;;;;9999;In Stock;No;FUSION_CPA-RHK-ORB.jpg;0;3;Fusion Hardware;469605
CDMRHKORB;8,41248E+11;Fusion Hardware CDMRHKORB ROBE HOOK - CORONA DEL MAR - OIL RUBBED BRONZE;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";36,743875;;;;;;9999;In Stock;No;Fusion_CDM-RHK-ORB.jpg;0;3;Fusion Hardware;469622
CDMRHKBRN;8,41248E+11;Fusion Hardware CDMRHKBRN ROBE HOOK - CORONA DEL MAR - BRUSHED NICKEL;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";36,743875;;;;;;9999;In Stock;No;FUSION_CDM-RHK-BRN.jpg;0;3;Fusion Hardware;469619
BORTPHATC;8,41248E+11;Fusion Hardware BORTPHATC PAPER HOLDER - BORDEAUX - ANTIQUE COPPER;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;58,49025;;;;;;9999;In Stock;No;FUSION_BOR-TPH-ATC.jpg;0;3;Fusion Hardware;469591
BORRHKATP;8,41248E+11;Fusion Hardware BORRHKATP ROBE HOOK - BORDEAUX - ANTIQUE PEWTER;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;46,49225;;;;;;9999;In Stock;No;FUSION_BOR-RHK-ATP.jpg;0;3;Fusion Hardware;469595
BELTPHATC;8,41248E+11;Fusion Hardware BELTPHATC TOILET PAPER HOLDER - BELLA VILLA - ANTIQUE COPPER;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;92,9845;;;;;;9999;In Stock;No;FUSION_BEL-TPH-ATC.jpg;0;3;Fusion Hardware;469586
BELRHKMDB;8,41248E+11;Fusion Hardware BELRHKMDB ROBE HOOK - BELLA VILLA - MEDIUM BRONZE;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;73,48775;;;;;;9999;In Stock;No;FUSION_BEL-RHK-MDB.jpg;0;3;Fusion Hardware;469582
TRIDEPBRN;8,41248E+11;Fusion Hardware TRIDEPBRN DEEP BASKET - TRIANGLE - BRUSHED NICKEL;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469665
TRIDEPPLC;8,41248E+11;Fusion Hardware TRIDEPPLC DEEP BASKET - TRIANGLE - POLISHED CHROME;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469670
BELTBRATC2;8,41248E+11;"Fusion Hardware BELTBRATC2 24"" TOWEL BAR W/ STAND-OFFS - BELLA VILLA - ANTIQUE COPPER";Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;118,48025;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469579
BELTBRMDB2;8,41248E+11;"Fusion Hardware BELTBRMDB2 24"""" TOWEL BAR W/ STAND-OFFS - BELLA VILLA - MEDIUM BRONZE";Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;118,48025;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469580
SQRDEPORB;8,41248E+11;Fusion Hardware SQRDEPORB DEEP BASKET - SQUARE - OIL RUBBED BRONZE;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469659
TRISHLBRN;8,41248E+11;Fusion Hardware TRISHLBRN SHALLOW BASKET - TRIANGLE - BRUSHED NICKEL;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469675
BELTPHMDB;8,41248E+11;Fusion Hardware BELTPHMDB TOILET PAPER HOLDER - BELLA VILLA - MEDIUM BRONZE;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;92,9845;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469587
SQRDEPBRN;8,41248E+11;Fusion Hardware SQRDEPBRN DEEP BASKET - SQUARE - BRUSHED NICKEL;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469655
TRISHLORB;8,41248E+11;Fusion Hardware TRISHLORB SHALLOW BASKET - TRIANGLE - OIL RUBBED BRONZE;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469679
GARTPHBRN;8,41248E+11;Fusion Hardware GARTPHBRN PAPER HOLDER - GARDEN TRELLIS - BRUSHED NICKEL;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469630
SBHRHKBRN;8,41248E+11;Fusion Hardware SBHRHKBRN ROBE HOOK - SOUTH BEACH - BRUSHED NICKEL - THREADED MOUNT;Form follows function with the clean lines and efficient design of South Beach. Matched with Brushed Nickel or highly Polished Chrome, the range is at home in most any comtemporary design scheme.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;38,9935;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469726
SQRDEPPLC;8,41248E+11;Fusion Hardware SQRDEPPLC DEEP BASKET - SQUARE - POLISHED CHROME;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469660
CDMTBRORB2;8,41248E+11;"Fusion Hardware CDMTBRORB2 24"" TOWEL BAR W/STAND OFFS - CORONA DEL MAR - OIL RUBBED BRONZE";"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";66,738875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469618
BORTBRATC2;8,41248E+11;"Fusion Hardware BORTBRATC2 24"" TOWEL BAR W/ STAND-OFFS - BORDEAUX - ANTIQUE COPPER";The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;85,48575;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469588
BORTBRORB2;8,41248E+11;"Fusion Hardware BORTBRORB2 24"" TOWEL BAR W/ STAND-OFFS - BORDEAUX - OIL RUBBED BRONZE";The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;85,48575;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469590
BORTBRATP2;8,41248E+11;"Fusion Hardware BORTBRATP2 24"""" TOWEL BAR W/ STANDOFFS - BORDEAUX - ANTIQUE PEWTER";The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;85,48575;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469589
GARTBRBRN2;8,41248E+11;"Fusion Hardware GARTBRBRN2 24"" TOWEL BAR W/STAND OFFS - GARDEN TRELLIS - BRUSHED NICKEL";With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;80,9865;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469627
BORTPHORB;8,41248E+11;Fusion Hardware BORTPHORB PAPER HOLDER - BORDEAUX - OIL RUBBED BRONZE;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;58,49025;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469593
SONRHKMDB;8,41248E+11;Fusion Hardware SONRHKMDB ROBE HOOK - SONOMA - MEDIUM BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";68,238625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469715
MANRHKBRN;8,41248E+11;Fusion Hardware MANRHKBRN ROBE HOOK - MANHATTAN - BRUSHED NICKEL;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;32,9945;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469640
SONTPHMDB;8,41248E+11;Fusion Hardware SONTPHMDB PAPER HOLDER - SONOMA - MEDIUM BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";95,984;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469713
SQRDEPPVD;8,41248E+11;Fusion Hardware SQRDEPPVD DEEP BASKET - SQUARE - PVD BRASS;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469662
GARTPHORB;8,41248E+11;Fusion Hardware GARTPHORB PAPER HOLDER - GARDEN TRELLIS - OIL RUBBED BRONZE;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469631
BORTPHATP;8,41248E+11;Fusion Hardware BORTPHATP PAPER HOLDER - BORDEAUX - ANTIQUE PEWTER;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;58,49025;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469592
TRIDEPDKB;8,41248E+11;Fusion Hardware TRIDEPDKB DEEP BASKET - TRIANGLE - DARK BRONZE;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469666
BELRHKATC;8,41248E+11;Fusion Hardware BELRHKATC ROBE HOOK - BELLA VILLA - ANTIQUE COPPER;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;73,48775;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469581
RIVTPHMDB;8,41248E+11;Fusion Hardware RIVTPHMDB PAPER HOLDER - RIVER ROCK - MEDIUM BRONZE;Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;68,238625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469698
SONTBRMDB2;8,41248E+11;"Fusion Hardware SONTBRMDB2 24"" TOWEL BAR W/ STAND-OFFS - SONOMA - MEDIUM BRONZE";"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";134,227625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469711
SONTBRORB2;8,41248E+11;"Fusion Hardware SONTBRORB2 24"" TOWEL BAR W/ STAND-OFFS - SONOMA - OIL RUBBED BRONZE";"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";134,227625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469712
TRIDEPMDB;8,41248E+11;Fusion Hardware TRIDEPMDB DEEP BASKET - TRIANGLE - MEDIUM BRONZE;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469667
TRIDEPPVD;8,41248E+11;Fusion Hardware TRIDEPPVD DEEP BASKET - TRIANGLE - PVD BRASS;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469671
SBHTPHPLC;8,41248E+11;Fusion Hardware SBHTPHPLC PAPER HOLDER - SOUTH BEACH - POLISHED CHROME;Form follows function with the clean lines and efficient design of South Beach. Matched with Brushed Nickel or highly Polished Chrome, the range is at home in most any comtemporary design scheme.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;53,991;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469724
STCTBRMDB2;8,41248E+11;"Fusion Hardware STCTBRMDB2 24"""" TOWEL BAR W/STAND OFFS - ST CHARLES - MEDIUM BRONZE";"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";104,232625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469732
TRISHLPVD;8,41248E+11;Fusion Hardware TRISHLPVD SHALLOW BASKET - TRIANGLE - PVD BRASS;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469682
CPATPHBRN;8,41248E+11;Fusion Hardware CPATPHBRN PAPER HOLDER - CAPE ANNE - BRUSHED NICKEL;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";50,9915;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;478339
STCTPHDKB;8,41248E+11;Fusion Hardware STCTPHDKB PAPER HOLDER - ST CHARLES - DARK BRONZE;"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";94,48425;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469734
BORRHKORB;8,41248E+11;Fusion Hardware BORRHKORB ROBE HOOK - BORDEAUX - OIL RUBBED BRONZE;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;46,49225;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469596
CTBTBRORB2;8,41248E+11;"Fusion Hardware CTBTBRORB2 24"" TOWEL BAR W/STAND OFFS - CONTEMPORARY BRONZE - OIL RUBBED BRONZE";Memorable style is often driven from the harmonizing of widely known concepts. Contemporary Bronze blends the functional contemporary form with the warmth of earthen bronze tones.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;89,235125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469610
CDMRHKMDB;8,41248E+11;Fusion Hardware CDMRHKMDB ROBE HOOK - CORONA DEL MAR - MEDIUM BRONZE;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>";36,743875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469620
CTBTPHORB;8,41248E+11;Fusion Hardware CTBTPHORB PAPER HOLDER - CONTEMPORARY BRONZE - OIL RUBBED BRONZE;Memorable style is often driven from the harmonizing of widely known concepts. Contemporary Bronze blends the functional contemporary form with the warmth of earthen bronze tones.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;65,989;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469612
TRIDEPATC;8,41248E+11;Fusion Hardware TRIDEPATC DEEP BASKET - TRIANGLE - ANTIQUE COPPER;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469663
MANTPHBRN;8,41248E+11;Fusion Hardware MANTPHBRN PAPER HOLDER - MANHATTAN - BRUSHED NICKEL;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid brass construction</li><li>Easy to install concealed screw mountings</li></ul>;56,9905;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469638
