SKU;UPC;ProductName;Description;Price;Category;Attribute;MetaTitle;MetaDescription;MetaKeywords;Qty;Stock;Managestock;BaseImage;Weight;is_processed;Manufacturer;YOW_SKU
BORSPRATC;8,41248E+11;Fusion Hardware BORSPRATC SPRAYER - BORDEAUX - ANTIQUE COPPER;"The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>48"" stainless steel hose with Ultra-hygenic Santoprene interior hose lining</li></ul>";89,235125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469764
SBHSPRBRN;8,41248E+11;Fusion Hardware SBHSPRBRN SPRAYER - SOUTH BEACH - BRUSHED NICKEL;"Form follows function with the clean lines and efficient design of South Beach. Matched with Brushed Nickel or highly Polished Chrome, the range is at home in most any comtemporary design scheme.<br><ul><li>Solid brass construction</li><li>48"" stainless steel hose with Ultra-hygenic Santoprene interior hose lining</li></ul>";73,48775;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469816
GARSPRORB;8,41248E+11;Fusion Hardware GARSPRORB SPRAYER - GARDEN TRELLIS - OIL RUBBED BRONZE;"With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid brass construction</li><li>48"" stainless steel hose with Ultra-hygenic Santoprene interior hose lining</li></ul>";71,988;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469786
RIVSPRDKB;8,41248E+11;Fusion Hardware RIVSPRDKB SPRAYER - RIVER ROCK - DARK BRONZE;"Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Solid brass construction</li><li>48"" stainless steel hose with Ultra-hygenic Santoprene interior hose lining</li></ul>";94,48425;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469798
STCSPRMDB;8,41248E+11;Fusion Hardware STCSPRMDB SPRAYER - ST CHARLES - MEDIUM BRONZE;"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Solid brass construction</li><li>48"" stainless steel hose with Ultra-hygenic Santoprene interior hose lining</li></ul>";83,986;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469828
SONSPRMDB;8,41248E+11;Fusion Hardware SONSPRMDB SPRAYER - SONOMA - MEDIUM BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid brass construction</li><li>48"" stainless steel hose with Ultra-hygenic Santoprene interior hose lining</li></ul>";96,733875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469811
MATSBRPVD2;8,41248E+11;"Fusion Hardware MATSBRPVD2 24"" SAFETY GRAB BAR - PVD BRASS";Finish Matching Items.<br><ul><li>24 Inch Brass tube</li><li>Sturdy Anchoring System</li><li>Easy Grip Surface</li></ul>;215,964;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469652
MATSBRORB2;8,41248E+11;"Fusion Hardware MATSBRORB2 24"" SAFETY GRAB BAR - OIL RUBBED BRONZE";Finish Matching Items.<br><ul><li>24 Inch Brass tube</li><li>Sturdy Anchoring System</li><li>Easy Grip Surface</li></ul>;215,964;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469650
MATSBRATP2;8,41248E+11;"Fusion Hardware MATSBRATP2 24"" SAFETY GRAB BAR - ANTIQUE PEWTER";Finish Matching Items.<br><ul><li>24 Inch Brass tube</li><li>Sturdy Anchoring System</li><li>Easy Grip Surface</li></ul>;215,964;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469646
MATSBRATC2;8,41248E+11;"Fusion Hardware MATSBRATC2 24"" SAFETY GRAB BAR - ANTIQUE COPPER";Finish Matching Items.<br><ul><li>24 Inch Brass tube</li><li>Sturdy Anchoring System</li><li>Easy Grip Surface</li></ul>;215,964;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469645
MATSBRMDB2;8,41248E+11;"Fusion Hardware MATSBRMDB2 24"" SAFETY GRAB BAR - MEDIUM BRONZE";Finish Matching Items.<br><ul><li>24 Inch Brass tube</li><li>Sturdy Anchoring System</li><li>Easy Grip Surface</li></ul>;215,964;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469648
MATSBRPLC2;8,41248E+11;"Fusion Hardware MATSBRPLC2 24"" SAFETY GRAB BAR - POLISHED CHROME";Finish Matching Items.<br><ul><li>24 Inch Brass tube</li><li>Sturdy Anchoring System</li><li>Easy Grip Surface</li></ul>;215,964;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469651
MATSBRBRN2;8,41248E+11;"Fusion Hardware MATSBRBRN2 24"" SAFETY GRAB BAR - BRUSHED NICKEL";Finish Matching Items.<br><ul><li>24 Inch Brass tube</li><li>Sturdy Anchoring System</li><li>Easy Grip Surface</li></ul>;215,964;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469647
STCSOPDKB;8,41248E+11;Fusion Hardware STCSOPDKB SOAP DISPENSER - ST CHARLES - DARK BRONZE;"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";65,989;;;;;;9999;In Stock;No;FUSION_STC-SOP-DKB.jpg;0;3;Fusion Hardware;469739
SQRSOAPLC;8,41248E+11;Fusion Hardware SQRSOAPLC SOAP DISH - SQUARE - POLISHED CHROME;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;FUSION_SQR-SOA-PLC.jpg;0;3;Fusion Hardware;469691
SONSOPORB;8,41248E+11;Fusion Hardware SONSOPORB SOAP DISPENSER - SONOMA - OIL RUBBED BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";66,738875;;;;;;9999;In Stock;No;FUSION_SON-SOP-ORB.jpg;0;3;Fusion Hardware;469719
RIVSOPMDB;8,41248E+11;Fusion Hardware RIVSOPMDB SOAP DISPENSER - RIVER ROCK - MEDIUM BRONZE;Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;65,989;;;;;;9999;In Stock;No;FUSION_RIV-SOP-MDB.jpg;0;3;Fusion Hardware;469703
MANSOPPLC;8,41248E+11;Fusion Hardware MANSOPPLC SOAP DISPENSER - MANHATTAN - POLISHED CHROME;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;56,240625;;;;;;9999;In Stock;No;FUSION_MAN-SOP-PLC.jpg;0;3;Fusion Hardware;469644
GARSOPORB;8,41248E+11;Fusion Hardware GARSOPORB SOAP DISPENSER - GARDEN TRELLIS - OIL RUBBED BRONZE;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;61,48975;;;;;;9999;In Stock;No;FUSION_GAR-SOP-ORB.jpg;0;3;Fusion Hardware;469635
CPASOPMDB;8,41248E+11;Fusion Hardware CPASOPMDB SOAP DISPENSER - CAPE ANNE - MEDIUM BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";47,992;;;;;;9999;In Stock;No;FUSION_CPA-SOP-MDB.jpg;0;3;Fusion Hardware;469607
CDMSOPBRN;8,41248E+11;Fusion Hardware CDMSOPBRN SOAP DISPENSER - CORONA DEL MAR - BRUSHED NICKEL;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";44,242625;;;;;;9999;In Stock;No;FUSION_CDM-SOP-BRN.jpg;0;3;Fusion Hardware;469623
BORSOPATP;8,41248E+11;Fusion Hardware BORSOPATP SOAP DISPENSER - BORDEAUX - ANTIQUE PEWTER;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;65,989;;;;;;9999;In Stock;No;FUSION_BOR-SOP-ATP.jpg;0;3;Fusion Hardware;469598
BELSOPATC;8,41248E+11;Fusion Hardware BELSOPATC SOAP DISPENSER - BELLA VILLA - ANTIQUE COPPER;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;71,988;;;;;;9999;In Stock;No;FUSION_BEL-SOP-ATC.jpg;0;3;Fusion Hardware;469583
SQRSOABRN;8,41248E+11;Fusion Hardware SQRSOABRN SOAP DISH - SQUARE - BRUSHED NICKEL;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469686
BELSOPMDB;8,41248E+11;Fusion Hardware BELSOPMDB SOAP DISPENSER - BELLA VILLA - MEDIUM BRONZE;Infused with a centuries old love of beauty. Bella Villa adds a Mediterranean warmth, with simplistic function and superior artistic craftsmanship.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;71,988;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469584
CDMSOPORB;8,41248E+11;Fusion Hardware CDMSOPORB SOAP DISPENSER - CORONA DEL MAR - OIL RUBBED BRONZE;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";44,242625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469626
SQRSOAORB;8,41248E+11;Fusion Hardware SQRSOAORB SOAP DISH - SQUARE - OIL RUBBED BRONZE;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469690
BORSOPORB;8,41248E+11;Fusion Hardware BORSOPORB SOAP DISPENSER - BORDEAUX - OIL RUBBED BRONZE;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;65,989;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469599
CPASOPORB;8,41248E+11;Fusion Hardware CPASOPORB SOAP DISPENSER - CAPE ANNE - OIL RUBBED BRONZE;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";47,992;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469608
BORSOPATC;8,41248E+11;Fusion Hardware BORSOPATC SOAP DISPENSER - BORDEAUX - ANTIQUE COPPER;The French Country inspired Bordeaux. Theme group allows one to truly complete an impactful interior design concept in this popular style.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;65,989;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469597
MANSOPBRN;8,41248E+11;Fusion Hardware MANSOPBRN SOAP DISPENSER - MANHATTAN - BRUSHED NICKEL;Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;56,240625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469643
CPASOPBRN;8,41248E+11;Fusion Hardware CPASOPBRN SOAP DISPENSER - CAPE ANNE - BRUSHED NICKEL;"Cape Anne offers a warm and familiar "" New England"" style. With its crisply forged details and extended spout its capable of enriching a variety of bath and kitchen environments.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";47,992;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469606
SQRSOAPVD;8,41248E+11;Fusion Hardware SQRSOAPVD SOAP DISH - SQUARE - PVD BRASS.;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469692
CDMSOPMDB;8,41248E+11;Fusion Hardware CDMSOPMDB SOAP DISPENSER - CORONA DEL MAR - MEDIUM BRONZE;"Corona Del Mar is a fresh adaptation of a traditional ""J"" spout design. Designed to offer great flexibility by supporting a number of interior concepts with two level options and scaled to support a broad range of installation needs.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";44,242625;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469624
RIVSOPDKB;8,41248E+11;Fusion Hardware RIVSOPDKB SOAP DISPENSER - RIVER ROCK - DARK BRONZE;Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;65,989;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469702
SONSOPMDB;8,41248E+11;Fusion Hardware SONSOPMDB SOAP DISPENSER - SONOMA - MEDIUM BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";66,738875;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469718
STCSOPMDB;8,41248E+11;Fusion Hardware STCSOPMDB SOAP DISPENSER - ST CHARLES - MEDIUM BRONZE;"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>";65,989;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469740
GARSOPBRN;8,41248E+11;Fusion Hardware GARSOPBRN SOAP DISPENSER - GARDEN TRELLIS - BRUSHED NICKEL;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Solid brass construction</li><li>Large 16oz. soap reservoir</li><li>Soap or Lotion can easily be refilled above deck</li></ul>;61,48975;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469634
SQRSOAATC;8,41248E+11;Fusion Hardware SQRSOAATC SOAP DISH - SQUARE - ANTIQUE COPPER;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469683
SQRSOAATP;8,41248E+11;Fusion Hardware SQRSOAATP SOAP DISH - SQUARE - ANTIQUE PEWTER;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469684
SQRSOADKB;8,41248E+11;Fusion Hardware SQRSOADKB SOAP DISH - SQUARE - DARK BRONZE;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469687
SQRSOAMDB;8,41248E+11;Fusion Hardware SQRSOAMDB SOAP DISH - SQUARE - MEDIUM BRONZE;Finish Matching Items.<br><ul><li>Solid brass construction</li><li>Easy to Install  </li><li>Mounting hardware included</li></ul>;51,741375;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;469688
MATBSPPLC;8,41248E+11;Fusion Hardware MATBSPPLC BODY SPRAY - POLISHED CHROME;Finish Matching Items.<br><ul><li>Pivotable Head for optimal postioning</li><li>Brass Construction</li><li>Neoprene Nubs for easy cleaning</li><li>15 degree spray pattern at 60 psi</li></ul>;59,240125;;;;;;9999;In Stock;No;FUSION_MAT-BSP-PLC.jpg;0;3;Fusion Hardware;470099
MATBSPBRN;8,41248E+11;Fusion Hardware MATBSPBRN BODY SPRAY - BRUSHED NICKEL;Finish Matching Items.<br><ul><li>Pivotable Head for optimal postioning</li><li>Brass Construction</li><li>Neoprene Nubs for easy cleaning</li><li>15 degree spray pattern at 60 psi</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470092
MATBSPORB;8,41248E+11;Fusion Hardware MATBSPORB BODY SPRAY - OIL RUBBED BRONZE;Finish Matching Items.<br><ul><li>Pivotable Head for optimal postioning</li><li>Brass Construction</li><li>Neoprene Nubs for easy cleaning</li><li>15 degree spray pattern at 60 psi</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470098
MATBSPATC;8,41248E+11;Fusion Hardware MATBSPATC BODY SPRAY - ANTIQUE COPPER                             .;Finish Matching Items.<br><ul><li>Pivotable Head for optimal postioning</li><li>Brass Construction</li><li>Neoprene Nubs for easy cleaning</li><li>15 degree spray pattern at 60 psi</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470090
MATBSPDKB;8,41248E+11;Fusion Hardware MATBSPDKB BODY SPRAY - DARK BRONZE;Finish Matching Items.<br><ul><li>Pivotable Head for optimal postioning</li><li>Brass Construction</li><li>Neoprene Nubs for easy cleaning</li><li>15 degree spray pattern at 60 psi</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470094
MATBSPMDB;8,41248E+11;Fusion Hardware MATBSPMDB BODY SPRAY - MEDIUM BRONZE;Finish Matching Items.<br><ul><li>Pivotable Head for optimal postioning</li><li>Brass Construction</li><li>Neoprene Nubs for easy cleaning</li><li>15 degree spray pattern at 60 psi</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470096
MATBSPATP;8,41248E+11;Fusion Hardware MATBSPATP BODY SPRAY - ANTIQUE PEWTER;Finish Matching Items.<br><ul><li>Pivotable Head for optimal postioning</li><li>Brass Construction</li><li>Neoprene Nubs for easy cleaning</li><li>15 degree spray pattern at 60 psi</li></ul>;59,240125;;;;;;9999;In Stock;No;;0;3;Fusion Hardware;470091
STCPDKDKB;8,41248E+11;Fusion Hardware STCPDKDKB 2 POSITION PULL DOWN KITCHEN MONO-BLOCK FAUCET - ST. CHARLES - DARK BRONZE;"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Single Handle temperature and volume control.</li><li>Extended Spout Height for ease of use with large pots and trays.</li><li>Solid Brass Construction and Ceramic Cartridge Design</li></ul>";396,683875;;;;;;9999;In Stock;No;FUSION_STC-PDK-DKB.jpg;0;3;Fusion Hardware;469824
STCKVPDKB;8,41248E+11;Fusion Hardware STCKVPDKB KITCHEN/VESSEL/PREP FAUCET - ST CHARLES -  DARK BRONZE;"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Excellent size for prep or bar sink installations</li><li>Single Lever ceramic cartridge IAMPO rated and certified Solid Brass Construction</li><li>Includes a built-in diverter for connection to Kitchen Sprayer</li></ul>";366,688875;;;;;;9999;In Stock;No;FUSION_STC-KVP-DKB.jpg;0;3;Fusion Hardware;469822
STCKITMDB;8,41248E+11;"Fusion Hardware STCKITMDB 8"" KITCHEN FAUCET - ST CHARLES - MEDIUM BRONZE";"A classic interpretation of the French Gothic style. St. Charles has the detailing of ""Fleur de Lys"" in authentic period bronze finish for a romantic and compelling design statement.<br><ul><li>Ceramic disc cartridge</li><li>Flow rate: 2.2 GPM @ 60 PSI</li><li>3 Hole Mount</li><li>1/2"" 14 NPSM - 2A Connection</li></ul>";431,178125;;;;;;9999;In Stock;No;FUSION_STC-KIT-MDB.jpg;0;3;Fusion Hardware;469820
SONPDKMDB;8,41248E+11;Fusion Hardware SONPDKMDB 2 POSITION PULL DOWN KITCHEN MONO-BLOCK FAUCET - SONOMA - MEDIUM BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Single Handle temperature and volume control.</li><li>Extended Spout Height for ease of use with large pots and trays.</li><li>Solid Brass Construction and Ceramic Cartridge Design</li></ul>";418,43025;;;;;;9999;In Stock;No;FUSION_SON-PDK-MDB.jpg;0;3;Fusion Hardware;469808
SONKVPMDB;8,41248E+11;Fusion Hardware SONKVPMDB KITCHEN/VESSEL/PREP FAUCET - SONOMA -  MEDIUM BRONZE;"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Excellent size for prep or bar sink installations</li><li>Single Lever ceramic cartridge IAMPO rated and certified Solid Brass Construction</li><li>Includes a built-in diverter for connection to Kitchen Sprayer</li></ul>";388,43525;;;;;;9999;In Stock;No;FUSION_SON-KVP-MDB.jpg;0;3;Fusion Hardware;469806
SONKITORB;8,41248E+11;"Fusion Hardware SONKITORB 8"" KITCHEN FAUCET - SONOMA - OIL RUBBED BRONZE";"Whether you desire a ""Mission"" or "" Arts and Crafts"" theme, Sonoma has the lines and architectural detailing to harmonize your décor down to the pinned mortise and tenon joints.<br><ul><li>Ceramic disc cartridge</li><li>Flow rate: 2.2 GPM @ 60 PSI</li><li>3 Hole Mount</li><li>1/2"" 14 NPSM - 2A Connection</li></ul>";516,663875;;;;;;9999;In Stock;No;FUSION_SON-KIT-ORB.jpg;0;3;Fusion Hardware;469804
SBHKITBRN;8,41248E+11;Fusion Hardware SBHKITBRN KITCHEN FAUCET - SOUTH BEACH - BRUSHED NICKEL ;"Form follows function with the clean lines and efficient design of South Beach. Matched with Brushed Nickel or highly Polished Chrome, the range is at home in most any comtemporary design scheme.<br><ul><li>Ceramic disc cartridge</li><li>Flow rate: 2.2 GPM @ 60 PSI</li><li>Single Hole mount</li><li>1/2"" 14 NPSM - 2A Connection</li></ul>";298,45025;;;;;;9999;In Stock;No;FUSION_SBH-KIT-BRN.jpg;0;3;Fusion Hardware;469814
RIVPDKMDB;8,41248E+11;Fusion Hardware RIVPDKMDB 2 POSITION PULL DOWN KITCHEN MONO-BLOCK FAUCET - RIVER ROCK - MEDIUM BRONZE;Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Single Handle temperature and volume control.</li><li>Extended Spout Height for ease of use with large pots and trays.</li><li>Solid Brass Construction and Ceramic Cartridge Design</li></ul>;366,688875;;;;;;9999;In Stock;No;FUSION_RIV-PDK-MDB.jpg;0;3;Fusion Hardware;469796
RIVKVPDKB;8,41248E+11;Fusion Hardware RIVKVPDKB KITCHEN/VESSEL/PREP FAUCET - RIVER ROCK - DARK BRONZE;Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Excellent size for prep or bar sink installations</li><li>Single Lever ceramic cartridge IAMPO rated and certified Solid Brass Construction</li><li>Includes a built-in diverter for connection to Kitchen Sprayer</li></ul>;336,693875;;;;;;9999;In Stock;No;FUSION_RIV-KVP-DKB.jpg;0;3;Fusion Hardware;469792
RIVKITDKB;8,41248E+11;"Fusion Hardware RIVKITDKB 8"" KITCHEN FAUCET - RIVER ROCK - DARK BRONZE";"Drawing from the natural beauty of earthen elements, River Rock offers the unique styling of individual hand cast elements to complete a strong yet tranquil design theme.<br><ul><li>Ceramic disc cartridge</li><li>Flow rate: 2.2 GPM @ 60 PSI</li><li>3 Hole Mount</li><li>1/2"" 14 NPSM - 2A Connection</li></ul>";411,681375;;;;;;9999;In Stock;No;FUSION_RIV-KIT-DKB.jpg;0;3;Fusion Hardware;469790
MANKCMPLC;8,41248E+11;Fusion Hardware MANKCMPLC KITCHEN CURVE MONO-BLOCK - MANHATTAN - POLISHED CHROME;"Tall and sleek like the skyline itself, the products of the Manhattan Theme are a formal addition to any progressive design concept.<br><ul><li>Ceramic disc valve</li><li>Single Hole Mount</li><li>Flow Rate 2.2 GPM @ 60 PSI</li><li>1/2"" - 14 NPSM-2A Connection</li></ul>";321,696375;;;;;;9999;In Stock;No;FUSION_MAN-KCM-PLC.jpg;0;3;Fusion Hardware;469788
GARPDKBRN;8,41248E+11;Fusion Hardware GARPDKBRN 2 POSITION PULL DOWN KITCHEN MONO-BLOCK FAUCET - GARDEN TRELLIS - BRUSHED NICKEL;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Single Handle temperature and volume control.</li><li>Extended Spout Height for ease of use with large pots and trays.</li><li>Solid Brass Construction and Ceramic Cartridge Design</li></ul>;362,9395;;;;;;9999;In Stock;No;FUSION_GAR-PDK-BRN.jpg;0;3;Fusion Hardware;469782
GARKVPBRN;8,41248E+11;Fusion Hardware GARKVPBRN KITCHEN/VESSEL/PREP FAUCET GARDEN TRELLIS BRUSHED NICKEL;With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Excellent size for prep or bar sink installations</li><li>Single Lever ceramic cartridge IAMPO rated and certified Solid Brass Construction</li><li>Includes a built-in diverter for connection to Kitchen Sprayer</li></ul>;332,9445;;;;;;9999;In Stock;No;FUSION_GAR-KVP-BRN.jpg;0;3;Fusion Hardware;469780
GARKITBRN;8,41248E+11;"Fusion Hardware GARKITBRN 8"" KITCHEN FAUCET - GARDEN TRELLIS - BRUSHED NICKEL";"With accents reminniscent of latticework or jungle rattan, Garden Trellis allows one to achieve a memorable and vivid interior design concept of many forms.<br><ul><li>Ceramic disc cartridge</li><li>Flow rate: 2.2 GPM @ 60 PSI</li><li>3 Hole Mount</li><li>1/2"" 14 NPSM - 2A Connection</li></ul>";373,43775;;;;;;9999;In Stock;No;FUSION_GAR-KIT-BRN.jpg;0;3;Fusion Hardware;469776
