MPID	Title	Brand	MPN	UPC	ISBN	SKU	ProductURL	Price	Availability	Description	ImageURL	Shipping	MerchantCategory	B_Category	ShippingWeight	Condition
10878	Kraus C-GV-101FR-12mm-1002 Frosted Glass Vessel Sink and Sheven Faucet	Kraus	C-GV-101FR-12mm-1002			C-GV-101FR-12mm-1002	http://www.expressdecor.com/kraus-c-gv-101fr-12mm-1002-frosted-glass-vessel-sink-and-sheven-faucet.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Sheven vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass s	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr12mm1002ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10879	Kraus C-GV-101FR-12mm-1005 Frosted Glass Vessel Sink and Riviera Faucet	Kraus	C-GV-101FR-12mm-1005			C-GV-101FR-12mm-1005	http://www.expressdecor.com/kraus-c-gv-101fr-12mm-1005-frosted-glass-vessel-sink-and-riviera-faucet.html	210	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish glass sink and Riviera vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is constr	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr12mm1005ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10880	Kraus C-GV-101FR-12mm-1007 Frosted Glass Vessel Sink and Ramus Faucet	Kraus	C-GV-101FR-12mm-1007			C-GV-101FR-12mm-1007	http://www.expressdecor.com/kraus-c-gv-101fr-12mm-1007-frosted-glass-vessel-sink-and-ramus-faucet.html	190	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Ramus vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass si	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr12mm1007ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10881	Kraus C-GV-101FR-12mm-1100 Frosted Glass Vessel Sink and Decor Faucet	Kraus	C-GV-101FR-12mm-1100			C-GV-101FR-12mm-1100	http://www.expressdecor.com/kraus-c-gv-101fr-12mm-1100-frosted-glass-vessel-sink-and-decor-faucet.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish glass sink and Decor vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is construc	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr12mm1100ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10882	Kraus C-GV-101FR-12mm-1200 Frosted Glass Vessel Sink and Millennium Faucet	Kraus	C-GV-101FR-12mm-1200			C-GV-101FR-12mm-1200	http://www.expressdecor.com/kraus-c-gv-101fr-12mm-1200-frosted-glass-vessel-sink-and-millennium-faucet.html	240	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Millennium vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Gla	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr12mm1200ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10883	Kraus C-GV-101FR-12mm-1300 Frosted Glass Vessel Sink and Bamboo Faucet	Kraus	C-GV-101FR-12mm-1300			C-GV-101FR-12mm-1300	http://www.expressdecor.com/kraus-c-gv-101fr-12mm-1300-frosted-glass-vessel-sink-and-bamboo-faucet.html	210	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Bamboo vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass s	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr12mm1300ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10884	Kraus C-GV-101FR-12mm-1800CH Frosted Glass Vessel Sink and Decus Faucet Chrome	Kraus	C-GV-101FR-12mm-1800CH			C-GV-101FR-12mm-1800CH	http://www.expressdecor.com/kraus-c-gv-101fr-12mm-1800ch-frosted-glass-vessel-sink-and-decus-faucet-chrome.html	190	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Decus vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass si	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr12mm1800ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10885	Kraus C-GV-101FR-12mm-1810CH Frosted Glass Vessel Sink and Visio Faucet Chrome	Kraus	C-GV-101FR-12mm-1810CH			C-GV-101FR-12mm-1810CH	http://www.expressdecor.com/kraus-c-gv-101fr-12mm-1810ch-frosted-glass-vessel-sink-and-visio-faucet-chrome.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Visio vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass si	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr12mm1810ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10886	Kraus C-GV-101FR-12mm-2180 Frosted Glass Vessel Sink and Aldo Stainless Steel Faucet	Kraus	C-GV-101FR-12mm-2180			C-GV-101FR-12mm-2180	http://www.expressdecor.com/kraus-c-gv-101fr-12mm-2180-frosted-glass-vessel-sink-and-aldo-stainless-steel-faucet.html	220	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Aldo stainless steel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr12mm2180-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10887	Kraus C-GV-101FR-14-12mm-10 Frosted 14 inch Glass Vessel Sink and Waterfall Faucet	Kraus	C-GV-101FR-14-12mm-10			C-GV-101FR-14-12mm-10	http://www.expressdecor.com/kraus-c-gv-101fr-14-12mm-10-frosted-14-inch-glass-vessel-sink-and-waterfall-faucet.html	220	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and matching waterfall faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Gl	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr1412mm10ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10888	Kraus C-GV-101FR-14-12mm-1002 Frosted 14 inch Glass Vessel Sink and Sheven Faucet	Kraus	C-GV-101FR-14-12mm-1002			C-GV-101FR-14-12mm-1002	http://www.expressdecor.com/kraus-c-gv-101fr-14-12mm-1002-frosted-14-inch-glass-vessel-sink-and-sheven-faucet.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Sheven vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass s	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr1412mm1002ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10889	Kraus C-GV-101FR-14-12mm-1005 Frosted 14 inch Glass Vessel Sink and Riviera Faucet	Kraus	C-GV-101FR-14-12mm-1005			C-GV-101FR-14-12mm-1005	http://www.expressdecor.com/kraus-c-gv-101fr-14-12mm-1005-frosted-14-inch-glass-vessel-sink-and-riviera-faucet.html	210	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish glass sink and Riviera vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is constr	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr1412mm1005ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10890	Kraus C-GV-101FR-14-12mm-1007 Frosted 14 inch Glass Vessel Sink and Ramus Faucet	Kraus	C-GV-101FR-14-12mm-1007			C-GV-101FR-14-12mm-1007	http://www.expressdecor.com/kraus-c-gv-101fr-14-12mm-1007-frosted-14-inch-glass-vessel-sink-and-ramus-faucet.html	190	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Ramus vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass si	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr1412mm1007ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10891	Kraus C-GV-101FR-14-12mm-1300 Frosted 14 inch Glass Vessel Sink and Bamboo Faucet	Kraus	C-GV-101FR-14-12mm-1300			C-GV-101FR-14-12mm-1300	http://www.expressdecor.com/kraus-c-gv-101fr-14-12mm-1300-frosted-14-inch-glass-vessel-sink-and-bamboo-faucet.html	210	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Bamboo vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass s	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr1412mm1300ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10892	Kraus C-GV-101FR-14-12mm-1800CH Frosted 14 inch Glass Vessel Sink and Decus Faucet Chrome	Kraus	C-GV-101FR-14-12mm-1800CH			C-GV-101FR-14-12mm-1800CH	http://www.expressdecor.com/kraus-c-gv-101fr-14-12mm-1800ch-frosted-14-inch-glass-vessel-sink-and-decus-faucet-chrome.html	190	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Decus vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass si	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr1412mm1800ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10893	Kraus C-GV-101FR-14-12mm-1810CH Frosted 14 inch Glass Vessel Sink and Visio Faucet Chrome	Kraus	C-GV-101FR-14-12mm-1810CH			C-GV-101FR-14-12mm-1810CH	http://www.expressdecor.com/kraus-c-gv-101fr-14-12mm-1810ch-frosted-14-inch-glass-vessel-sink-and-visio-faucet-chrome.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Clear glass sink and Visio vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass si	http://www.expressdecor.com/media/catalog/product/c/g/cgv101fr1412mm1810ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10894	Kraus C-GV-103-12mm-10 Clear Brown Glass Vessel Sink and Waterfall Faucet	Kraus	C-GV-103-12mm-10			C-GV-103-12mm-10	http://www.expressdecor.com/kraus-c-gv-103-12mm-10-clear-brown-glass-vessel-sink-and-waterfall-faucet.html	220	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and matching waterfall faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm10ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10895	Kraus C-GV-103-12mm-1002 Clear Brown Glass Vessel Sink and Sheven Faucet	Kraus	C-GV-103-12mm-1002			C-GV-103-12mm-1002	http://www.expressdecor.com/kraus-c-gv-103-12mm-1002-clear-brown-glass-vessel-sink-and-sheven-faucet.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Sheven vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is c	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm1002ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10896	Kraus C-GV-103-12mm-1005 Clear Brown Glass Vessel Sink and Riviera Faucet	Kraus	C-GV-103-12mm-1005			C-GV-103-12mm-1005	http://www.expressdecor.com/kraus-c-gv-103-12mm-1005-clear-brown-glass-vessel-sink-and-riviera-faucet.html	210	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish glass sink and Riviera vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is constr	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm1005ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10897	Kraus C-GV-103-12mm-1007 Clear Brown Glass Vessel Sink and Ramus Faucet	Kraus	C-GV-103-12mm-1007			C-GV-103-12mm-1007	http://www.expressdecor.com/kraus-c-gv-103-12mm-1007-clear-brown-glass-vessel-sink-and-ramus-faucet.html	190	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Ramus vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is co	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm1007ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10898	Kraus C-GV-103-12mm-1100 Clear Brown Glass Vessel Sink and Decor Faucet	Kraus	C-GV-103-12mm-1100			C-GV-103-12mm-1100	http://www.expressdecor.com/kraus-c-gv-103-12mm-1100-clear-brown-glass-vessel-sink-and-decor-faucet.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish glass sink and Decor vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is construc	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm1100ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10899	Kraus C-GV-103-12mm-1200 Clear Brown Glass Vessel Sink and Millennium Faucet	Kraus	C-GV-103-12mm-1200			C-GV-103-12mm-1200	http://www.expressdecor.com/kraus-c-gv-103-12mm-1200-clear-brown-glass-vessel-sink-and-millennium-faucet.html	240	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Millennium vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink 	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm1200ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10900	Kraus C-GV-103-12mm-1300 Clear Brown Glass Vessel Sink and Bamboo Faucet	Kraus	C-GV-103-12mm-1300	"812679010460, 812679010477, 812679010484, 812679010491"		C-GV-103-12mm-1300	http://www.expressdecor.com/kraus-c-gv-103-12mm-1300-clear-brown-glass-vessel-sink-and-bamboo-faucet.html	210	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Bamboo vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is c	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm1300ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10901	Kraus C-GV-103-12mm-1800CH Clear Brown Glass Vessel Sink and Decus Faucet Chrome	Kraus	C-GV-103-12mm-1800CH			C-GV-103-12mm-1800CH	http://www.expressdecor.com/kraus-c-gv-103-12mm-1800ch-clear-brown-glass-vessel-sink-and-decus-faucet-chrome.html	190	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Decus vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is co	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm1800ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10902	Kraus C-GV-103-12mm-1810CH Clear Brown Glass Vessel Sink and Visio Faucet Chrome	Kraus	C-GV-103-12mm-1810CH			C-GV-103-12mm-1810CH	http://www.expressdecor.com/kraus-c-gv-103-12mm-1810ch-clear-brown-glass-vessel-sink-and-visio-faucet-chrome.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Visio vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is co	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm1810ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10903	Kraus C-GV-103-12mm-2180 Clear Brown Glass Vessel Sink and Aldo Stainless Steel Faucet	Kraus	C-GV-103-12mm-2180			C-GV-103-12mm-2180	http://www.expressdecor.com/kraus-c-gv-103-12mm-2180-clear-brown-glass-vessel-sink-and-aldo-stainless-steel-faucet.html	230	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Aldo stainless steel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass si	http://www.expressdecor.com/media/catalog/product/c/g/cgv10312mm2180-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10904	Kraus C-GV-103-14-12mm-10 Clear Brown 14 inch Glass Vessel Sink and Waterfall Faucet	Kraus	C-GV-103-14-12mm-10			C-GV-103-14-12mm-10	http://www.expressdecor.com/kraus-c-gv-103-14-12mm-10-clear-brown-14-inch-glass-vessel-sink-and-waterfall-faucet.html	220	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and matching waterfall faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink	http://www.expressdecor.com/media/catalog/product/c/g/cgv1031412mm10ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10905	Kraus C-GV-103-14-12mm-1002 Clear Brown 14 inch Glass Vessel Sink and Sheven Faucet	Kraus	C-GV-103-14-12mm-1002			C-GV-103-14-12mm-1002	http://www.expressdecor.com/kraus-c-gv-103-14-12mm-1002-clear-brown-14-inch-glass-vessel-sink-and-sheven-faucet.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Sheven vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is c	http://www.expressdecor.com/media/catalog/product/c/g/cgv1031412mm1002ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10906	Kraus C-GV-103-14-12mm-1005 Clear Brown 14 inch Glass Vessel Sink and Riviera Faucet	Kraus	C-GV-103-14-12mm-1005			C-GV-103-14-12mm-1005	http://www.expressdecor.com/kraus-c-gv-103-14-12mm-1005-clear-brown-14-inch-glass-vessel-sink-and-riviera-faucet.html	210	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish glass sink and Riviera vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is constr	http://www.expressdecor.com/media/catalog/product/c/g/cgv1031412mm1005ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10907	Kraus C-GV-103-14-12mm-1007 Clear Brown 14 inch Glass Vessel Sink and Ramus Faucet	Kraus	C-GV-103-14-12mm-1007			C-GV-103-14-12mm-1007	http://www.expressdecor.com/kraus-c-gv-103-14-12mm-1007-clear-brown-14-inch-glass-vessel-sink-and-ramus-faucet.html	190	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Ramus vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is co	http://www.expressdecor.com/media/catalog/product/c/g/cgv1031412mm1007ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10908	Kraus C-GV-103-14-12mm-1300 Clear Brown 14 inch Glass Vessel Sink and Bamboo Faucet	Kraus	C-GV-103-14-12mm-1300			C-GV-103-14-12mm-1300	http://www.expressdecor.com/kraus-c-gv-103-14-12mm-1300-clear-brown-14-inch-glass-vessel-sink-and-bamboo-faucet.html	210	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Bamboo vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is c	http://www.expressdecor.com/media/catalog/product/c/g/cgv1031412mm1300ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10909	Kraus C-GV-103-14-12mm-1800CH Clear Brown 14 inch Glass Vessel Sink and Decus Faucet Chrome	Kraus	C-GV-103-14-12mm-1800CH			C-GV-103-14-12mm-1800CH	http://www.expressdecor.com/kraus-c-gv-103-14-12mm-1800ch-clear-brown-14-inch-glass-vessel-sink-and-decus-faucet-chrome.html	190	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Decus vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is co	http://www.expressdecor.com/media/catalog/product/c/g/cgv1031412mm1800ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10910	Kraus C-GV-103-14-12mm-1810CH Clear Brown 14 inch Glass Vessel Sink and Visio Faucet Chrome	Kraus	C-GV-103-14-12mm-1810CH			C-GV-103-14-12mm-1810CH	http://www.expressdecor.com/kraus-c-gv-103-14-12mm-1810ch-clear-brown-14-inch-glass-vessel-sink-and-visio-faucet-chrome.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Brown glass sink and Visio vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is co	http://www.expressdecor.com/media/catalog/product/c/g/cgv1031412mm1810ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10911	Kraus C-GV-103FR-12mm-10 Frosted Brown Glass Vessel Sink and Waterfall Faucet	Kraus	C-GV-103FR-12mm-10			C-GV-103FR-12mm-10	http://www.expressdecor.com/kraus-c-gv-103fr-12mm-10-frosted-brown-glass-vessel-sink-and-waterfall-faucet.html	220	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Brown glass sink and matching waterfall faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Gl	http://www.expressdecor.com/media/catalog/product/c/g/cgv103fr12mm10ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10912	Kraus C-GV-103FR-12mm-1002 Frosted Brown Glass Vessel Sink and Sheven Faucet	Kraus	C-GV-103FR-12mm-1002			C-GV-103FR-12mm-1002	http://www.expressdecor.com/kraus-c-gv-103fr-12mm-1002-frosted-brown-glass-vessel-sink-and-sheven-faucet.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Brown glass sink and Sheven vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass s	http://www.expressdecor.com/media/catalog/product/c/g/cgv103fr12mm1002ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10913	Kraus C-GV-103FR-12mm-1005 Frosted Brown Glass Vessel Sink and Riviera Faucet	Kraus	C-GV-103FR-12mm-1005			C-GV-103FR-12mm-1005	http://www.expressdecor.com/kraus-c-gv-103fr-12mm-1005-frosted-brown-glass-vessel-sink-and-riviera-faucet.html	210	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish glass sink and Riviera vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is constr	http://www.expressdecor.com/media/catalog/product/c/g/cgv103fr12mm1005ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10914	Kraus C-GV-103FR-12mm-1007 Frosted Brown Glass Vessel Sink and Ramus Faucet	Kraus	C-GV-103FR-12mm-1007			C-GV-103FR-12mm-1007	http://www.expressdecor.com/kraus-c-gv-103fr-12mm-1007-frosted-brown-glass-vessel-sink-and-ramus-faucet.html	190	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish Frosted Brown glass sink and Ramus vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass si	http://www.expressdecor.com/media/catalog/product/c/g/cgv103fr12mm1007ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10915	Kraus C-GV-103FR-12mm-1100 Frosted Brown Glass Vessel Sink and Decor Faucet	Kraus	C-GV-103FR-12mm-1100			C-GV-103FR-12mm-1100	http://www.expressdecor.com/kraus-c-gv-103fr-12mm-1100-frosted-brown-glass-vessel-sink-and-decor-faucet.html	200	In Stock	Add a touch of elegance to your bathroom with a glass sink combo from Kraus  Stylish glass sink and Decor vessel faucet will complement any bathroom decor   Installing combo is an ideal home improvement project  Sink   Glass sink is construc	http://www.expressdecor.com/media/catalog/product/c/g/cgv103fr12mm1100ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
