MPID	Title	Brand	MPN	UPC	ISBN	SKU	ProductURL	Price	Availability	Description	ImageURL	Shipping	MerchantCategory	B_Category	ShippingWeight	Condition
10792	Kraus GV-101-19mm Clear 19mm thick Glass Vessel Sink	Kraus	GV-101-19mm			GV-101-19mm	http://www.expressdecor.com/kraus-gv-101-19mm-clear-19mm-thick-glass-vessel-sink.html	104.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space  Sink provides an easy home improvement project  Clear Glass sink is constructed from soli	http://www.expressdecor.com/media/catalog/product/g/v/gv10119mmch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10793	Kraus GV-101 Clear Glass Vessel Sink	Kraus	GV-101			GV-101	http://www.expressdecor.com/kraus-gv-101-clear-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space  Sink provides an easy home improvement project  Clear Glass sink is constructed from soli	http://www.expressdecor.com/media/catalog/product/g/v/gv101ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10794	Kraus GV-101-14 Clear 14 inch Glass Vessel Sink 	Kraus	GV-101-14			GV-101-14	http://www.expressdecor.com/kraus-gv-101-14-clear-14-inch-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space  Sink provides an easy home improvement project  Clear Glass sink is constructed from soli	http://www.expressdecor.com/media/catalog/product/g/v/gv10114ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10795	Kraus GV-150-19mm Clear 34mm edge Glass Vessel Sink	Kraus	GV-150-19mm			GV-150-19mm	http://www.expressdecor.com/kraus-gv-150-19mm-clear-34mm-edge-glass-vessel-sink.html	124.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Glass sink is constructed from solid tem	http://www.expressdecor.com/media/catalog/product/g/v/gv15019mmch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10796	Kraus GV-101FR Frosted Glass Vessel Sink 	Kraus	GV-101FR			GV-101FR	http://www.expressdecor.com/kraus-gv-101fr-frosted-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Frosted Clear Glass sink is constructed 	http://www.expressdecor.com/media/catalog/product/g/v/gv101frch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10797	Kraus GV-101FR-14 Frosted 14 inch Glass Vessel Sink	Kraus	GV-101FR-14			GV-101FR-14	http://www.expressdecor.com/kraus-gv-101fr-14-frosted-14-inch-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Frosted Clear Glass sink is constructed 	http://www.expressdecor.com/media/catalog/product/g/v/gv101fr14ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10798	Kraus GV-103 Clear Brown Glass Vessel Sink 	Kraus	GV-103			GV-103	http://www.expressdecor.com/kraus-gv-103-clear-brown-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Brown Glass sink is constructed from sol	http://www.expressdecor.com/media/catalog/product/g/v/gv103ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10799	Kraus GV-103-14 Clear Brown 14 inch Glass Vessel Sink	Kraus	GV-103-14			GV-103-14	http://www.expressdecor.com/kraus-gv-103-14-clear-brown-14-inch-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Brown Glass sink is constructed from sol	http://www.expressdecor.com/media/catalog/product/g/v/gv10314ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10800	Kraus GV-103FR Frosted Brown Glass Vessel Sink 	Kraus	GV-103FR			GV-103FR	http://www.expressdecor.com/kraus-gv-103fr-frosted-brown-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Frosted Brown Glass sink is constructed 	http://www.expressdecor.com/media/catalog/product/g/v/gv103frch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10801	Kraus GV-103FR-14 Frosted Brown 14 inch Glass Vessel Sink	Kraus	GV-103FR-14			GV-103FR-14	http://www.expressdecor.com/kraus-gv-103fr-14-frosted-brown-14-inch-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Frosted Brown Glass sink is constructed 	http://www.expressdecor.com/media/catalog/product/g/v/gv103fr14ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10802	Kraus GV-104 Clear Black Glass Vessel Sink	Kraus	GV-104			GV-104	http://www.expressdecor.com/kraus-gv-104-clear-black-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Black Glass sink is constructed from sol	http://www.expressdecor.com/media/catalog/product/g/v/gv104ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10803	Kraus GV-104-14 Clear Black 14 inch Glass Vessel Sink	Kraus	GV-104-14			GV-104-14	http://www.expressdecor.com/kraus-gv-104-14-clear-black-14-inch-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Black Glass sink is constructed from sol	http://www.expressdecor.com/media/catalog/product/g/v/gv10414ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10804	Kraus GV-104FR Frosted Black Glass Vessel Sink	Kraus	GV-104FR			GV-104FR	http://www.expressdecor.com/kraus-gv-104fr-frosted-black-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Frosted Black Glass sink is constructed 	http://www.expressdecor.com/media/catalog/product/g/v/gv104frch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10805	Kraus GV-104FR-14 Frosted Black 14 inch Glass Vessel Sink 	Kraus	GV-104FR-14			GV-104FR-14	http://www.expressdecor.com/kraus-gv-104fr-14-frosted-black-14-inch-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Frosted Black Glass sink is constructed 	http://www.expressdecor.com/media/catalog/product/g/v/gv104fr14ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10806	Kraus GV-500 Broken Glass Vessel Sink 	Kraus	GV-500			GV-500	http://www.expressdecor.com/kraus-gv-500-broken-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Glass sink is constructed from solid tem	http://www.expressdecor.com/media/catalog/product/g/v/gv500ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10807	Kraus GV-500-14 14 inch Broken Glass Vessel Sink	Kraus	GV-500-14			GV-500-14	http://www.expressdecor.com/kraus-gv-500-14-14-inch-broken-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Glass sink is constructed from solid tem	http://www.expressdecor.com/media/catalog/product/g/v/gv50014ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10808	Kraus GV-950 Broken Glass Vessel Sink 	Kraus	GV-950			GV-950	http://www.expressdecor.com/kraus-gv-950-broken-glass-vessel-sink.html	89.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Glass sink is constructed from solid tem	http://www.expressdecor.com/media/catalog/product/g/v/gv950ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10809	Kraus GVS-901-19mm Aquamarine Square Clear Glass Vessel Sink	Kraus	GVS-901-19mm			GVS-901-19mm	http://www.expressdecor.com/kraus-gvs-901-19mm-aquamarine-square-clear-glass-vessel-sink.html	149.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Glass sink is constructed from solid tem	http://www.expressdecor.com/media/catalog/product/g/v/gvs90119mmch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10810	Kraus GVS-901FR-19mm Aquamarine Square Frosted Glass Vessel Sink	Kraus	GVS-901FR-19mm			GVS-901FR-19mm	http://www.expressdecor.com/kraus-gvs-901fr-19mm-aquamarine-square-frosted-glass-vessel-sink.html	149.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Glass sink is constructed from solid tem	http://www.expressdecor.com/media/catalog/product/g/v/gvs901fr19mmch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10811	Kraus GVS-910-15mm Alexandrite Square Clear Glass Vessel Sink	Kraus	GVS-910-15mm			GVS-910-15mm	http://www.expressdecor.com/kraus-gvs-910-15mm-alexandrite-square-clear-glass-vessel-sink.html	99.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Glass sink is constructed from solid tem	http://www.expressdecor.com/media/catalog/product/g/v/gvs91015mmch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10812	Kraus GVS-930-19mm Oceania Square Clear Glass Vessel Sink 	Kraus	GVS-930-19mm			GVS-930-19mm	http://www.expressdecor.com/kraus-gvs-930-19mm-oceania-square-clear-glass-vessel-sink.html	149.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Glass sink is constructed from solid tem	http://www.expressdecor.com/media/catalog/product/g/v/gvs93019mmch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10813	Kraus GVS-930FR-19mm Oceania Square Frosted Glass Vessel Sink 	Kraus	GVS-930FR-19mm			GVS-930FR-19mm	http://www.expressdecor.com/kraus-gvs-930fr-19mm-oceania-square-frosted-glass-vessel-sink.html	149.95	In Stock	Fashionable bathroom sink is the perfect harmony of elegance and style  Eye-catching glass vessel sink will turn an ordinary bathroom into a lavish space   Sink provides an easy home improvement project  Glass sink is constructed from solid tem	http://www.expressdecor.com/media/catalog/product/g/v/gvs930fr19mmch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10814	Kraus GV-200-19mm Galaxy Red 19mm Glass Vessel Sink	Kraus	GV-200-19mm			GV-200-19mm	http://www.expressdecor.com/kraus-gv-200-19mm-galaxy-red-19mm-glass-vessel-sink.html	129.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv20019mmch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10815	Kraus GV-200 Irruption Red Glass Vessel Sink 	Kraus	GV-200			GV-200	http://www.expressdecor.com/kraus-gv-200-irruption-red-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv200ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10816	Kraus GV-200-14 Irruption Red 14 inch Glass Vessel Sink	Kraus	GV-200-14			GV-200-14	http://www.expressdecor.com/kraus-gv-200-14-irruption-red-14-inch-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv20014ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10817	Kraus GVR-200-RE Irruption Red Rectangular Glass Vessel Sink	Kraus	GVR-200-RE			GVR-200-RE	http://www.expressdecor.com/kraus-gvr-200-re-irruption-red-rectangular-glass-vessel-sink.html	119.95	In Stock	This rectangular glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid temper	http://www.expressdecor.com/media/catalog/product/g/v/gvr200rech-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10818	Kraus GV-204-19mm Galaxy Blue 19mm Glass Vessel Sink	Kraus	GV-204-19mm			GV-204-19mm	http://www.expressdecor.com/kraus-gv-204-19mm-galaxy-blue-19mm-glass-vessel-sink.html	129.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv20419mmch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10819	Kraus GV-204 Irruption Blue Glass Vessel Sink 	Kraus	GV-204			GV-204	http://www.expressdecor.com/kraus-gv-204-irruption-blue-glass-vessel-sink.html	109.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv204ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10820	Kraus GV-204-14 Irruption Blue 14 inch Glass Vessel Sink 	Kraus	GV-204-14			GV-204-14	http://www.expressdecor.com/kraus-gv-204-14-irruption-blue-14-inch-glass-vessel-sink-with.html	109.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv20414ch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10821	Kraus GVR-204-RE Irruption Blue Rectangular Glass Vessel Sink	Kraus	GVR-204-RE			GVR-204-RE	http://www.expressdecor.com/kraus-gvr-204-re-irruption-blue-rectangular-glass-vessel-sink.html	129.95	In Stock	This rectangular glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid temper	http://www.expressdecor.com/media/catalog/product/g/v/gvr204rech-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10822	Kraus GVR-210-RE Golden Pearl Rectangular Glass Bathroom Vessel Sink	Kraus	GVR-210-RE			GVR-210-RE	http://www.expressdecor.com/kraus-gvr-210-re-golden-pearl-rectangular-glass-bathroom-vessel-sink.html	129.95	In Stock	This rectangular glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid temper	http://www.expressdecor.com/media/catalog/product/g/v/gvr210rech-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10823	Kraus GV-400 Fire Opal Glass Vessel Sink	Kraus	GV-400			GV-400	http://www.expressdecor.com/kraus-gv-400-fire-opal-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv400ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10824	Kraus GV-400-14 Fire Opal 14 inch Glass Vessel Sink 	Kraus	GV-400-14			GV-400-14	http://www.expressdecor.com/kraus-gv-400-14-fire-opal-14-inch-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv40014ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10825	Kraus GVR-400-RE Fire Opal Rectangular Glass Vessel Sink 	Kraus	GVR-400-RE			GVR-400-RE	http://www.expressdecor.com/kraus-gvr-400-re-fire-opal-rectangular-glass-vessel-sink.html	129.95	In Stock	This rectangular glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid temper	http://www.expressdecor.com/media/catalog/product/g/v/gvr400rech-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10826	Kraus GV-410 Autumn Glass Vessel Sink	Kraus	GV-410			GV-410	http://www.expressdecor.com/kraus-gv-410-autumn-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv410ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10827	Kraus GV-410-14 Autumn 14 inch Glass Vessel Sink	Kraus	GV-410-14			GV-410-14	http://www.expressdecor.com/kraus-gv-410-14-autumn-14-inch-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv41014ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10828	Kraus GVR-410-RE Autumn Rectangular Glass Vessel Sink 	Kraus	GVR-410-RE			GVR-410-RE	http://www.expressdecor.com/kraus-gvr-410-re-autumn-rectangular-glass-vessel-sink.html	129.95	In Stock	This rectangular glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid temper	http://www.expressdecor.com/media/catalog/product/g/v/gvr410rech-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10829	Kraus GV-421-19mm Amber 19mm Glass Vessel Sink	Kraus	GV-421-19mm			GV-421-19mm	http://www.expressdecor.com/kraus-gv-421-19mm-amber-19mm-glass-vessel-sink.html	129.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv42119mmch-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10830	Kraus GV-421 Amber Glass Vessel Sink 	Kraus	GV-421			GV-421	http://www.expressdecor.com/kraus-gv-421-amber-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv421ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10831	Kraus GVR-420-RE Amber Rectangular Glass Vessel Sink	Kraus	GVR-420-RE			GVR-420-RE	http://www.expressdecor.com/kraus-gvr-420-re-amber-rectangular-glass-vessel-sink.html	129.95	In Stock	This rectangular glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid temper	http://www.expressdecor.com/media/catalog/product/g/v/gvr420rech-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10832	Kraus GV-430 Boulder Opal Glass Vessel Sink	Kraus	GV-430			GV-430	http://www.expressdecor.com/kraus-gv-430-boulder-opal-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv430ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10833	Kraus GV-430-14 Boulder Opal 14 inch Glass Vessel Sink	Kraus	GV-430-14			GV-430-14	http://www.expressdecor.com/kraus-gv-430-14-boulder-opal-14-inch-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv43014ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10834	Kraus GVR-430-RE Boulder Opal Rectangular Glass Vessel Sink	Kraus	GVR-430-RE			GVR-430-RE	http://www.expressdecor.com/kraus-gvr-430-re-boulder-opal-rectangular-glass-vessel-sink.html	129.95	In Stock	This rectangular glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid temper	http://www.expressdecor.com/media/catalog/product/g/v/gvr430rech-1.jpg	0	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10835	Kraus GV-450 Onyx Glass Vessel Sink	Kraus	GV-450			GV-450	http://www.expressdecor.com/kraus-gv-450-onyx-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv450ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10836	Kraus GV-450-14 Onyx 14 inch Glass Vessel Sink 	Kraus	GV-450-14			GV-450-14	http://www.expressdecor.com/kraus-gv-450-14-onyx-14-inch-glass-vessel-sink.html	99.95	In Stock	This round glass vessel sink is a fusion of elegance and modern  Stylish sink features a unique handcrafted design   Elegant and exquisite sink will turn any bathroom into a stylish masterpiece  Glass sink is constructed from solid tempered gla	http://www.expressdecor.com/media/catalog/product/g/v/gv45014ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
10837	Kraus GV-580 Copper Illusion Glass Vessel Sink	Kraus	GV-580			GV-580	http://www.expressdecor.com/kraus-gv-580-copper-illusion-glass-vessel-sink.html	99.95	In Stock	"This elegant glass vessel sink is unique in both design and texture   The bowl features various shimmering shades of copper, brown, and black that are fused together in a one-of-a-kind design   The Copper Illusion glass vessel sink will add grande"	http://www.expressdecor.com/media/catalog/product/g/v/gv580ch-1.jpg	15	Bathroom > Bathroom Faucets  > Bathroom Sinks  > Bathroom Combos	Tools & Hardware>Plumbing & Fixtures>Sinks		New
