SKU;UPC;ProductName;Description;Price;Category;Attribute;MetaTitle;MetaDescription;MetaKeywords;Qty;Stock;Managestock;BaseImage;Weight;is_processed
"CHO-1800-40";"881208013876";"Houzer CHO-1800-40 Opus Undermount Lavatory Bowl w/ Overflow";"It has it all - classic curves, beautiful lines, and a lustrous shine. 15-1/2"" x 11-3/8"" inner dimension with a 6"" depth. 1-1/2"" drain opening with or without overflow hole. Fits 21"" cabinets.<br><ul><li>Mounting clips and template included</li><li>Bowl 15.5"" W x 11.375"" H x 6"" deep.</li><li>Lustrous Satin Finish, SpecPlus edge, StoneGuard undercoating</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"179,7675";"";"";"";"";"";"9999";"In Stock";"No";"CHO1800.jpg";"1.00";"1"
"CHT-1800-40";"881208013869";"Houzer CHT-1800-40 Opus Topmount Lavatory Bowl";"It has it all - classic curves, beautiful lines, and a lustrous shine. 15-1/2"" x 11-3/8"" inner dimension with a 6"" depth. 1-1/2"" drain opening with or without overflow hole. Fits 21"" cabinets.<br><ul><li>Mounting clips included</li><li>Bowl 15.5"" W x 11.375"" H x 6"" deep.</li><li>Lustrous Satin Finish, SpecPlus edge, StoneGuard undercoating</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"149,7375";"";"";"";"";"";"9999";"In Stock";"No";"CHT1800.jpg";"1.00";"1"
"CHTO-1800-40";"881208013883";"Houzer CHTO-1800-40 Opus Topmount Lavatory Bowl w/ Overflow";"It has it all - classic curves, beautiful lines, and a lustrous shine. 15-1/2"" x 11-3/8"" inner dimension with a 6"" depth. 1-1/2"" drain opening with or without overflow hole. Fits 21"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 15.5"" W x 11.375"" H x 6"" deep.</li><li>Lustrous Satin Finish, SpecPlus edge, StoneGuard undercoating</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"179,7675";"";"";"";"";"";"9999";"In Stock";"No";"CHTO1800.jpg";"1.00";"1"
"CR-1620-40";"881208013753";"Houzer CR-1620-40 Opus Conical Undermount Lavatory Bowl";"Brings high style to any bar or powder room. 14-3/8"" Inner dimension with a 6-1/4"" depth. 1-1/2"" drain opening with or without an overflow hole. Fits 21"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 14.375"" Diameter x6.125"" deep.</li><li>Lustrous Satin Finish, SpecPlus edge, StoneGuard undercoating</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"119,79";"";"";"";"";"";"9999";"In Stock";"No";"CR1620.jpg";"1.00";"1"
"CRO-1620-40";"881208013753";"Houzer CRO-1620-40 Opus Conical Undermount Lavatory Bowl w/ Overflow";"Brings high style to any bar or powder room. 14-3/8"" Inner dimension with a 6-1/4"" depth. 1-1/2"" drain opening with or without an overflow hole. Fits 21"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 14.375"" Diameter x6.125"" deep.</li><li>Lustrous Satin Finish, SpecPlus edge, StoneGuard undercoating</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"149,82";"";"";"";"";"";"9999";"In Stock";"No";"CRO1620.jpg";"1.00";"1"
"CRT-1620-40";"881208013760";"Houzer CRT-1620-40 Opus Conical Topmount Lavatory Bowl";"Brings high style to any bar or powder room. 14-3/8"" Inner dimension with a 6-1/4"" depth. 1-1/2"" drain opening with or without an overflow hole. Fits 21"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 14.375"" Diameter x6.125"" deep.</li><li>Lustrous Satin Finish, SpecPlus edge, StoneGuard undercoating</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"119,79";"";"";"";"";"";"9999";"In Stock";"No";"CRT1620.jpg";"1.00";"1"
"CRTO-1620-40";"881208013760";"Houzer CRTO-1620-40 Opus Conical Topmount Lavatory Bowl w/ Overflow";"Brings high style to any bar or powder room. 14-3/8"" Inner dimension with a 6-1/4"" depth. 1-1/2"" drain opening with or without an overflow hole. Fits 21"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 14.375"" Diameter x6.125"" deep.</li><li>Lustrous Satin Finish, SpecPlus edge, StoneGuard undercoating</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"149,82";"";"";"";"";"";"9999";"In Stock";"No";"CRTO1620.jpg";"1.00";"1"
"CS-1105-40";"881208013159";"Houzer CS-1105-40 Club Bar/ Prep Sink";"An attractive, functional stand-alone or a creative companion sink. 9-5/16"" x 17-15/16"" overall dimension with a 5-1/2"" depth. 2"" drain opening, Fits 18"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 7.125""x15.75""x5.5"" deep.</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, Colander: CL-1120</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"103,62";"";"";"";"";"";"9999";"In Stock";"No";"CS1105.jpg";"1.00";"1"
"CS-1307-40";"881208013258";"Houzer CS-1307-40 Club Small Bar/ Prep Sink";"A neat and compact option for the home bar of party room. 12-7/16"" x 14-11/16"" overall dimension with a 6-1/4"" depth. 2"" drain opening, Fits 18"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 10.75""x13""x7"" deep.</li><li>Lustrous Satin Finish, Highlighted rim, SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1300</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"110,055";"";"";"";"";"";"9999";"In Stock";"No";"CS1307.jpg";"1.00";"1"
"CS-1407-40";"881208013357";"Houzer CS-1407-40 Club Medium Bar/ Prep Sink";"A luxurious option for the home bar or excellent complement to the kitchen sink. 13-5/8"" x 17-3/16"" with a 7"" depth. 2"" drain opening. Fits 18"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 11.5""x15""x7"" deep. </li><li>Lustrous Satin Finish, Highlighted rim, SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1400, Colander: CL-1420</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"117,315";"";"";"";"";"";"9999";"In Stock";"No";"CS1407.jpg";"1.00";"1"
"CS-1607-40";"881208013456";"Houzer CS-1607-40 Club Large Bar/ Prep Sink";"A big beauty that pairs well with kitchen sinks or other club models. 15-1/4"" x 19"" overall dimension with a 7"" depth. 3-1/2"" drain opening. Fits 21"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 13""x16.5""x7"" deep. </li><li>Lustrous Satin Finish, Highlighted rim, SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"129,525";"";"";"";"";"";"9999";"In Stock";"No";"CS1607.jpg";"1.00";"1"
"CST-1212-40";"881208013913";"Houzer CST-1212-40 Club Corner Bar Sink";"Creative and versatile, fits neatly in the corner of a bar or kitchen island. 14"" x 14"" overall dimension with a 6-1/2"" depth. 19 gauge, 2"" drain opening. Fits 18"" cabinet<br><ul><li>Mounting clips and template included</li><li>Bowl 12""x12""x6.5"" deep. </li><li>Lustrous Satin Finish, Highlighted rim, SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>19 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"197,2575";"";"";"";"";"";"9999";"In Stock";"No";"CST1212.jpg";"1.00";"1"
"EC-3208SL-20";"881208011360";"Houzer EC-3208SL-20 Elite 60/40 Double Bowl Small Bowl Left";"Offset design for versatility and flair. Prep bowl on the left 31-1/2"" x 20-3/16"" overall dimension with a 8"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>14"" x15.75""x8""deep(Left)14""x18""x8""deep(Right) </li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3400, BG-3100, CB-2500, CB-3100, RB-3100 </li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"238,305";"";"";"";"";"";"9999";"In Stock";"No";"EC3208SL.jpg";"1.00";"1"
"EC-3208SR-20";"881208011353";"Houzer EC-3208SR-20 Elite 60/40 Double Bowl Small Bowl Right";"Offset design for versatility and flair. Prep bowl on the right 31-1/2"" x 20-3/16"" overall dimension with a 8"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>14""x18""x8""deep(Left)14""x15.75""x8""deep(Right) </li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3400, BG-3100, CB-2500, CB-3100, RB-3100 </li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"238,305";"";"";"";"";"";"9999";"In Stock";"No";"EC3208SR.jpg";"1.00";"1"
"ED-3108-20";"881208011254";"Houzer ED-3108-20 Elite 50/50 Double Bowl";"Classic efficiency using double equal bowls. 31-1/2"" x 17-15/16"" overall dimension with a 8"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>Each bowl 14""x15.75""x8"" deep.</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3100, CB-2500, CB-3100, RB-3100 </li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"189,585";"";"";"";"";"";"9999";"In Stock";"No";"ED3108.jpg";"1.00";"1"
"EHD-3118-20";"881208011452";"Houzer EHD-3118-20 Elite 80/20 Double Bowl";"Large main bowl with a reversible prep sink. 31-1/2"" x 17-15/16"" overall dimension. 5-1/2"" and 8"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>7.125""x15.75""x5.5""deep 21""x15.75""x8""deep</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-2500, CB-2500, CL-1120, RB-2500 </li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"237,2175";"";"";"";"";"";"9999";"In Stock";"No";"EHD3118.jpg";"1.00";"1"
"ES-2408-20";"881208011155";"Houzer ES-2408-20 Elite Single Bowl";"Big enough to handle large pots and pans. 23-3/16"" x 17-15/16"" overall dimension with a 8"" depth. Fits 30""cabinet<br><ul><li>Mounting clips and template included</li><li>Bowl 21""x15.75""x8"" deep.</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2500, CB-2500, RB-2500</li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"162,12";"";"";"";"";"";"9999";"In Stock";"No";"ES2408.jpg";"1.00";"1"
"ISL-3322BS1-20";"881208023158";"Houzer ISL-3322BS1-20 Glowtone 60/40 Double Bowl ";"Offset double bowl offers a versatile designer solution. 33"" x 22"" overall dimension with an 8"" depth. 1 hole. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>14""x18""x8""D(Left) 14""x15.75""x8""D(Right)  </li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3100, BG-3400, CB-2500, CB-3100, RB-3100 </li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"179,76";"";"";"";"";"";"9999";"In Stock";"No";"ISL3322BS1.jpg";"1.00";"1"
"ISL-3322BS3-20";"881208023165";"Houzer ISL-3322BS3-20 Glowtone 60/40 Double Bowl ";"Offset double bowl offers a versatile designer solution. 33"" x 22"" overall dimension with an 8"" depth. 3 holes. Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>14""x18""x8""D(Left) 14""x15.75""x8""D(Right)  </li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3100, BG-3400, CB-2500, CB-3100, RB-3100 </li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"179,76";"";"";"";"";"";"9999";"In Stock";"No";"ISL3322BS3.jpg";"1.00";"1"
"LCR-3221-20";"881208017355";"Houzer LCR-3221-20 Legend Corner Bowl";"Maximizes useable countertop space in smaller kitchens. 31-7/8"" x 31-7/8"" overall dimension with an 8"" depth. Four holes. Fits corner base cabinets<br><ul><li>Mounting clips included</li><li>Each bowl 15.75""x14.0625""x8"" deep. </li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2500, CB-2500, CB-3100, RB-3100</li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"304,5075";"";"";"";"";"";"9999";"In Stock";"No";"LCR3221.jpg";"1.00";"1"
"LHD-3322-20";"881208017157";"Houzer LHD-3322-20 Legend 80/20 Double Bowl";"Large main bowl with a built-in prep bowl offers versatility in a small space. 33"" x 22"" overall dimension. Main bowl has an 8"" depth, prep bowl has a 5-1/2""depth.  4 holes. Fits 36""cabinets<br><ul><li>Mounting clips included</li><li>7.125""x15.75""x5.5""deep, 21""x15.75""x8""deep</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-2500, CB-2500, CL-1120, RB-2500 </li><li>20 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"183,15";"";"";"";"";"";"9999";"In Stock";"No";"LHD3322.jpg";"1.00";"1"
"MB-3300-20";"881208010141";"Houzer MB-3300-20 Medallion Designer Gourmet Single Bowl";"Curved large single bowl in a double bowl size. 32-7/16"" x 18-7/16"" overall dimension with a 9"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 30.25x16.25x9""deep</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3590</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"404,595";"";"";"";"";"";"9999";"In Stock";"No";"MB3300.jpg";"1.00";"1"
"MC-3210SL-20";"881208010554";"Houzer MC-3210SL-20 Medallion Designer 70/30 Double Bowl Small Bowl Left";"Spacious main bowl with a convenient prep bowl on the left. 32-1/2"" x 20-11/16"" overall dimension. 9"" and 8"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>11.5""x15""x8"" deep (left), 17.75""x18.5""x9""deep (right_</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1400, BG-3200, CB-3200, CL-1420, RB-3200</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"352,185";"";"";"";"";"";"9999";"In Stock";"No";"MC3210SL.jpg";"1.00";"1"
"MC-3210SR-20";"881208010455";"Houzer MC-3210SR-20 Medallion Designer 70/30 Double Bowl Small Bowl Right";"Spacious main bowl with a convenient prep bowl on the right. 32-1/2"" x 20-11/16"" overall dimension. 9"" and 8"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>17.75""x18.5""x9""deep (left), 11.5""x15""x8"" deep (right)</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1400, BG-3200, CB-3200, CL-1420, RB-3200</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"352,185";"";"";"";"";"";"9999";"In Stock";"No";"MC3210SR.jpg";"1.00";"1"
"MCS-3521SR-20";"881208010165";"Houzer MCS-3521SR-20 Medallion Designer 70/30 Large Double Bowl Small Bowl Right";"Oversized model with the added convenience of an extra large prep bowl on the right. 35-1/4"" x 20-7/8"" overall dimension with a 9"" and 7"" depth. Fits 42"" cabinets<br><ul><li>Mounting clips and template included</li><li>21.5""x18.88""x9""deep (left), 10.37""x16""x7"" deep (right)</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2400, CB-2400, RB-2400</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"455,865";"";"";"";"";"";"9999";"In Stock";"No";"MCS3521SR.jpg";"1.00";"1"
"MD-3109-20";"881208010752";"Houzer MD-3109-20 Medallion Classic 50/50 Double Bowl";"Tight corner radius assures maximum work space. 31-1/2"" x 17-15/16"" overall dimension with a 9"" depth. Fits 36"" Cabinets<br><ul><li>Mounting clips and template included</li><li>Each bowl14""x15.75""x9"" deep.</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3100, CB-2500, CB-3100, RB-3100 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"317,4375";"";"";"";"";"";"9999";"In Stock";"No";"MD3109.jpg";"1.00";"1"
"MEC-3220SL-20";"881208010950";"Houzer MEC-3220SL-20 Medallion Classic 60/40 Double Bowl Small Bowl Left";"Offset design offers flexibility and design flair. 31-1/2"" x 20-3/16"" overall dimension with a 9"" and 8"" depth. Fits 36""cabinets<br><ul><li>Mounting clips and template included</li><li>14""x15.75""x8""deep(Left)14""x18""x8""deep(Right) </li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3400, BG-3100, CB-3100, RB-3100 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"336,39";"";"";"";"";"";"9999";"In Stock";"No";"MEC3220SL.jpg";"1.00";"1"
"MEC-3220SR-20";"881208010950";"Houzer MEC-3220SR-20 Medallion Classic 60/40 Double Bowl Small Bowl Right";"Offset design offers flexibility and design flair. 31-1/2"" x 20-3/16"" overall dimension with a 9"" and 8"" depth. Fits 36""cabinets<br><ul><li>Mounting clips and template included</li><li>14""x18""x8""deep(Left)14""x15.75""x8""deep(Right) </li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3400, BG-3100, CB-3100, RB-3100 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"336,39";"";"";"";"";"";"9999";"In Stock";"No";"MEC3220SR.jpg";"1.00";"1"
"MG-3209SL-20";"881208010356";"Houzer MG-3209SL-20 Medallion Designer 60/40 Double Bowl Small Bowl Left";"Features an oversized main bowl with convenient prep bowl on the left. 32"" x 21"" overall dimension with a 9"" and 5-1/2"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>7.125""X15.75""x5.5"" deep (left), 21.5""x19""x9"" deep (right)</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-2400, CB-2400, CL-1420, RB-2400 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"352,0275";"";"";"";"";"";"9999";"In Stock";"No";"MG3209SL.jpg";"1.00";"1"
"MG3209SR-20";"881208010257";"Houzer MG3209SR-20 Medallion Designer 60/40 Double Bowl Small Bowl Right";"Features an oversized main bowl with convenient prep bowl on the right. 32"" x 21"" overall dimension with a 9"" and 5-1/2"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>21.5""x19""x9"" deep (left), 7.125""X15.75""x5.5"" deep (right)</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-2400, CB-2400, CL-1420, RB-2400 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"352,0275";"";"";"";"";"";"9999";"In Stock";"No";"MG3209SR.jpg";"1.00";"1"
"MGD-3120-20";"881208012251";"Houzer MGD-3120-20 Medallion Gourmet 50/50 Double Bowl";"Symmetry and efficiency with extra large double-equal bowls. 31-1/2"" x 20-3/16"" overall dimension with a 9"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>Each bowl 14""x18""x9"" deep</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2400, CB-3100</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"345,63";"";"";"";"";"";"9999";"In Stock";"No";"MGD3120.jpg";"1.00";"1"
"MGS-3018-20";"881208012152";"Houzer MGS-3018-20 Medallion Gourmet Large Single Bowl";"Maximum sized single bowl can handle your biggest jobs. 32-3/8"" x 18-7/8"" overall dimension with a 9"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 29.25""x15.75""x9"" deep</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3600, CB-2500</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"305,94";"";"";"";"";"";"9999";"In Stock";"No";"MGS3018.jpg";"1.00";"1"
"MGT-4120-20";"881208012350";"Houzer MGT-4120-20 Medallion Gourmet Triple Bowl";"Ultimate flexibility for the active chef. 39-13/16"" x 20-3/16"" overall dimension with a 9"", 5-1/2"", and 8"" depth. Fits 45"" cabinets<br><ul><li>Mounting clips and template included</li><li>14""x18""x9"", 7.125""X15.75""x5.5"", 14""x15.75""x8""</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-1100, BG-3400, CB-3100, CL-1120, RB-3100</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"405,24";"";"";"";"";"";"9999";"In Stock";"No";"MGT4120.jpg";"1.00";"1"
"MH-3200-20";"881208010127";"Houzer MH-3200-20 Medallion Designer Offset Single Bowl";"Combines a single bowl in a double bowl size creating a stunning offest silhouette. 31-1/2"" x 21"" overall dimension with a 9"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 29.25x18.88x9""deep</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3250, CB-2500, CL-1120</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"435,945";"";"";"";"";"";"9999";"In Stock";"No";"MH3200.jpg";"1.00";"1"
"MS-1708-40";"881208013555";"Houzer MS-1708-40 Club Square Bar/Prep Sink";"A simple element for an extra workstation or a utility bar. 16-1/4"" x 17-15/16"" overall dimension with an 8"" depth. 3-1/2"" drain opening. Fits 24"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 14""x15.75""x8"" deep</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-3100, CB-2500, CB-3100, RB-3100 </li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"139,1775";"";"";"";"";"";"9999";"In Stock";"No";"MS1708.jpg";"1.00";"1"
"MS-2309-20";"881208010653";"Houzer MS-2309-20 Medallion Classic Single Bowl";"An elegant, functional design that can handle the big pans. 23-3/16"" x 17-15/16 overall dimension with a 9"" depth. Fits 36"" cabinets<br><ul><li>Mounting clips and template included</li><li>Bowl 21""x15.75""x9"" deep</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2500, CB-2500, RB-2500</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"203,3925";"";"";"";"";"";"9999";"In Stock";"No";"MS2309.jpg";"1.00";"1"
"MS-2409-20";"881208010158";"Houzer MS-2409-20 Medallion Designer Single Bowl";"Curved D-bowl creates a dramatic backdrop. 23-11/16"" x 21"" overall dimension with a 9"" depth. Fits 30"" cabinet<br><ul><li>Mounting clips and template included</li><li>Bowl 21.5""x19""x9"" deep.</li><li>Lustrous Satin Finish, Highlighted rim,  SpecPlus edge, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2400, CB-2400, RB-2400</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"246,48";"";"";"";"";"";"9999";"In Stock";"No";"MS2409.jpg";"1.00";"1"
"PGD-3322-20";"881208016259";"Houzer PGD-3322-20 Premiere Gourmet 50/50 Double Bowl";"Extra large twin bowls with spacious compartments for practical use. 33"" x 22"" overall dimension with a 9"" depth. 1 hole Fits 36"" cabinets<br><ul><li>Mounting clips included</li><li>Bowl 29.25""x15.75""x9"" deep</li><li>Lustrous Satin Finish, Highlighted rim, StoneGuard undercoating over sound absorbing pad</li><li>Accessories: BG-2400, CB-3100</li><li>18 gauge</li><li>T304 Premium Stainless Steel</li><li>Meets ASME A112.19.3-2000, UPC, CSA.</li><li>Lifetime Warranty</li></ul>";"385,1925";"";"";"";"";"";"9999";"In Stock";"No";"PGD3322.jpg";"1.00";"1"
